id|sentimen|clean_tweet
717|negatif| tolol mengembangkan digital busung lapar emang manusia indonesia pakai pendekatan ekonomi makro pakai duit beutar dihasilkan industri a diputar perbaikan busung lapar paham
718|netral| prabowo hargai jasa presiden
721|netral| pemerintah era jokowi mendukung perkembangan ekonomi digital
722|negatif| wanita cerewat suaminya tau sekarnag dimana cerewet tukang sayur harganya
725|negatif| overheard ehmm jokowi bagus segi pembangunan iyaa ekonomi maju males milih pembangunannya rasain bikin jalan tol kemana motor awas mudik tol
730|positif| merasakan peluh keringat dirasakan pendukungnya berkumpul pagi penghargaan tertinggi rakyat
731|negatif| jokowi paham ekonomi makro mikro romlah
732|netral| dear butuh kartu skincare unlimited kartu potongan harga beli gincu
733|negatif| peluang lapangan kerja hitung warga negara indonesia main esport penghasilan esport seujung kuku sia sia prioritaskan lapangan kerja ekonomi mikro swasembada pangan negara berkembang maju
735|netral| jokowi ekonomi indonesia kuat
738|positif| pembahasan perekonomian digagas prabowo sandi menurunkan tarif harga kian meroket stabil tunggu
745|netral| arah perekonomian indonesia salah prabowo warta ekonomi
747|positif| terheran coba lihat video closing statement tusuk prabowo sandi ngomongnya enak bener pgn harga sembako murah tusuk ps pgn impor tusuk ps kayanya sorga dah takut kaya venezuela
750|negatif| prabowo bilang contoh cina buruhnya kerja jam sehari libur minggu trus gaji buruhnya dibayar nasib buruhnya gajinya terkatungkatung bertahuntahun
756|positif| tps tusuk prabowo sandi nkri harga mati
757|positif| ganti pemimpin butuh perubahan jokowi membangun sdm menurun ekonomi pendapatan perkavita rakyat jelata ganti pemimpin perubahan
758|positif| alhamdulillah sandi semoga memimpin negeri prabowo dukung kebijakan prabowo sandi memperbaiki ekonomi teuruk salam agung anfaunnas surabaya
760|positif| semoga prabowo presiden ekonomi maju dunia perawat
761|netral| pernyataan prabowo subianto debat capres malam penanganan ekonomi kesalahan presiden dijadikan bumerang tkn jokowima ruf
762|negatif| jokowi rakyat indonesia makmur ekonomi prestasi alias meroket bikin bingung mesti kartu kartu
764|netral| gaji ditransfer hemat ongkos
768|positif| jokowi sederhana mata mata sepatu jokowi harganya juta dimata jokowi sederhana pake baju hugo boss mata jokowi
769|positif| jokowi mengerti tetangga ekonomi negara uno
771|negatif| tim jokowi dikasih duit paham betapa gembel hidupnya kampret rela harga ditukar uang beli bensin mobil kagak
782|positif| mandat rakyat ambil gaji jiplak tah
786|positif| presiden jokowi kunker keliling indonesia buku sembako sepeda dana taktis presiden senilai m presiden gembar gembor menyumbangkan gaji menyumbang nilai gaji jt
787|negatif| koalisi diserang hhh anehhh ambil gaji pengusaha otak untung
788|positif| april mencoblos beramal gaji disumbangkan dhuafa yatim inshaa allah
790|positif| rakyat menitipkan harapan prabowo sandiaga perubahan ekonomi keadilan hukum polihkan kerukunan bangsa bernegara bertetangga suku agama
791|negatif| jokowi presiden skrg apapun kerusuhan negara bertanggungjawab presiden dipilih rakyat anggaran pemilu puluhan triliyun digaji rakyat menyelesaikan apapun problem rakyat shame
793|positif| prabowo ekonomi indonesia salah arah ekonomi makro salah arah berdampak ekonomi mikro merasakan dampak emak masyarakat kls menengah kebawah pandang indonesia didukung pikiranpikiran argumentasi kuat
794|netral| menang pilpres prabowo subianto sandi uno janji ambil gaji
797|netral| teilih prabowosandi gajinya fakir miskin
800|negatif| salah jokowi menurunkan menstabilkan harga toge senggak bikin kebijakan penjual toge eslen ngomel pas dikomplen harga mahal kena sanksi pidana
801|positif| prabowo sandi komitmen mengambil gaji kepala negara teilih pilpres
802|positif| ngakak guling guling liat jokowi ngajarin ekonomi makro mikro uno
803|negatif| bilang indonesia bubar pertumbuhan ekonomi ndasmu tanggapannya
804|negatif| hidup susah dijaman harga nail listrik bbm
807|positif| alhamdulillah ekonomi maju jokowi
809|netral| geram prabowo garagara warta ekonomi
810|negatif| berita menyalahkan sby salah pembuat kesalahan perekonomian indonesia prabowo muka publik kesalahan konyol
813|positif| allah swt berterima kasih indonesia berkomitmen ambil gaji serupiah dpt amanah sandiaga buktikan tulus negara bangsa prabowo
818|positif| pekerja makan gaji orang anak muda talenta bakat dunia game apresiasi dukung maksd pernyataan jkw
822|negatif| berharap pemilu jokowi nyalon lumayan bawa orang dapetnya gaji umr jakarta
826|positif| hargai perbedaan rakyat bersatu kebersamaan must dibawah kepemimpinan jokowi aaamiin
829|positif| preseden fenomenal ahok keras tajam keluarga miskin jakarta digusuri dicerabut sosial ekonomi tinggalnya pemodal podmoro behave lembut penuh kasih sayang ujungnya dirut pengembangnya masuk bui ahok tumbang
834|positif| kadang pengin nyumbang kaum dhuafa anggaran bln sllu mepet pilih prabowo sandi mensedekahkan gajinya kaum dhuafa
835|positif| hormat sgt menghargai mengapresiasi pilihan ulil semoga berlabuhnya ulil abshar abdalla kubu jokowi amin insa allah menarik gerbong milenial ragu bimbang menentukan pilihan amin
839|netral| erwin aksa harap prabowo solusi perekonomian
840|netral| jokowi maruf selesai urusan materi prabowosandi ambil gaji sepeser teilih
841|positif| tau heran pdhl pemerintahan sblmnya bbm hrga pangan tbtb skrg stabil kisruh emng susah mb cinta mati didukung wlpn wowo ngelakuin kesalahan kg tetep dibela mati pdhl jokowi harga mati
842|netral| dukung jokowi dahlan iskan kubu prabowo dukung jokowi miliki harapan pertumbuhan ekonomi terlaksana
845|positif| semalem nyinggung mobile legend akuin anak muda doyan ngegame adek cowok kuliah kesehariannya ngegame profesinya penghasilannya gede ngalahin gaji
848|positif| dampak ekonomi langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pertumbuhan pdb nilai ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat
852|negatif| ambil gaji perusahaanya menguadai proyek sobat golput tps pilih jokowi selamatkan bangsa
853|positif| sandi memikirkan ekonomi orang mengeluh berkunjung jokowi memikirkan ekonomi nusantara
854|positif| jokowi kemajuan indonesia inflasi terjaga perbankan sehat perekonomian bersaing dunia
855|netral| jokowi pemerintah kerja keras lakukan dukung ekonomi digital
858|negatif| digaji rakyat kerja bener timses
862|negatif| gaji diambil tunjangan ambil walah walah
866|netral| janji ambil gaji teilih prabowosandi ikuti jejak presiden terkenal via
868|positif| rakit kompi programmer gaji digit main game gaptek dimnanya keluarga sibuk bilangin ponakan main game stop presiden ngasih alasan main game presiden
870|positif| debat penutupan komitemen ambil gaji serupiah amanah
871|positif| bangga membangkitkan usaha ekonomi kerakyatan dialog wirausaha ketum penggerak pepes okoce kampung islam kepaon titik
872|positif| pilihlah pemimpin berkorban wakafkan hartanya bangsa indonesia gajinya infakkan kaum duafa miskin cari jual beli jabatan cari hobby serangan fajar
874|netral| menang pilpres prabowo sandi janji ambil gaji
875|netral| capres jokowi tegaskan pancasila harga mati
892|negatif| sontoloyo aplud jainudin eps biar ngaciro jainudin ngaciro raja bohong yaa pilih mobil bayar pajak pakai jalan bayar mahal bilang infrastruktur rakyat kerja kerja kerja ngerjain rakyat
897|negatif| menurunkan harga aqua cgv rb hmmmmmmmmm
900|negatif| pilihan usaha peningkatan ekonomi sia pondasi ekonomi bangsa carut marut arah kebijakan rakyat pbh menguntungkan kapitalis
902|positif| ragu kebijakan infrastruktur ekonomi pendidikan lainya ragu memilih mohon adakan program perjodohan pernikahan trans dimensi
904|netral| prabowosandi ambil gaji sepeser teilih bismillah
906|positif| singapore ci pas yurop asalnya kite from indonesia responnya langsung oohhh jokowi jokowi jokowi dikenal dihargai ln
907|netral| bpn prabowosandi bangun juta rumah pulihkan ekonomi
908|positif| era presiden jokowi ekonomi indonesia maju
910|netral| langsung kubu oposisi tau presiden jokowi dalm pemerintahanya kebijakan ambil beihak rakyat bbm harga
912|netral| membangun merevitalisasi pasar rakyat menjaga stabilitas harga ketersediaan stok bahan pokok menyerap produksi negeri meningkatkan ekspor mandat presiden jokowi
913|positif| pencapaian perekonomian indonesia dibandingkan negara berkembang pasalnya pertumbuhan ekonomi indonesia era pemerintahan jokowijusuf kalla dinilai
915|positif| jokowi fokus bangun infrastruktur kunci pemerataan ekonomi
916|negatif| gagal naekin ekonomi bilang gagal maaf alesan ngalor ngidul contoh prabowo salah bikin gaduh maaf susahnya nyebut huruf maaf ekonomi dibawah zaman sby
918|netral| komitmen ambil gaji teilih dikemanakan gaji prabowosandi
919|netral| prabowo sandiaga janji ambil gaji presiden wapres
920|positif| suuzon mba hehe hargai hasil kerja jokowi membangun negri benci emang susah hargai kerja keras orang
921|negatif| penasaran angkat isu esport jokowi orang kejam banget isu coba pikir dampaknya ekonomi emak kesejahteraan zero let said those whistleblower youre fakiiingggg idiot bruh
922|negatif| urusin esprot jkw biar prabowo ngurusin ketahanan pangan rakyat indonesia sejarah mencatat presiden ri penduduk juta mikirin mobile legend ketimbang harga sembako mahal bahan pangan import dinegara kaya maritim
2|netral| era jokowi ekonomi indonesia
4|negatif| negara ngutang bngun infrastruktur dipake masyarakat masyarakatnya ngeluh negara ngutang negara ngutang utang dibayar negara dapet penghasilan penghasilan negara pajak
5|netral| bisikin jokowi mikirin peutaran duit golongan esports sekian penentu pertumbuhan perekonomian indonesia fundamental prabowo bhs sederhana mkan aspek fundamental ekonomi
13|positif| jokowi pemerintah berupaya menjaga keseimbangan harga posisi normal petani produsen senang hasil kerjanya dihargai layak
14|netral| berat bahas ekonomi angka bahas mobil lejen
16|positif| sisi industri kreatif inovatif era industri global jokowi tergerak mengubah badan ekonomi kreatif bekraf kementerian coblos kerja
24|positif| kepercayaan mrk beengalaman memiliki wakil beengalaman dibidang ekonomi coblos
26|positif| keberhasilan dibidang infrastruktur jokowi berhasil memperbaiki ekonomi indonesia coblos
28|positif| memilih bersodakoh prabowo sandi menyumbangkan gaji negara fakir miskin yatim piatu masjid jadikan prabowo sandi presiden wakil presiden ri
35|negatif| kelar hidupmu bisanya harga mahal turunkan solusi kubu prabowo bahlull
42|netral| winter coming pidato jokowi imf bank dunia ekonomi dunia game thrones game throne presiden jokowi kekuatan kalahkan evil winter
44|netral| jokowi raja salman sepakat tingkatkan kerja ekonomi
50|negatif| bijak antek orba pikirkan letjen pecatan bilang biang kerok ekonomi indonesia presiden jokowi jenderal sby gimana demokrat beralih dukungan jokowi coba
54|positif| penjelasannya cawapres komitmen terkait ekonomi umat disebutnya arus ekonomi indonesia membangun ekonomi
56|negatif| jokowi naikkan tax ratio drastis guncang ekonomi
57|positif| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat
62|negatif| pikirkan letjen pecatan bilang biang kerok ekonomi presiden jokowi jenderal sby jenderal soeharto bintang sampe dungu
69|positif| jokowi pembangunan merevitalisasi pasar rakyat dasar utama pembangunan ekonomi berbasis kerakyatan kekuatan ekonomi indonesia stabil
73|negatif| leres salah aspek faktor ekonomi bertumbuh stabilitas politik negeri kepastian keadilan penegakan hukum pripun kabare
74|negatif| pendidikannya tentara ayahnya ekonom legendaris indonesia kali ngerti makro mikro makro mikro pelajaran semester fakultas ekonomi cmiiw ketauan jae belajar ekonomi kacaw
77|netral| jokowi bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter
84|netral| kepercayaan mrk beengalaman memiliki wakil beengalaman dibidang ekonomi
88|positif| pertumbuhan ekonomi pemerataan zaman jokowi pertumbuhan ekonomi pemerataan pembangunan
92|netral| pilih pemimpin pencapaiannya pencapaian ekonomi pemerintahan jokowi
94|positif| pemerintah jokowi menyebut ekonomi indonesia tangan anakanak muda kreatif
95|positif| keberhasilan dibidang infrastruktur jokowi berhasil memperbaiki ekonomi indonesia
98|netral| jokowi bahas ekonomi makro mikro makanan sehari sandiaga fatal et keluarlah ispot sejenis revolusi futuristik otaknya antik
99|negatif| prabowosandi sepakat ekonomi indonesia salah arah
100|negatif| prabowosandi sepakat ekonomi indonesia salah arah via
105|negatif| emang prabowo seenggaknya prepare persona agamis kaya belajar ngaji gtgt menang counter jokowi rekrut ma bikin ketebak alurnya asli dah prabowo islami aslinya biar menang
109|netral| indonesia maju pertumbuhan ekonomi pemerataan zaman jokowi pertumbuhan ekonomi pemerataan pembangunan
110|positif| jokowi mendukung esport indonesia mobile legend pubg free fire prabowo memperdulikan sandang pangan harga harga turun pilihan skarang
111|netral| april pilih jokowikma pilih pemimpin pencapaiannya pencapaian ekonomi pemerintahan jokowi
122|positif| madura prabowo harga mati
123|positif| prabowo harga mati titik
125|netral| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat
128|positif| pertumbuhan ekonomi pemerataan tau zaman pertumbuhan ekonomi pemerataan pembangunan
133|negatif| ngerti n nyambung ml emng ml nyambung tema debat djawab n dbahas rakyat utama kestabilan harga pangan n ketersediaannya petani sndr negara agraris sembrang import
141|netral| sisi industri kreatif inovatif era industri global jokowi tergerak mengubah badan ekonomi kreatif bekraf kementerian
142|netral| bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter
148|positif| presiden jokowi raja salman sepakat tingkatkan kerja ekonomi
151|netral| pilih jokowi pingin indonesia maju pilih prabowo ikhlas uang pajak bayar koruptor diksh pensiunan
158|positif| jokowi bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter tanggal april menggandeng ulama
168|positif| teenting prabowo sandi berkomitmen menurunkan harga listrik pendukung jae setuju pendukung prabowo sandi setuju semoga prabowo pemimpin tepati janji kampanye kayak jae
189|netral| pertemuan jokowi menlu thailand mendorong keterlibatan asean membantu myanmar penyelesaian konflik rohingya khusus jokowi isu terkait harga karet dunia
191|netral| presiden jokowi gelar pertemuan raja salman bahas kerja ekonomi
203|negatif| sah gundulmu jokowi rangka memperkuat hubungan ekonomi arab kecurangan lapor bawaslu anggota bawaslu dipilih seleksi dpr dpr partai partai pengusung oposisi
207|positif| harga harga murah pilih prabowo sandi hrga listrik murah pilih prabowo sandi lowongan kerja pilih prabowo sandi hentikan impor panen pilih prabowo sandi pokonya yesss yessss
213|negatif| digital swasembada pangan harga pangan murah dibutuhkan masyarakat dasar tau prioritas kayak periode
220|netral| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat coblos juara
223|positif| prabowo concern benahi tata kelola negara pertahanan negara harga bangsa mata dunia sandi fokus garap kekuatan ekonomi sinergikan pemerintah power rakyatnya ulama fokus garap iman akidah akhlaq umat
225|negatif| diserang ekonomi makro woooyyy liat pengangkut sembako tol dijalan mikir jam tinggal bayar terganti pelakunya
226|netral| gileee ratusan juta mata menonton menyaksikan pengakuan berani jujur kebijakan ekonomi salah jokowi slh orang koalosinya prabowo sandi beelukan erat pertanda mrk lg bericara didpn
232|negatif| njop ngeyel harga ditinggiin salah
234|negatif| sandi lulusan amerika ipk khatam banget makro mikro kalah sarjana kehutanan jokowi jurusan ekonomi kehutanan
235|netral| prabowo memiliki jiwa sportif kesalahan kebijakan ekonomi indonesia puluhan sblm jokowi berkuasa sayang partai koalisinya suka bhk emosi kejujuran prabowo mengungkap fakta aneh
242|netral| dd mikirin mending mikirin mendasar ekonomi ketagihan game online bikin malas sgl suruh wirid masjid nongkrong warnet bergayalah sesuai isi kantong
247|netral| pngetahuan tata kelola ekonomi negara kelasnya
254|netral| perintah bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter
266|positif| mengembangkan ekonomi syariah sesuai diamanatkan ma ruf amin aliansi kampung madura akma menangkan jokowi
267|netral| ekonomi pakai kg
274|netral| berita berita didesaku pemilik sawah cocok harga sawah dilewatin bangun jlnnya termsk sawah kakakku titik temu disambung jln tolnya sdhlah allah bicara jujur hubnya capres
276|netral| maaf pake subsidi pake ygkg harga tertera nomor reg wajib tempel dinding toko biar masyarakat tau mangkanya abg knp harganya brubah ubah pk jokowi subsidinya alihkan
278|negatif| bego kampret yankayak gini presidem jokowi sby kampret otak maundi reparasi tetep goublok bbm ngikutin harga pasar naek naek turun turun bbm subsidi naek kampret ilmu cetek belagu
279|positif| berdoa hati mjd presiden ri ekonomi buruk ponsel tutup ekonomi masyarakat carut marut presiden tolong perbaiki ekonomi masyarakat wslm dihati
284|netral| harga rb konsumen pemakai pribadi pedagang jatuhnya rb tabung
287|netral| pengalaman ekonomi malang merintang mendirikan koperasi baitul mal wa tamwil bmt sejenis koperasi syariah
288|netral| charles honoris jokowi bangun indonesia ekonomi kreatif
289|netral| presiden raja salman menggelar pertemuan bilateral istana pribadi raja alqasr alkhas minggu sore pertemuan selepas jamuan santap siang sepakat meningkatkan kerja bidang ekonomi foto berita bpmi
290|netral| fokus unicorn dunia digital contoh ecomerce memamg harga murah memutus mata rantai distribusi sehinga distributor menjual langsung barg masarakat dpt kebagaian keutungan sbgai pengecer
293|positif| listrik turun harga terjangkau pelayanan bpjs honorer tusuk prabowo sandi tps
297|negatif| pakai uang pajak atw uang pribadi anak bini diajak
298|netral| samping toko pangkalan gas agen kmpung kuota batasin harga tertera nomor registrasi pangkalanya tbg agen sa mainkn harga penjual lg kuota trbatas
300|netral| jokowi raja salman sepakati kerja bidang ekonomi
307|netral| tnya sehat harga gas lpg e harga rb beli pangkalan agen spbu menyediakan lpg antri mlh desa makane pgn duitnya kerja keras
321|negatif| katrok tekhnologi digital meraih pendapatan ekonomi diperhatikan prabowo orang kuno taunya elus elus ekor kuda
323|positif| semoga amanah ikhlas ekonomi pro rakyat peduli petani nelayan buruh pedagang masyarakat adil makmur sejahtera aman insyaallah prabowo subianto sandi aga memenangkan pilpres april amin
325|netral| rb bl agen langsung dapet rb gas rb agen konsumen orang jualan cr untung namane peutaran roda ekonomi
327|positif| permintaan tolong hapus denda telat bayar listrik air tlp pajak bpjs kebutuhan inti rakyat denda jujur wlwpun nilainya berat
331|positif| april marilah subuh berjamaah gaungkan shalawat doa semoga teilih presiden ri semoga beliau amanah rakyat mengembalikan kedaulatan indonesia ekonomi semoga adil makmur
332|positif| ps bilang didebat ekonomi indonesia salah salah pemimpin penggemar salahkan jokowi bosmu bilang salah jokowi mantap pilih
334|positif| prabowo sandi ambil gaji teilih gajinya diserahkan fakir miskin dhuafa berjanji membersamai orang tua berjuang
335|netral| jokowi raja salman sepakat tingkatkan kerja ekonomi via
339|netral| jokowi mengimbangi serangan prabosan mikro sengaja menyeret prabosan visi makro dibidang ekonomi digital membahasnya sisi mikro sandi mengalami kesalahan fatal menyebut big data ektp
343|netral| prabowo ekonomi indonesia salah arah presiden jokowi kader demokrat koalisi
353|positif| ekonomi salah kebangkitan bangsa teruskan perjuagan prabowo sandi padang lawas sumattra utara rajuddin harahap prabowosandi a dukugan presiden wakil presiden amin
355|netral| presiden raja salman menggelar pertemuan bilateral istana pribadi raja alqasr alkhas minggu sore pertemuan presiden raja salman sepakat meningkatkan kerja bidang ekonomi foto berita biro pers setpres
357|netral| harga tiketnya turun
364|negatif| bikin puisi ekonomi persen kayak
368|netral| meningkatkan tax ratio ekonomi terguncang ninu ninu
383|netral| era jokowi harga bbm papua harga jawa
385|negatif| trus bayar pajak dipikirin jokowi
388|positif| jt penggunaan game online pasar konsumen transaksi puluhan developer game berdiri rubuan lapangan kerjaada pajak masuk pajak subsidi pertalite motor mio kjp kip ngerti
390|positif| masukan harga tolnya disubsidi ramai menikmati
394|positif| pasangan nomor memperjuangkan nilai islam spirit transformasi perdamaian bidang pendidikan dakwah ekonomi kesehatan
396|netral| ciwiciwi harga skincare turun tusuk prabowo sandi
398|netral| prabowo melanjutkan kerja ekonomi arab saudi
404|positif| terima kasih kekurangan menjabat insya allah disempurnakan kedepan negara fokus perbaiki ekonomi rakyat cicil bayar hutang
405|negatif| mobile legend permainan game online jokowi merangkul gamers moba online dibahas kekurangan duit main moba sembako murah harga pangan murah bner sandi debat malam
406|negatif| bego tau perusahaan fintech beli coin diamond tau iklan milih masang aplikasi milenial jaring konsumen tau pendapatan negara pajak internet perusahaan berlomba bikin games
409|netral| presiden joko widodo jokowi terkendalinya hargaharga komoditas pangan inti tingkat inflasi
412|netral| presiden raja salman menggelar pertemuan bilateral istana pribadi raja minggu sore april pertemuan selepas jamuan santap siang presiden jokowi raja salman sepakat meningkatkan kerja bidang ekonomi
416|netral| prabowo ekonomi indonesia era jokowi salah arah
420|netral| sederet menteri kabinet kerja presiden wakil presiden jusuf kalla bidang ekonomi meraih penghargaan internasional kurun kabinet berjalan
425|netral| salah keberhasilan bbm harga titik wilayah target titik wilayah indonesia
427|netral| dilantik prabowo sandi menghapus pajak prabowo sandi pelayanan kesehatan pendidikan gratis prabowo sandi menurunkan hargaharga
468|netral| jokowi ri masuk kekuatan ekonomi
477|negatif| ari narang prabowo sandi horang kayah setor pajak ratusan juta emang junjungan pinternya ngambil duit haji saking kebanyakan utang
486|positif| setuju harga partai demokrat memikirkan mega sisi jokowi kehidupan bangsa emosi
488|positif| nitijen paham ekonomi makro pengennya instan langsung dirasakan individu betapa beratnya presiden indonesia mbangun mikir dihujat ganti presiden nitijen emang ngehujat
501|netral| dewi dedi andalan pemerataan ekonomi jokowi kedepan
510|netral| jokowi naikkan tax ratio drastis guncang ekonomi
514|positif| jokowi ekonomi digital alhamdullilah prabowo mantap
518|negatif| bloon jebakan ekonomi digital mobile legend alhamdullilah prabowo terjebak
521|positif| sodaqoh ikhlas memilih gaji dipakai menyantuni anak yatim faqir miskin sodaqoh vote bernilai sodaqoh
524|negatif| pecatan ngerti ekonomi ngerti sawer wo
529|negatif| sudi pilih jokowi kapok neg pilih berharap janji janjinya sesuai omongannya realitanya bikin kacau balau ekonomi negeri keluarga sepakat pilih prabowo sandi perubahan hilangnya kedholiman ketidakadilan
537|positif| titipkan amanah kepadamu tetaplah perjuangkan ekonomi kerakyatan
542|netral| pasca dilantik presiden joko widodo jokowi membuang agenda utama reformasi ekonomi konektivitas wilayah produktivitas
543|netral| capres nasabah usaha mikro pesantren persen wanita program kemandirian ekonomi keluarga
545|positif| mahal kelassss masyaallah teilih prabowosandi janji ambil gaji
548|netral| prabowo lakukan rangka pengembangan ekonomi digital pengembangan esport mobile legend
551|netral| pemerintah jokowi bersemangat berjalannya pembangkit listrik memasok aliran listrik rumah tangga industri ekonomi indonesia
562|negatif| otakmu nalar sehat omongmu ngawur emang ketimpangan ekonomi akibat ditimbulkan
567|positif| lanjutkan periode suka pmbngunan infrastruktur paham variabel pertumbuhan ekonomi
568|netral| tetep dikoalisi prabowo harga
570|netral| cek fakta jokowi bangun ekonomi ri indonesiasentris
572|negatif| paham ilmu ekonomi variabel pertumbuhan ekonomi mending mingkem
574|negatif| wowo kesalahan arah ekonomi mengakibatkan deindustrialisasi salah presidenpresiden jokowi ekonomi indonesia jokowi baikbaik ngehoaks menyalahkan presiden
576|negatif| aduhhhh ekonomi diposting tuan nilai tukar rupiah neraca perdagangan indonesia forum internasional
580|positif| semoga president teilih menurunkan harga tiket pesawat
585|positif| jokowi periode harga mati
608|negatif| janji pertumbuhan ekonomi meroket katamu janji stop import janji stop utang janji lambaikan tangan biar kebanyakan ngeles
613|netral| prabowo janji pertumbuhan ekonomi rizal ramli
617|positif| pertumbuhan ekonomi diimbangi pemerataan mencegah ketimpangan mewujudkan keadilan rakyat indonesia
622|negatif| codot dihargai rb murah harga rb rb dibayar jt kampanyenya prabowo ogah
623|positif| dampak second round effect momen asian games efek pengganda perekonomian menyebabkan penciptaan lapangan kerja pertumbuhan ekonomi penambahan pendapatan masyarakat jokowi hebat
627|netral| teipilh prabowosandi gajinya fakir miskin
628|netral| salah wacana memanfaatkan teknologi esport patut diacungi jempol wadah regulasi angin segar peutaran ekonomi pajak sektor dikawal anak muda kegiatan positif negara mewadahi misi
629|negatif| saham dijual aset berkurang menerima gaji hmmmmm korupsi
632|negatif| penerimaan pajak bahasa kerennya tax ratio tax ratio sumber penerimaan pajak ditambah sumbernya tarifnya contohnya cukong konglomerat bayar pajak dipaksa bayar bilang kontradiksi ketauan paham
638|negatif| pokonya ekonomi meroket hidup mobile legend
639|negatif| lihat total program kualitas membahas respon wacana peutaran ekonomi dunia game esport menjadikan ekonomi terangkat kenal mia tegal
650|netral| pertumbuhan ekonomi rezim sby jokowi coba diliat trennya sd grafiknya turun dibalikkan jokowi cek inflasi sby vs jokowi
660|netral| total dampak asian games berkontribusi langsung produk domestik bruto pdb negara pertumbuhan ekonomi indonesia jokowi hebat indonesia maju
681|netral| orang faham ekonomi membantu
685|negatif| nyerocos profesor sumitro joyohadikusumo ekonomi benteng orde orde karier militer prabowo beliau menantu harto semacamnya tetangga kamar kaget bilang sumitro keturunan tionghoa nonmuslim
687|negatif| harga kalia rela nyuri maling rame instruksikan menghalalka
695|positif| jokowi cepat merespon perubahan tuntutan jaman merangkul kalangan hasil kerjanya nyata sentuhan jokowi mengangkat harga bangsa dimata dunia memilih jokowi melawan khilafah preman brjubah menjual agama takuti rakyat
700|netral| dibukuny konsep prabowo impor hutang negeri joran meningkat rasio pajak menutup kran kebocoran apbn industrialisasi meningkatkn gaji pns penegak hukum mengurangi korupsi memperkuat kpk dsb
701|negatif| prabowo bilang presiden ngapain mbak polos banget pertmbuhan ekonomi meroket hebat
706|negatif| m m m hhhhhh gini prestasi sandi membangkitkan ekonomi signifikan solusi prabowo mengentaskan pendidikan orang orang bodoh pemerintahan buruk sistem diubah solusi
710|positif| wajar iriana berkat istri pungam soksok beliau fokus memperbaiki ekonomi salah arah beuluh berhasil nyata
719|negatif| memahami apapun mengelola negara disekitarnya masukan ekonomi cawapres
724|negatif| bilang trans papua mrt karya jokowi heboh indonesia memprotes pernyataan orang bilang pembangunan ekonomi salah arah salah jokowi salah presiden diam indonesia krik krik krik sungguh sakti
729|negatif| bicara pajak menaikkan pajak serba pajak pajak bayar sokan naikin pajak sehat prabowo
734|negatif| milih jokowi bleh tol pas lebaran lupa lwt tol bayar pembangunan tol pajak rakyat hasil ngutang bayar rakyat emang jokowi bayar mikir cma pengen memperjelas maksud klian menyerang
751|negatif| debat jebakannya unicorn jebak prabowo mobile legend please lg seputar ekonomi kerakyatan hobi banget orang main jebak jebakan respect
765|positif| bahas harga pisang turun
767|negatif| pencabutan subsidi kmana larinya pembangunan infrastruktur hasil ngutang ekonomi ktanya meroket macet dipake korupsi partai pendukung pdip salut subsidi rakyat indonesia setara ekonominya
770|netral| meneropong kondisi makro ekonomi indonesia era jokowi
772|negatif| milenial paham potensi bisnis dunia digitalisasi ekonomi kreatif era industri nothing pemerintahan jokowi infrastruktur arah
773|negatif| ngikutin komunis sistem ekonomi komunis
775|negatif| jae pdnya ngajarin prabowosandi ekonomi makro pintar plongaplongonya jaesi jae laut digarami tuman
776|netral| pernyataan prabowo demokrat marah warta ekonomi
783|positif| sepakat kubu mengalihkan menyerang pribadi kepemimpinan jokowi mngkin lupa infra ekonomi meerrka nikmati hasil kerja jokowi mentrinya indonesia timur masi jokowi
795|netral| prabowo nilai ekonomi ri salah arah presiden jokowi
798|negatif| tetanggakuh janji prabowo presiden menurunkan harga pangan petani harga hasil panen murah rugi mending milih jokowi tetanggaku lulus smp mikirnya lumayan
811|negatif| wowo kesalahan arah ekonomi mengakibatkan deindustrialisasi salah presiden indonesia era jokowi
814|positif| ekonomi indonesia jokowi baikbaik ngehoaks menyalahkan presiden
815|positif| jokowi mendorong ekonomi kreatif jangka memperbaiki ekonomi segampang penalaran
816|positif| mendorong ekonomi kreatif digital masyarakat booming jokowi ngomong maksud pemikiran sudut pandang kubu sebelah mohon maaf kebuka
819|positif| memilih prabowo sandi bersodaqoh gaji prabowo sandi disedekahkan fakir miskin mantapkan sebarkan
823|negatif| jalan bagus kmna gampang ekonomi smakin membaik bilang infrastuktur giliran jalanan jelek komen
824|netral| fadli zon prabowo ingatkan ekonomi indonesia beijak pasal uud
827|negatif| beda sebelah prabowo sandi ambil gaji presiden fakir miskin
832|netral| kampanye akbar gbk pancasila nkri bhinneka tunggal ika uud final harga mati sehingg diganggu gugat
836|negatif| tax amnesty kemarin prabowo sandiaga uno bayar pajak namanya paradise papers
