id|class|attribute|sentimen|tweet_asli|tweet|clean_tweet|attribute_new
595|ekonomi|gaji|positif|Klo ini terlaksana saya yakin pak Prabowo dgn kebesaran hatinya akan mengatakan sys belum bisa ngaji. Klu satunya barangkali akan meng-iyakan demi sandiwara, Hiks...hiks..hiks  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih|laksana prabowo dgn besar hati sys ngaji satu barangkali meng iya sandiwara hiks hiks hiks| terlaksana prabowo kebesaran hatinya sys ngaji satunya barangkali mengiyakan sandiwara hiks hiks hiks|ekonomi
599|ekonomi|ekonomi|positif|mantap, semoga roda ekonomi papua berjalan lebih efektif dan efisien. terimakasih pak @jokowi|mantap moga roda ekonomi papua jalan efektif efisien terimakasih| mantap semoga roda ekonomi papua berjalan efektif efisien terimakasih|ekonomi
601|ekonomi|harga|positif|Siap ketuaku.....ini bukan saja harga diri partai tapi kinerja jokowi lebih jelas dan lebih dinikmati hasilnya untuk kemaslahatan ummat bukankah garis perjuangan ketua lebih berpihak ke masyarakat yg lemah dan jokowi sudah sangat banyak membantu masyarakat sampai di desa2....|ketua harga partai kerja jokowi nikmat hasil maslahat umat garis juang ketua pihak masyarakat lemah jokowi bantu masyarakat desa| ketuaku harga partai kinerja jokowi dinikmati hasilnya kemaslahatan ummat garis perjuangan ketua beihak masyarakat lemah jokowi membantu masyarakat desa|ekonomi
602|ekonomi|harga|negatif|Sedih ya bro..mudah2an di akhir periode ke 2 pemerintahan Pak Jokowi nanti harga diri kampret bisa naik..minimal jadi 250 ribu lah ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…|sedih mudah periode 2 perintah jokowi harga kampret minimal 250 ribu| sedih mudahan periode pemerintahan jokowi harga kampret minimal ribu|ekonomi
605|ekonomi|ekonomi|positif|Mamfaat yang dapat diperoleh dari pelaksanaan Asian Games 2018 tidak hanya sebatas di bidang pembinaan olahraga nasional, tetapi juga dari sisi pembangunan infrastruktur, pariwisata, dan perekonomian secara lebih luas.Â Indonesia maju, Jokowi hebat!|mamfat oleh pelaksanan asi games 2018 batas bidang bin olahraga nasional sisi bangun infrastruktur pariwisata ekonomi luas indonesia maju jokowi hebat| mamfaat diperoleh pelaksanaan asian games sebatas bidang pembinaan olahraga nasional sisi pembangunan infrastruktur pariwisata perekonomian luas indonesia maju jokowi hebat|ekonomi
611|ekonomi|kesejahteraan|netral|Demi kelangsungan peningkatan perekonomian, kesehatan, pendidikan serta kesejahteraan Sosial di Indonesia. Jokowi terus menerapkan beberapa ide-ide baru dngan harapan banyak faktor di Indonesia yang meningkat seiring dengan berjalannya waktu dimasa pmerintahannya. #PiliOrangbaik|langsung tingkat ekonomi sehat didik kesejahteran sosial indonesia jokowi terap ide ide dngan harap faktor indonesia tingkat iring jala masa pmerintahanya| kelangsungan peningkatan perekonomian kesehatan pendidikan kesejahteraan sosial indonesia jokowi menerapkan ideide dngan harapan faktor indonesia meningkat seiring berjalannya dimasa pmerintahannya|ekonomi
612|ekonomi|ekonomi|positif|Kenapa g sandi bahas kalau salah mas?  Kan bisa jadi poin besar untuk buktikan jokowi g bagus...  Atau emang prabowo yg g tau ekonomi makro atau ekonomi skala nasional|sandi bahas salah poin bukti jokowi bagus emang prabowo tau ekonomi makro ekonomi skala nasional| sandi bahas salah poin buktikan jokowi bagus emang prabowo tau ekonomi makro ekonomi skala nasional|ekonomi
614|ekonomi|ekonomi|netral|@SandiUno @Prabowo @MardaniAliSera @FadliZon Prabowo berujar salah arahnya pembangunan ekonomi Indonesia saat ini juga tak terlepas dari andil presiden sebelum Jokowi. Anjay! #PrabowoSalahkanSBY #KoalisiPrabohong #WowoCapresAbadi|prabowo salah arah bangun ekonomi indonesia sat lepas andil presiden jokowi anjay| prabowo salah arahnya pembangunan ekonomi indonesia terlepas andil presiden jokowi|ekonomi
615|ekonomi|ekonomi|netral|Secara khusus, Presiden Jokowi ingin melakukan pembangunan manusia. Sebab, tantangan global menuntut penguatan Sumber Daya Manusia (SDM), sebagai penopang perekonomian. #PiliOrangbaik #PilihJelasIslamnya #PilihBajuPutih|khusus presiden jokowi bangun manusia tantang global tuntut kuat sumber daya manusia sdm topang ekonomi| khusus presiden jokowi pembangunan manusia tantangan global menuntut penguatan sumber daya manusia sdm penopang perekonomian|ekonomi
616|ekonomi|ekonomi|netral|Inilah bukti pemerataan pembangunan yang dimaksud @jokowi diharapkan koneksi warga papua lebih efisien  dan titik ekonomi baru tercipta.|bukti merat bangun harap koneksi warga papua efisien titik ekonomi cipta| bukti pemerataan pembangunan diharapkan koneksi warga papua efisien titik ekonomi tercipta|ekonomi
618|ekonomi|gaji|netral|Gimana nih pa di gaji ga? @jokowi @prabowo|gimana gaji ga| gimana gaji|ekonomi
619|ekonomi|ekonomi|positif|@CelotehPrabu Assalammu'aalaikum Wr Wb.Maaf Bpk Prabowo Sandi...Jng Hanya Guru Honor K2 Saja yg Di Perhatikan tetapi Para Guru2 Honor/Honorer Di Sekolah2 Swasta lah yg Harus di Fikiran Mereka Hidup tdk Layak dng Gaji Seenak Yayasan Saja Di bawah UMR& Sang|asalamu alaikum wr wb maf prabowo sandi guru honor perhati guru honor honorer sekolah swasta fikiran hidup layak gaji senak yayasan umr miskin| assalammu aalaikum wr wb maaf prabowo sandi guru honor perhatikan guru honor honorer sekolah swasta fikiran hidup layak gaji seenak yayasan umr|ekonomi
620|ekonomi|ekonomi|positif|Yaa Allah, banyak dari kami blm mampu berbagi utk sesama, namun kami hanya mampu melalui hati dgn memilih Prabowo Sandi sbg Presiden, dimana beliau akan memberikan Gajinya utk Anak Yatim dan kaum Dhuafa. Yaa Allah, berilah Amanah kpd beliau berDUA.|alah bagi utk hati dgn pilih prabowo sandi sbg presiden mana beliau gaji utk anak yatim kaum dhuafa alah ilah amanah beliau dua| yaa allah berbagi hati memilih prabowo sandi sbg presiden dimana beliau gajinya anak yatim kaum dhuafa yaa allah berilah amanah beliau berdua|ekonomi
625|ekonomi|harga|netral|. Sebelumnya harga BBM di Papua senilai Rp 100.000/liter, sungguh drastik, di era Jokowi mampu menekan harga premium seharga Rp6.450/liter setara dengan harga BBM di seantero nusantara. #PiliOrangbaik #PilihJelasIslamnya #PilihBajuPutih|harga papua nila rp 10 0 liter sunguh drastik era jokowi tekan harga premium harga rp 450 liter tara harga antero nusantara| harga bbm papua senilai liter sungguh drastik era jokowi menekan harga premium seharga liter setara harga bbm seantero nusantara|ekonomi
626|ekonomi|ekonomi|positif|Hahaha takdelah. Maâ€™aruf Amin yang jadi calon naib presiden dengan jokowi tu pun pemimpin majelis ulama indonesia. Saja pilih prabowo sebab jokowi ada masalah ekonomi waktu jadi presiden dulu.|takdelah ma aruf amin calon naib presiden jokowi pimpin majelis ulama indonesia pilih prabowo jokowi ekonomi presiden| takdelah ma aruf amin calon naib presiden jokowi pemimpin majelis ulama indonesia pilih prabowo jokowi ekonomi presiden|ekonomi
633|ekonomi|harga|negatif|bu Ning dr Tengaran mengeluhkan harga kacang yg slalu terjepit, harga susu yg kian menonjol dan harga kolor yg turun naik di mana pak @jokowi ?|ning tengar keluh harga kacang slalu jepit harga susu kian tonjol harga kolor turun| ning tengaran mengeluhkan harga kacang slalu terjepit harga susu kian menonjol harga kolor turun|ekonomi
637|ekonomi|ekonomi|positif|Di saat yg tak berotak memikirkan mobile legend, di satu sisi orang cerdas memikirkan ekonomi kerakyatan  #UASdifitnahKejiDanBrutal|sat otak pikir mobile legend sisi orang cerdas pikir ekonomi rakyat| berotak memikirkan mobile legend sisi orang cerdas memikirkan ekonomi kerakyatan|ekonomi
643|ekonomi|ekonomi|negatif|Kerjanya jokowi Bbm naik Listrik naik Bpjs defisit Hutang membengkak Harga sawit anjlok Harga karet anjolk Petani garam menjerit Semua susah... Waktunya ganti presiden  https://www.facebook.com/100007503303773/posts/2276857425907679/Â â€¦|kerja jokowi listrik bpjs defisit hutang bengkak harga sawit anjlok harga karet anjolk tani garam jerit susah ganti presiden| kerjanya jokowi bbm listrik bpjs defisit hutang membengkak harga sawit anjlok harga karet anjolk petani garam menjerit susah ganti presiden|ekonomi
648|ekonomi|ekonomi|positif|Maka dari itu jangan Sampai Memilih Mereka,Entar KEKAYAAN ALAM NUSANTARA:Emas,Migas,Tanah & UANG KAS NEGARA HABIS MASUK KE BANK2 LUAR NEGERI,Mereka Sudah Rencana Tidak Mau terima GAJI Presiden,terlalu Sedikit Buat @prabowo & @sandiuno Mereka Kelas KAKAP,ikan Teri utk bawahan2 aja https://twitter.com/triwul82/status/1117117619440476161Â â€¦|pilih entar kayan alam nusantara emas migas tanah uang kas negara habis masuk bank negeri rencana terima gaji presiden kelas kakap ikan teri utk bawah| memilih entar kekayaan alam nusantara emas migas tanah uang kas negara habis masuk bank negeri rencana terima gaji presiden kelas kakap ikan teri bawahan|ekonomi
651|ekonomi|ekonomi|negatif|Pemimpin terbaik kok ekonominya gak sesuai goal!  Jangan berlebihan|pimpin baik ekonomi gak sesuai goal| pemimpin terbaik ekonominya sesuai goal|ekonomi
653|ekonomi|pajak|netral|Coba lu ngmng gini waktu jaman Lulung dan M.Topik ðŸ˜‚ðŸ˜‚  btw, fungsi DPRD itu mitra dlm bidang legislatif tp jg bs jd pengawas gubernur dlm menjalankan anggaran. Gw sbg pembayar pajak lbh seneng anggota DPRD yg garang kok...ðŸ˜‹|coba ngmng gin jaman lulung m topik btw fungsi dprd mitra bidang legislatif awas gubernur jalan angaran sbg bayar pajak lbh neng angota dprd garang| coba ngmng gini jaman lulung m topik btw fungsi dprd mitra bidang legislatif pengawas gubernur menjalankan anggaran sbg pembayar pajak lbh seneng anggota dprd garang|ekonomi
654|ekonomi|harga|positif|Punya presiden yang sangat menghargai istrinya  #TerimaKasihIstriku @Kiyai_MarufAmin @jokowi @addiems pic.twitter.com/guFtY2Q8Tp|presiden harga istri| presiden menghargai istrinya marufamin|ekonomi
655|ekonomi|ekonomi|positif|Semoga jokowers yg membaca ini mendapat hidayah Allah SWT  Jika Terpilih, Prabowo-Sandiaga Janji Tak Ambil Gaji  http://detik.id/64sS5rÂ |moga jokowers baca hidayah alah swt pilih prabowo sandiaga janji ambil gaji| semoga jokowers membaca hidayah allah swt teilih prabowosandiaga janji ambil gaji|ekonomi
658|ekonomi|harga|netral|Lagi beli lalapan  AbangÂ² lalapan : nanti kalo yg jadi presiden pak Jokowi lalapannya ngga naik, kalo presidennya Prabowo harganya naik  Aku (dalem hati) :: waduh frontal gini :v   Tapi gapapa lah semua orang berhak ikut pesta demokrasi negeri ini   Aku pengamat ae wes :v|beli lalap abang lalap presiden jokowi lalapanya presidenya prabowo harga dalem hati frontal gin gapapa orang hak pesta demokrasi negeri amat| beli lalapan abang lalapan presiden jokowi lalapannya presidennya prabowo harganya dalem hati frontal gini gapapa orang berhak pesta demokrasi negeri pengamat|ekonomi
661|ekonomi|ekonomi|netral|Nilai ekonomi seperti peningkatan pariwisata, peningkatan kesempatan kerja, peningkatan kesempatan usaha, promosi kota penyelenggaraan, dan penciptaan nilai tambah ekonomi juga diraih negara sebagi penyelenggara Asian Games 2018. Jokowi hebat! Jokowi sekali lagi!|nilai ekonomi tingkat pariwisata tingkat sempat kerja tingkat sempat usaha promosi kota lengar penciptan nilai ekonomi raih negara bagi penyelengara asi games 2018 jokowi hebat jokowi| nilai ekonomi peningkatan pariwisata peningkatan kesempatan kerja peningkatan kesempatan usaha promosi kota penyelenggaraan penciptaan nilai ekonomi diraih negara sebagi penyelenggara asian games jokowi hebat jokowi|ekonomi
662|ekonomi|ekonomi|positif|Paguyuban Suami-Suami Gaji Paspasan mengucapkan #TerimaKasihIstriku Yang masih belum jelas keberadaannya  karena ga pernah nuntut buat beliin tas Hermes. @jokowi|paguyuban suami suami gaji paspasan ada ga nuntut bin tas hermes| paguyuban suamisuami gaji paspasan keberadaannya nuntut beliin tas hermes|ekonomi
665|ekonomi|pertumbuhan|netral|Dampak ekonomi tdk langsung Asian Games 2018, meliputi tahap konstruksi, operasional penyelenggaraan &kedatangan pengunjung, berkontribusi pd pertumbuhan PDB dan nilai tambah ekonomi, peningkatan output sektor, penyerapan tenaga kerja, & peningkatan pendapatan riil. Jokowi hebat!|dampak ekonomi langsung asi games 2018 liput tahap konstruksi operasional lengar datang unjung kontribusi tumbuh pdb nilai ekonomi tingkat output sektor serap tenaga kerja tingkat dapat ril jokowi hebat| dampak ekonomi langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pertumbuhan pdb nilai ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat|ekonomi
672|ekonomi|kesejahteraan|negatif|topik debat kan tentang ekonomi dan kesejahteraan sosial keuangan dan investasi serta perdagangan dan industri ... trs kenapa malah pk Jokowi membahas  e - sports ... game sprt mobile legend dota 2 sama pubg  itu game yg membuat anak2 kita terlena|topik debat ekonomi kesejahteran sosial uang investasi dagang industri pk jokowi bahas e sports game mobile legend dota 2 pubg game anak lena| topik debat ekonomi kesejahteraan sosial keuangan investasi perdagangan industri pk jokowi membahas e sports game mobile legend dota pubg game anak terlena|ekonomi
675|ekonomi|harga|negatif|Kasihan ya hari gini baru bicara harga2|kasihan gin bicara harga| kasihan gini bicara harga|ekonomi
678|ekonomi|ekonomi|positif|TGB menilai Jokowi bahwa pada Debat kemarin Jokowi kuasai soal bagaimama membangun ekonomi kreatif.  #01JokowiAmin #JokowiMenangTotalDebat @AlvinoLulu @Barna_byo @katerinaKwari https://bisnis.tempo.co/read/1195571/tgb-nilai-jokowi-menguasai-soal-ekonomi-kreatifÂ â€¦|tgb nilai jokowi debat kemarin jokowi kuasa bagaimama bangun ekonomi kreatif| tgb menilai jokowi debat kemarin jokowi kuasai bagaimama membangun ekonomi kreatif byo|ekonomi
680|ekonomi|ekonomi|negatif|Debat: Prabowo Mau Belajar Ekonomi Ke Tiongkok! Lupa Kalau Kampret Benci China  http://bit.ly/2P6pDOZÂ |debat prabowo ajar ekonomi tiongkok lupa kampret benci china| debat prabowo belajar ekonomi tiongkok lupa kampret benci china|ekonomi
682|ekonomi|ekonomi|negatif|Gimana mau main Mobile legend kalo paket aja nggak kebeli krn ekonomi lemah. Jawaban Prabowo Cerdas dan kena tepat ke Jantung masalah,kalo Jae kasih pertanyaan biar dianggap dia manusia millenial padahal dungu nggak ketulungan...hehhehee...|gimana main mobile legend paket kebel ekonomi lemah prabowo cerdas kena jantung jae kasih pertanyan biar diangap manusia milenial dungu ketulungan| gimana main mobile legend paket kebeli ekonomi lemah prabowo cerdas kena jantung jae kasih biar dianggap manusia millenial dungu ketulungan hehhehee|ekonomi
683|ekonomi|ekonomi|negatif|Goblog aje ampe ada yg mempermasalahin Moba PUBG... pak @jokowi cmn ngikutin trend utk milenial utk lbih bisa dipahamin.. kan kalo liat full videonya dia lg bahas EKONOMI DIGITAL.. ESPORT itu salah satunya... PUBG ama MOBA tuh bagian dri ESPORT.. wakkaakaka|goblog mempermasalahin moba pubg ngikutin trend utk milenial utk lbih dipahamin liat video lg bahas ekonomi digital esport salah satu pubg moba esport wakakaka| goblog mempermasalahin moba pubg ngikutin trend milenial lbih dipahamin liat full videonya lg bahas ekonomi digital esport salah satunya pubg moba esport wakkaakaka|ekonomi
686|ekonomi|ekonomi|positif|Senang,gembira lihat lautan manusia kemarin tepatnya tgl 13 April 2019,pintar cinta damai bukan provokator dan tdk muda percaya Hoax  mendukung pak @jokowi   Jgn Golput.PANCASILA&TOLERANSI,NKRI HARGA MATI #KonserPutihBerSATU pic.twitter.com/U18oPok30w|senang gembira lihat laut manusia kemarin tepat tgl 13 april 2019 pintar cinta damai provokator muda percaya hoax dukung golput pancasila toleransi nkri harga mati| senang gembira lihat lautan manusia kemarin tepatnya tgl april pintar cinta damai provokator muda percaya hoax mendukung golput pancasila toleransi nkri harga mati|ekonomi
688|ekonomi|harga|negatif|Tetapi tetap tdk bisa kebijakan ekonomi nasional hanya di dasarkan pada 1 - 2 orang yg mengeluh harga2 mahal. Mau di bawa ke mana ekonomi negara ini..?|bijak ekonomi nasional dasar 1 2 orang keluh harga mahal bawa ekonomi negara| kebijakan ekonomi nasional dasarkan orang mengeluh harga mahal bawa ekonomi negara|ekonomi
690|ekonomi|gaji|netral|Pak, liat ini pak.  @jokowi @prabowo @Chilli_Pari @sandiuno @kaesangp @LuhutBinsar  https://youtu.be/qlB7vg4I-ToÂ    Tolong digajih team yg bikin film dokumenter sekeren iniðŸ˜­  Bikin nangis dan ngerasa bersalah banget sering lupa cabut casan dan matiin lampu :((|liat tolong gajih team bikin film dokumenter keren bikin nang ngerasa salah banget lupa cabut cas matin lampu| liat pari tolong digajih team bikin film dokumenter sekeren bikin nangis ngerasa bersalah banget lupa cabut casan matiin lampu|ekonomi
691|ekonomi|ekonomi|netral|Namun, sebagai anak seorang ahli ekonomi, fenomena ransel besar Prabowo juga sesuatu yang wajar bagi Yunus. prabowo sandiuno #PrabowoSandi #IndonesiaMenang #IndonesiaAdilMakmur|anak ahli ekonomi fenomena ransel prabowo wajar yunus prabowo sandiuno| anak ahli ekonomi fenomena ransel prabowo wajar yunus prabowo sandiuno|ekonomi
692|ekonomi|gaji|positif|Ini penutup debat kemaren, pak Prabowo dan pak Sandi akan memberi sepenuhnya gaji mereka sbg presiden n wakil presiden untuk membantu rakyat miskin. Tp sebelum debat ini juga, pendukung PADI sih udah pd tau. Ya ga ya ga???  http://dlvr.it/R2lf3yÂ |tutup debat kemaren prabowo sandi sepenuh gaji sbg presiden n wakil presiden bantu rakyat miskin debat dukung padi udah tau ga ga| penutup debat kemaren prabowo sandi sepenuhnya gaji sbg presiden n wakil presiden membantu rakyat miskin debat pendukung padi tau|ekonomi
693|ekonomi|harga|negatif|Masak kebijakan ekonomi nasional hanya di dasarkan pada keluhan 1 - 2 orang harga mahal..? Mau dibawa kemana ekonomi negara ini..? ðŸ˜|masak bijak ekonomi nasional dasar keluh 1 2 orang harga mahal bawa mana ekonomi negara| masak kebijakan ekonomi nasional dasarkan keluhan orang harga mahal dibawa kemana ekonomi negara|ekonomi
694|ekonomi|ekonomi|positif|Beneran itu paling kocak kemaren..ditambah lagi pas uno diajarin ekonomi makro ama pak Jokowi..anjaaay lulusan summa cum laude diajarin ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜… tamat dah itu pasangan 02 ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…|beneran kocak kemaren tambah pas uno diajarin ekonomi makro jokowi anjay lulus suma cum laude diajarin tamat dah pasang 02| beneran kocak kemaren ditambah pas uno diajarin ekonomi makro jokowi anjaaay lulusan summa cum laude diajarin tamat dah pasangan|ekonomi
696|ekonomi|ekonomi|netral|Boleh. Ketemuan ya kita? Berapa nomor whatsapp ente? Saya di Pebayuran, Bekasi. Petani di Pebayuran ga ada masalah. Harga fluktuatif, normal. Kisaran 4.200 sampai 4.800 per kilo untuk gabah kering.|ketemu nomor whatsap bayur bekas tani bayur ga harga fluktuatif normal kisar 4 20 4 80 kilo gabah kering| ketemuan nomor whatsapp pebayuran bekasi petani pebayuran harga fluktuatif normal kisaran kilo gabah kering|ekonomi
698|ekonomi|ekonomi|negatif|Ternyata omm wowo ga mahir ekonomi Sandi kan pengusaha masa ga tw begituan.. Mw dibawa kemana rakyat nanti hny diteriakin dg ilusi|om wowo ga mahir ekonomi sandi usaha ga tw begitu bawa mana rakyat diteriakin ilusi| omm wowo mahir ekonomi sandi pengusaha tw begituan dibawa kemana rakyat diteriakin ilusi|ekonomi
699|ekonomi|ekonomi|negatif|Sandi Uno bicara soal ekonomi global yg buat contoh Sample Ibu Murji'ah sama Ibu Paijem dari Tegal hahahhahaha,,,,,|sandi uno bicara ekonomi global contoh sample murji paijem tegal hahahahaha| sandi uno bicara ekonomi global contoh sample murji paijem tegal hahahhahaha|ekonomi
702|ekonomi|kemiskinan|netral|*sementara itu*   Prabowo tadi malam memuji & menyarankan agar Indo meniru Tiongkok dalam perekonomian & pemberantasan kemiskinan.  https://twitter.com/tempodotco/status/1117317831421353984Â â€¦|prabowo malam puji saran indo tiru tiongkok ekonomi berantas miskin| prabowo malam memuji menyarankan indo meniru tiongkok perekonomian pemberantasan kemiskinan|ekonomi
707|ekonomi|harga|netral|TIDAK impor hal yang MUDAH. Imbasnya harga SEMBAKO naik. Ente bakal kaing2 karena harga mahal. Semakin banyak produksi, harga jual jadi murah, yang rugi petani juga. Bukan jumlahnya yg digenjot, tapi link ke pembeli yg perlu diperbaiki. Maka perlunya melek teknologi.|impor mudah imbas harga sembako kaing harga mahal produksi harga jual murah rugi tani genjot link beli baik melek teknologi| impor mudah imbasnya harga sembako kaing harga mahal produksi harga jual murah rugi petani digenjot link pembeli diperbaiki melek teknologi|ekonomi
709|ekonomi|ekonomi|negatif|Kalau ngga mampu ya jangan janji mas.....yg ngomong Dan bikin rencana kan anda sendiri....ekonomi tumbuh 7% ....sekarang ko merong merong ngga tercapai....kalah sama Malay Dan thailand|janji ngomong bikin rencana ekonomi tumbuh 7 rong rong capai kalah malay thailand| janji ngomong bikin rencana ekonomi tumbuh merong merong tercapai kalah malay thailand|ekonomi
712|ekonomi|harga|positif|Bnyk beramal,jgn salahkan presiden, otaknya gak jenius.masaknnya bs jdi kurang enak n harga jualnya mahal jadinya sepi pembeli ðŸ™ðŸ™|amal salah presiden otak gak jenius masak jdi enak n harga jual mahal sepi beli| beramal salahkan presiden otaknya jenius masaknnya jdi enak n harga jualnya mahal sepi pembeli|ekonomi
714|ekonomi|harga|netral|kenapa skrg lesu? krn daya beli berkurang... sebabnya biaya hidup mahal... TDL naik, BBM naik Tol mahal pajak mahal berimbas kepada biaya produksi dan transportasi besar... sehingga harga hrs naik... harga naik konsumen turun... pendapatanpun ikut turun...|skrg lesu daya beli kurang biaya hidup mahal tdl tol mahal pajak mahal imbas biaya produksi transportasi sehinga harga harga konsumen turun dapat turun| skrg lesu daya beli berkurang biaya hidup mahal tdl bbm tol mahal pajak mahal berimbas biaya produksi transportasi harga harga konsumen turun pendapatanpun turun|ekonomi
715|ekonomi|harga|negatif|Kata siapa mas?  Sesekalia jalan2 ke karawang sini.. Petani disini menjerit semenjak jokowi harga gabah turun drasti karena banyak impor saat panen raya #savepetanikarawang|sesekalia jalan karawang tani jerit semenjak jokowi harga gabah turun drasti impor sat panen raya| sesekalia jalan karawang petani menjerit semenjak jokowi harga gabah turun drasti impor panen raya|ekonomi
716|ekonomi|harga|negatif|Bego lu...itu kan drama hoax kubu mas wowo... Lagian partai demokrat sudah di lecehkan aja msh aja koarÂ²,ga punya harga diri lu...ðŸ˜|bego drama hoax kubu wowo partai demokrat leceh koar ga harga| bego drama hoax kubu wowo partai demokrat lecehkan koar harga|ekonomi
717|ekonomi|ekonomi|negatif|Tolol.. yng mengembangkan digital jangan yg busung lapar lah.. emang manusia indonesia cuma satu? Pakai pendekatan ekonomi makro, bukan pakai satu dua kasus  Duit kan berputar, dihasilkan di industri A kemudian diputar ke perbaikan busung lapar. Paham gak ente??.|tolol kembang digital busung lapar emang manusia indonesia pakai dekat ekonomi makro pakai duit putar hasil industri putar baik busung lapar paham gak| tolol mengembangkan digital busung lapar emang manusia indonesia pakai pendekatan ekonomi makro pakai duit beutar dihasilkan industri a diputar perbaikan busung lapar paham|ekonomi
718|ekonomi|ekonomi|netral|AHY Minta Prabowo Hargai Jasa Presiden Sebelumnya | Viral 12 Jam  https://buff.ly/2Ixfk5hÂ  #AHY #Prabowo #PrabowoSalahkanSBY| prabowo hargai jasa presiden|ekonomi
721|ekonomi|ekonomi|netral|Nyatanya Pemerintah di Era Jokowi Sangat Mendukung Perkembangan Ekonomi DigitalÂ  #bukansalahbapak #JokowiMenangTotalDebat #TerimaKasihIstriku #PrabowoSalahkanSBY pic.twitter.com/uLJ9uFyhFi|perintah era jokowi dukung kembang ekonomi digital| pemerintah era jokowi mendukung perkembangan ekonomi digital|ekonomi
722|ekonomi|harga|negatif|Ketika wanita lain cerewat pada suaminya #TerimaKasihIstriku Yang masih belum tau sekarnag dimana kamu hanya cerewet sama tukang sayur yang harganya naik. @jokowi|wanita cerewat suami tau sekarnag mana cerewet tukang sayur harga| wanita cerewat suaminya tau sekarnag dimana cerewet tukang sayur harganya|ekonomi
725|ekonomi|ekonomi|negatif|Overheard   ðŸ‘§ ehmm jokowi bagus sih di segi pembangunan ðŸ™Ž iyaa ekonomi jg makin maju ðŸ‘§ tapi ya gue males sih milih dia. Soalnya pembangunannya ga gua rasain. Dia bikin jalan tol, gua kan kemana2 naik motor  Awas aja lu mudik lewat tol ya bu!|overheard ehm jokowi bagus segi bangun iya ekonomi maju males milih pembangunanya ga rasain bikin jalan tol mana motor awas mudik tol| overheard ehmm jokowi bagus segi pembangunan iyaa ekonomi maju males milih pembangunannya rasain bikin jalan tol kemana motor awas mudik tol|ekonomi
730|ekonomi|harga|positif|dia juga ingin merasakan peluh keringat yg jg dirasakan pendukungnya yg sdh berkumpul sejak pagi..itulah penghargaan tertinggi utk rakyat #17AprilCoblosBajuPutih #17AprilCoblosBajuPutih #17AprilCoblosBajuPutih #17AprilCoblosBajuPutih #17AprilCoblosBajuPutih #01IndonesiaMaju|rasa peluh keringat rasa dukung kumpul pagi penghargan tingi utk rakyat| merasakan peluh keringat dirasakan pendukungnya berkumpul pagi penghargaan tertinggi rakyat|ekonomi
731|ekonomi|ekonomi|negatif|Pak Jokowi terlihat tidak paham soal ekonomi makro dan mikro romlah. ðŸ˜‚ðŸ˜‚ðŸ˜‚|jokowi paham ekonomi makro mikro romlah| jokowi paham ekonomi makro mikro romlah|ekonomi
732|ekonomi|harga|netral|Dear bapak @jokowi @prabowo saya butuh Kartu Skincare yang unlimited dan Kartu potongan harga kalo beli gincu.|dear butuh kartu skincare unlimited kartu potong harga beli gincu| dear butuh kartu skincare unlimited kartu potongan harga beli gincu|ekonomi
733|ekonomi|lapangan kerja|negatif|Hahaha peluang lapangan kerja? Elo hitung berapa warga negara Indonesia yg main esport, terus berapa yg punya penghasilan dari esport? Nggak ada seujung kuku, jadi sia sia. Prioritaskan lapangan kerja, ekonomi mikro, swasembada pangan. Kita masih negara berkembang, bukan maju.|peluang lapang kerja hitung warga negara indonesia main esport hasil esport ujung kuku sia sia prioritas lapang kerja ekonomi mikro swasembada pangan negara kembang maju| peluang lapangan kerja hitung warga negara indonesia main esport penghasilan esport seujung kuku sia sia prioritaskan lapangan kerja ekonomi mikro swasembada pangan negara berkembang maju|ekonomi
735|ekonomi|ekonomi|netral|Jokowi: 5 Tahun ke Depan, Ekonomi Indonesia Makin Kuat  https://m.liputan6.com/bisnis/read/3940876/jokowi-5-tahun-ke-depan-ekonomi-indonesia-makin-kuatÂ â€¦|jokowi 5 ekonomi indonesia kuat| jokowi ekonomi indonesia kuat|ekonomi
738|ekonomi|harga|positif|Pembahasan perekonomian yg digagas Prabowo sandi menurunkan tarif2 harga yg kian meroket menjadi stabil... Itu yg aku tunggu..|bahas ekonomi gagas prabowo sandi turun tarif harga kian roket stabil tungu| pembahasan perekonomian digagas prabowo sandi menurunkan tarif harga kian meroket stabil tunggu|ekonomi
745|ekonomi|ekonomi|netral|Arah Perekonomian Indonesia Salah, Kata Prabowo - Warta Ekonomi  https://www.wartaekonomi.co.id/read223690/arah-perekonomian-indonesia-salah-kata-prabowo.htmlÂ â€¦|arah ekonomi indonesia salah prabowo warta ekonomi| arah perekonomian indonesia salah prabowo warta ekonomi|ekonomi
