id|sentimen|clean_tweet|sentimen_score_lb|sentimen_lexicon|sentimen_class_svm_raw|sentimen_class_svm|attribute
494|negatif| yaa mata dianggap berharga ayoo tempeleng donkk|0.003061212943459466|netral|0|negatif|ekonomi
497|netral| kalinya indonesia era kepemimpinan jokowi harga bbm merata indonesia|0.003727767336662224|netral|1|netral|ekonomi
499|positif| mencoblos probowo sandi beramal gaji prabowo sandi sumbangkan fakir miskin kaum duafa|0.004860967695750301|netral|2|positif|ekonomi
500|positif| kebijakan jokowi bbm harga bentuk nyata keadilan sosial rakyat indonesia|0.05511733208825557|positif|2|positif|ekonomi
503|netral| komitmen prabowosandi ambil gaji serupiah teilih|0.008080214542052358|netral|1|netral|ekonomi
505|positif| mencoba menarik simpati korban hacker kasihani didukung menduking hasil kerja nyata terbukti janji murah murah ambil gaji jaman orba|0.0033172784640161795|netral|2|positif|ekonomi
506|netral| garagara ketimpangan ekonomi prabowo salahkan presiden jokowi|-0.030687556712825977|negatif|1|netral|ekonomi
513|netral| ahli ekonomi klrg cc|0.02571680080482897|positif|1|netral|ekonomi
515|netral| ekonomi prabowo salah jalan|-0.04043719665183052|negatif|1|netral|ekonomi
522|positif| dicontohkan ustadz abdul shomad diundang istana jabatan apapun jk prabowosandi mjd presiden prabowosandi mengambil gaji muncul orang ikhlas berjuang indonesia adil makmur|-0.022407741968309868|negatif|2|positif|ekonomi
523|netral| uang membangun sekolah membangun rumah sakit meningkatkan kesejahteraaan rakyat program ekonomi produktif perlindungan sosial membangun infrastruktur jokowi|0.019393724232723758|positif|2|positif|ekonomi
525|negatif| butuh gaji disawer diterima gaji meningkatkan kinerja tanggung|0.02766988094506816|positif|0|negatif|ekonomi
528|positif| simpati paslon ps bcr pjg jk ketemu jujur sgt khawatirkan jk beliau melanjutkan sistem ekonomi kolonial mengeksploitasi rakyat kekayaan bangsa anak cucu paham ekonomi berkeadilannya pancasila|0.011062073144570993|netral|2|positif|ekonomi
536|positif| asn zaman soeharto jiwanya uang urusan lancar perekrutan asn salah dibenahi jokowi menaikkan gaji mengangkat honorer jnji prabowo ektp mbak cepat|-0.0024740310773005572|netral|2|positif|ekonomi
538|negatif| jessnolimit negarawan urusannya game kesejahteraan rakyat tema ekonomi berdasarkan ekonomi negara mengurus kepentingan kepentingan pokok masyarakat games|0.0011833779320431928|netral|0|negatif|ekonomi
549|negatif| aneh membingungkan letjen pecatan seumur militer menteri berkali ekonomi salah arah pertanyaannya salah arahnya dimana solusinya ngawur|-0.01197374711419982|negatif|0|negatif|ekonomi
552|negatif| tampangnya pengangguran mental ogah dungu kaya gampang bodohin dijanjiin hidup senang prabowo menang harga mati emang wowo menang hidupnya enak ngimpi|-0.0023951266057172012|netral|0|negatif|ekonomi
556|negatif| kelakuan jongosnya menebar kebencian mayoritas rakyat dmn ganti presiden harga mati curang silahkan gulingkan|-0.02857751649947005|negatif|0|negatif|ekonomi
558|netral| rizal ramli ekonomi indonesia tumbuh persen prabowo teilih|0.001943053670862384|netral|1|netral|ekonomi
559|positif| insyaallah paham maksud menimbang ulang nkri orang dilabeli harga mati sejatinya diperkosa berkali kali output harga mati dikebirinya landasan fundamental negara|0.04532313219238069|positif|2|positif|ekonomi
564|positif| mengambil gajinya|0.0040222772277227715|netral|1|netral|ekonomi
569|netral| barisan sakit hati jokowi merapat prabowo pengamat tampik pertumbuhan ekonomi ri stagnan|-0.020023843731812003|negatif|1|netral|ekonomi
571|positif| nikmati prosesnya mahal murah wajar inflasi terjaga harga sembako turun bermain medsos beli paket data mahal murah kebeli|0.040268244094057166|positif|2|positif|ekonomi
573|negatif| manusia kuper ngerti mobile legend ngomong gituan tol langit sangka jalan yol langit akum sampah ngomong paham atinya main goa trus gaji buzer mna ngerti bahasa|0.02065503584414537|positif|0|negatif|ekonomi
575|positif| luarbiasa pembangunan infrastruktur era semoga infrastruktur dibangun menunjang pertumbuhan ekonomi pemerataan sosial republik indonesia semangat|0.013563953390941479|netral|2|positif|ekonomi
577|netral| jaman sby harga pupuk murah jaman pupuk mahal langka pk|0.029353917317907582|positif|1|netral|ekonomi
578|negatif| nonton debat smalm prabowo turuknya ekonomi indonesia slh presiden sblm|0.009965422971138744|netral|1|netral|ekonomi
581|netral| prabowo fokus swasembada pangan harga sembako murah menciptakan lapangan kerja target market disasar cenderung kaum emakemak sulit kerja keyword kekayaan negara kebocoran negara|0.023139618817259292|positif|1|netral|ekonomi
583|positif| memilih prabowo sandi beramal gaji disumbangkan kaum dhuafa anak yatim aamiin|0.04254908191213872|positif|2|positif|ekonomi
591|positif| presiden menerima gaji prabowo sandi dilimpahkan yatim piatu dhuafa subhanallah|0.004003764463812425|netral|2|positif|ekonomi
593|positif| logistik lancar arus barang lancar aman preman jalan bagus bikin kendaraan awet harga murah penduduk sumatra menang|0.01049659186039746|netral|2|positif|ekonomi
595|positif| terlaksana prabowo kebesaran hatinya sys ngaji satunya barangkali mengiyakan sandiwara hiks hiks hiks|8.116883116883041e-05|netral|1|netral|ekonomi
599|positif| mantap semoga roda ekonomi papua berjalan efektif efisien terimakasih|0.06449082992819467|positif|2|positif|ekonomi
601|positif| ketuaku harga partai kinerja jokowi dinikmati hasilnya kemaslahatan ummat garis perjuangan ketua beihak masyarakat lemah jokowi membantu masyarakat desa|0.0005829991800237595|netral|2|positif|ekonomi
602|negatif| sedih mudahan periode pemerintahan jokowi harga kampret minimal ribu|-0.02834620451650212|negatif|0|negatif|ekonomi
605|positif| mamfaat diperoleh pelaksanaan asian games sebatas bidang pembinaan olahraga nasional sisi pembangunan infrastruktur pariwisata perekonomian luas indonesia maju jokowi hebat|0.006424197210146028|netral|2|positif|ekonomi
611|netral| kelangsungan peningkatan perekonomian kesehatan pendidikan kesejahteraan sosial indonesia jokowi menerapkan ideide dngan harapan faktor indonesia meningkat seiring berjalannya dimasa pmerintahannya|0.011789224127311121|netral|1|netral|ekonomi
612|positif| sandi bahas salah poin buktikan jokowi bagus emang prabowo tau ekonomi makro ekonomi skala nasional|0.022107300730278133|positif|2|positif|ekonomi
614|netral| prabowo salah arahnya pembangunan ekonomi indonesia terlepas andil presiden jokowi|0.007071282606328119|netral|0|negatif|ekonomi
615|netral| khusus presiden jokowi pembangunan manusia tantangan global menuntut penguatan sumber daya manusia sdm penopang perekonomian|-0.0021361344992076627|netral|1|netral|ekonomi
616|netral| bukti pemerataan pembangunan diharapkan koneksi warga papua efisien titik ekonomi tercipta|0.067263943850252|positif|1|netral|ekonomi
618|netral| gimana gaji|0.0266798418972332|positif|1|netral|ekonomi
619|positif| assalammu aalaikum wr wb maaf prabowo sandi guru honor perhatikan guru honor honorer sekolah swasta fikiran hidup layak gaji seenak yayasan umr|0.017215343426144492|netral|2|positif|ekonomi
620|positif| yaa allah berbagi hati memilih prabowo sandi sbg presiden dimana beliau gajinya anak yatim kaum dhuafa yaa allah berilah amanah beliau berdua|-0.0058574392579530035|negatif|2|positif|ekonomi
625|netral| harga bbm papua senilai liter sungguh drastik era jokowi menekan harga premium seharga liter setara harga bbm seantero nusantara|0.03782286268138512|positif|1|netral|ekonomi
626|positif| takdelah ma aruf amin calon naib presiden jokowi pemimpin majelis ulama indonesia pilih prabowo jokowi ekonomi presiden|0.018133753486306768|netral|2|positif|ekonomi
633|negatif| ning tengaran mengeluhkan harga kacang slalu terjepit harga susu kian menonjol harga kolor turun|-0.022572744567410024|negatif|1|netral|ekonomi
637|positif| berotak memikirkan mobile legend sisi orang cerdas memikirkan ekonomi kerakyatan|0.04251641736762595|positif|2|positif|ekonomi
643|negatif| kerjanya jokowi bbm listrik bpjs defisit hutang membengkak harga sawit anjlok harga karet anjolk petani garam menjerit susah ganti presiden|-0.008910413405322984|negatif|0|negatif|ekonomi
648|positif| memilih entar kekayaan alam nusantara emas migas tanah uang kas negara habis masuk bank negeri rencana terima gaji presiden kelas kakap ikan teri bawahan|-0.0016080994488924642|netral|2|positif|ekonomi
651|negatif| pemimpin terbaik ekonominya sesuai goal|0.11104566007854247|positif|0|negatif|ekonomi
653|netral| coba ngmng gini jaman lulung m topik btw fungsi dprd mitra bidang legislatif pengawas gubernur menjalankan anggaran sbg pembayar pajak lbh seneng anggota dprd garang|-0.00693815482952264|negatif|2|positif|ekonomi
654|positif| presiden menghargai istrinya marufamin|0.04980742296918768|positif|2|positif|ekonomi
655|positif| semoga jokowers membaca hidayah allah swt teilih prabowosandiaga janji ambil gaji|0.017094420485369455|netral|2|positif|ekonomi
658|netral| beli lalapan abang lalapan presiden jokowi lalapannya presidennya prabowo harganya dalem hati frontal gini gapapa orang berhak pesta demokrasi negeri pengamat|0.019450198977019613|positif|1|netral|ekonomi
661|netral| nilai ekonomi peningkatan pariwisata peningkatan kesempatan kerja peningkatan kesempatan usaha promosi kota penyelenggaraan penciptaan nilai ekonomi diraih negara sebagi penyelenggara asian games jokowi hebat jokowi|0.026741755444713296|positif|2|positif|ekonomi
662|positif| paguyuban suamisuami gaji paspasan keberadaannya nuntut beliin tas hermes|0.002474246870177745|netral|0|negatif|ekonomi
665|netral| dampak ekonomi langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pertumbuhan pdb nilai ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat|0.008255816690495183|netral|2|positif|ekonomi
672|negatif| topik debat ekonomi kesejahteraan sosial keuangan investasi perdagangan industri pk jokowi membahas e sports game mobile legend dota pubg game anak terlena|0.0015122709244408318|netral|0|negatif|ekonomi
675|negatif| kasihan gini bicara harga|-0.006977853924199192|negatif|0|negatif|ekonomi
678|positif| tgb menilai jokowi debat kemarin jokowi kuasai bagaimama membangun ekonomi kreatif byo|0.03551804383796872|positif|2|positif|ekonomi
680|negatif| debat prabowo belajar ekonomi tiongkok lupa kampret benci china|-0.02793977061166177|negatif|0|negatif|ekonomi
682|negatif| gimana main mobile legend paket kebeli ekonomi lemah prabowo cerdas kena jantung jae kasih biar dianggap manusia millenial dungu ketulungan hehhehee|-0.0044377120603287575|netral|0|negatif|ekonomi
683|negatif| goblog mempermasalahin moba pubg ngikutin trend milenial lbih dipahamin liat full videonya lg bahas ekonomi digital esport salah satunya pubg moba esport wakkaakaka|-0.012243992193732772|negatif|0|negatif|ekonomi
686|positif| senang gembira lihat lautan manusia kemarin tepatnya tgl april pintar cinta damai provokator muda percaya hoax mendukung golput pancasila toleransi nkri harga mati|0.04412328668228553|positif|2|positif|ekonomi
688|negatif| kebijakan ekonomi nasional dasarkan orang mengeluh harga mahal bawa ekonomi negara|0.0250423182924032|positif|0|negatif|ekonomi
690|netral| liat pari tolong digajih team bikin film dokumenter sekeren bikin nangis ngerasa bersalah banget lupa cabut casan matiin lampu|-0.013956199785447695|negatif|1|netral|ekonomi
691|netral| anak ahli ekonomi fenomena ransel prabowo wajar yunus prabowo sandiuno|0.0577535822416547|positif|1|netral|ekonomi
692|positif| penutup debat kemaren prabowo sandi sepenuhnya gaji sbg presiden n wakil presiden membantu rakyat miskin debat pendukung padi tau|0.005224899943131824|netral|2|positif|ekonomi
693|negatif| masak kebijakan ekonomi nasional dasarkan keluhan orang harga mahal dibawa kemana ekonomi negara|0.003170480534692874|netral|0|negatif|ekonomi
694|positif| beneran kocak kemaren ditambah pas uno diajarin ekonomi makro jokowi anjaaay lulusan summa cum laude diajarin tamat dah pasangan|0.008280714143197577|netral|2|positif|ekonomi
696|netral| ketemuan nomor whatsapp pebayuran bekasi petani pebayuran harga fluktuatif normal kisaran kilo gabah kering|-0.01190514808416992|negatif|1|netral|ekonomi
698|negatif| omm wowo mahir ekonomi sandi pengusaha tw begituan dibawa kemana rakyat diteriakin ilusi|0.01287499720059392|netral|0|negatif|ekonomi
699|negatif| sandi uno bicara ekonomi global contoh sample murji paijem tegal hahahhahaha|-0.009855233065065932|negatif|0|negatif|ekonomi
702|netral| prabowo malam memuji menyarankan indo meniru tiongkok perekonomian pemberantasan kemiskinan|-0.001280829566675151|netral|2|positif|ekonomi
707|netral| impor mudah imbasnya harga sembako kaing harga mahal produksi harga jual murah rugi petani digenjot link pembeli diperbaiki melek teknologi|0.004827069113313036|netral|1|netral|ekonomi
709|negatif| janji ngomong bikin rencana ekonomi tumbuh merong merong tercapai kalah malay thailand|-0.02045859575257573|negatif|0|negatif|ekonomi
712|positif| beramal salahkan presiden otaknya jenius masaknnya jdi enak n harga jualnya mahal sepi pembeli|0.01748059254341444|netral|2|positif|ekonomi
714|netral| skrg lesu daya beli berkurang biaya hidup mahal tdl bbm tol mahal pajak mahal berimbas biaya produksi transportasi harga harga konsumen turun pendapatanpun turun|0.0006639015789928639|netral|1|netral|ekonomi
715|negatif| sesekalia jalan karawang petani menjerit semenjak jokowi harga gabah turun drasti impor panen raya|0.03891339514266735|positif|1|netral|ekonomi
716|negatif| bego drama hoax kubu wowo partai demokrat lecehkan koar harga|-0.0077498932668603904|negatif|0|negatif|ekonomi
717|negatif| tolol mengembangkan digital busung lapar emang manusia indonesia pakai pendekatan ekonomi makro pakai duit beutar dihasilkan industri a diputar perbaikan busung lapar paham|0.031879029647188084|positif|0|negatif|ekonomi
718|netral| prabowo hargai jasa presiden|0.011190026627935121|netral|1|netral|ekonomi
721|netral| pemerintah era jokowi mendukung perkembangan ekonomi digital|0.007252019805241013|netral|2|positif|ekonomi
722|negatif| wanita cerewat suaminya tau sekarnag dimana cerewet tukang sayur harganya|0.00847543668837192|netral|0|negatif|ekonomi
725|negatif| overheard ehmm jokowi bagus segi pembangunan iyaa ekonomi maju males milih pembangunannya rasain bikin jalan tol kemana motor awas mudik tol|0.01716695874055682|netral|0|negatif|ekonomi
730|positif| merasakan peluh keringat dirasakan pendukungnya berkumpul pagi penghargaan tertinggi rakyat|0.10368516300190199|positif|2|positif|ekonomi
731|negatif| jokowi paham ekonomi makro mikro romlah|0.11448933715286068|positif|0|negatif|ekonomi
732|netral| dear butuh kartu skincare unlimited kartu potongan harga beli gincu|0.019954601557862432|positif|0|negatif|ekonomi
733|negatif| peluang lapangan kerja hitung warga negara indonesia main esport penghasilan esport seujung kuku sia sia prioritaskan lapangan kerja ekonomi mikro swasembada pangan negara berkembang maju|0.014961783762054537|netral|0|negatif|ekonomi
735|netral| jokowi ekonomi indonesia kuat|0.008030990969741896|netral|1|netral|ekonomi
738|positif| pembahasan perekonomian digagas prabowo sandi menurunkan tarif harga kian meroket stabil tunggu|-0.01489129750034177|negatif|2|positif|ekonomi
745|netral| arah perekonomian indonesia salah prabowo warta ekonomi|-0.031353350855278725|negatif|1|netral|ekonomi
747|positif| terheran coba lihat video closing statement tusuk prabowo sandi ngomongnya enak bener pgn harga sembako murah tusuk ps pgn impor tusuk ps kayanya sorga dah takut kaya venezuela|-0.0014220933766593135|netral|2|positif|ekonomi
750|negatif| prabowo bilang contoh cina buruhnya kerja jam sehari libur minggu trus gaji buruhnya dibayar nasib buruhnya gajinya terkatungkatung bertahuntahun|0.0007431350511041142|netral|0|negatif|ekonomi
756|positif| tps tusuk prabowo sandi nkri harga mati|0.0056435253200011175|netral|2|positif|ekonomi
757|positif| ganti pemimpin butuh perubahan jokowi membangun sdm menurun ekonomi pendapatan perkavita rakyat jelata ganti pemimpin perubahan|0.003719444314515975|netral|2|positif|ekonomi
758|positif| alhamdulillah sandi semoga memimpin negeri prabowo dukung kebijakan prabowo sandi memperbaiki ekonomi teuruk salam agung anfaunnas surabaya|0.07628940185917235|positif|2|positif|ekonomi
760|positif| semoga prabowo presiden ekonomi maju dunia perawat|0.03414162803964548|positif|2|positif|ekonomi
761|netral| pernyataan prabowo subianto debat capres malam penanganan ekonomi kesalahan presiden dijadikan bumerang tkn jokowima ruf|-0.01090619734506026|negatif|1|netral|ekonomi
762|negatif| jokowi rakyat indonesia makmur ekonomi prestasi alias meroket bikin bingung mesti kartu kartu|0.007974051895011354|netral|0|negatif|ekonomi
764|netral| gaji ditransfer hemat ongkos|0.011787895498785379|netral|1|netral|ekonomi
768|positif| jokowi sederhana mata mata sepatu jokowi harganya juta dimata jokowi sederhana pake baju hugo boss mata jokowi|0.011981751832835723|netral|2|positif|ekonomi
769|positif| jokowi mengerti tetangga ekonomi negara uno|-0.0012513865874988494|netral|2|positif|ekonomi
771|negatif| tim jokowi dikasih duit paham betapa gembel hidupnya kampret rela harga ditukar uang beli bensin mobil kagak|0.04726992214447728|positif|0|negatif|ekonomi
782|positif| mandat rakyat ambil gaji jiplak tah|-0.00013696722869647278|netral|2|positif|ekonomi
786|positif| presiden jokowi kunker keliling indonesia buku sembako sepeda dana taktis presiden senilai m presiden gembar gembor menyumbangkan gaji menyumbang nilai gaji jt|0.011287937995499731|netral|2|positif|ekonomi
787|negatif| koalisi diserang hhh anehhh ambil gaji pengusaha otak untung|-0.0061934235575345905|negatif|0|negatif|ekonomi
788|positif| april mencoblos beramal gaji disumbangkan dhuafa yatim inshaa allah|0.023447030693407502|positif|2|positif|ekonomi
790|positif| rakyat menitipkan harapan prabowo sandiaga perubahan ekonomi keadilan hukum polihkan kerukunan bangsa bernegara bertetangga suku agama|0.017274950247747105|netral|2|positif|ekonomi
791|negatif| jokowi presiden skrg apapun kerusuhan negara bertanggungjawab presiden dipilih rakyat anggaran pemilu puluhan triliyun digaji rakyat menyelesaikan apapun problem rakyat shame|-0.0065020430769061645|negatif|2|positif|ekonomi
793|positif| prabowo ekonomi indonesia salah arah ekonomi makro salah arah berdampak ekonomi mikro merasakan dampak emak masyarakat kls menengah kebawah pandang indonesia didukung pikiranpikiran argumentasi kuat|-0.016533002594357485|negatif|1|netral|ekonomi
794|netral| menang pilpres prabowo subianto sandi uno janji ambil gaji|0.003349493654699825|netral|1|netral|ekonomi
797|netral| teilih prabowosandi gajinya fakir miskin|-0.1110457142857143|negatif|1|netral|ekonomi
800|negatif| salah jokowi menurunkan menstabilkan harga toge senggak bikin kebijakan penjual toge eslen ngomel pas dikomplen harga mahal kena sanksi pidana|0.006193911388949145|netral|0|negatif|ekonomi
801|positif| prabowo sandi komitmen mengambil gaji kepala negara teilih pilpres|0.0076981355424545015|netral|1|netral|ekonomi
802|positif| ngakak guling guling liat jokowi ngajarin ekonomi makro mikro uno|-0.013147374227654836|negatif|2|positif|ekonomi
803|negatif| bilang indonesia bubar pertumbuhan ekonomi ndasmu tanggapannya|0.001250670855181889|netral|0|negatif|ekonomi
804|negatif| hidup susah dijaman harga nail listrik bbm|-0.024595281804810302|negatif|0|negatif|ekonomi
807|positif| alhamdulillah ekonomi maju jokowi|0.1419818643041042|positif|2|positif|ekonomi
809|netral| geram prabowo garagara warta ekonomi|0.0005414655766768436|netral|1|netral|ekonomi
810|negatif| berita menyalahkan sby salah pembuat kesalahan perekonomian indonesia prabowo muka publik kesalahan konyol|-0.06254629616178357|negatif|0|negatif|ekonomi
813|positif| allah swt berterima kasih indonesia berkomitmen ambil gaji serupiah dpt amanah sandiaga buktikan tulus negara bangsa prabowo|0.04170221870330492|positif|1|netral|ekonomi
818|positif| pekerja makan gaji orang anak muda talenta bakat dunia game apresiasi dukung maksd pernyataan jkw|0.029636522040221106|positif|2|positif|ekonomi
822|negatif| berharap pemilu jokowi nyalon lumayan bawa orang dapetnya gaji umr jakarta|0.015374105620400782|netral|2|positif|ekonomi
826|positif| hargai perbedaan rakyat bersatu kebersamaan must dibawah kepemimpinan jokowi aaamiin|-0.00033068783068783067|netral|2|positif|ekonomi
829|positif| preseden fenomenal ahok keras tajam keluarga miskin jakarta digusuri dicerabut sosial ekonomi tinggalnya pemodal podmoro behave lembut penuh kasih sayang ujungnya dirut pengembangnya masuk bui ahok tumbang|-0.00998657617946858|negatif|1|netral|ekonomi
834|positif| kadang pengin nyumbang kaum dhuafa anggaran bln sllu mepet pilih prabowo sandi mensedekahkan gajinya kaum dhuafa|0.0065838292295643894|netral|2|positif|ekonomi
835|positif| hormat sgt menghargai mengapresiasi pilihan ulil semoga berlabuhnya ulil abshar abdalla kubu jokowi amin insa allah menarik gerbong milenial ragu bimbang menentukan pilihan amin|0.056285449131452385|positif|2|positif|ekonomi
839|netral| erwin aksa harap prabowo solusi perekonomian|0.011010941830553971|netral|1|netral|ekonomi
840|netral| jokowi maruf selesai urusan materi prabowosandi ambil gaji sepeser teilih|0.005111986070320942|netral|1|netral|ekonomi
841|positif| tau heran pdhl pemerintahan sblmnya bbm hrga pangan tbtb skrg stabil kisruh emng susah mb cinta mati didukung wlpn wowo ngelakuin kesalahan kg tetep dibela mati pdhl jokowi harga mati|-0.02920037103939037|negatif|0|negatif|ekonomi
842|netral| dukung jokowi dahlan iskan kubu prabowo dukung jokowi miliki harapan pertumbuhan ekonomi terlaksana|0.005924702685915135|netral|2|positif|ekonomi
845|positif| semalem nyinggung mobile legend akuin anak muda doyan ngegame adek cowok kuliah kesehariannya ngegame profesinya penghasilannya gede ngalahin gaji|-0.01317336207762358|negatif|0|negatif|ekonomi
848|positif| dampak ekonomi langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pertumbuhan pdb nilai ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat|0.008255816690495183|netral|2|positif|ekonomi
852|negatif| ambil gaji perusahaanya menguadai proyek sobat golput tps pilih jokowi selamatkan bangsa|0.009379225846160712|netral|2|positif|ekonomi
853|positif| sandi memikirkan ekonomi orang mengeluh berkunjung jokowi memikirkan ekonomi nusantara|-0.023104315604303042|negatif|1|netral|ekonomi
854|positif| jokowi kemajuan indonesia inflasi terjaga perbankan sehat perekonomian bersaing dunia|0.04793761245547681|positif|2|positif|ekonomi
855|netral| jokowi pemerintah kerja keras lakukan dukung ekonomi digital|-0.0023036411363544524|netral|1|netral|ekonomi
858|negatif| digaji rakyat kerja bener timses|-0.07408241574908242|negatif|0|negatif|ekonomi
862|negatif| gaji diambil tunjangan ambil walah walah|0.009068599026280832|netral|0|negatif|ekonomi
866|netral| janji ambil gaji teilih prabowosandi ikuti jejak presiden terkenal via|0.0037841557658025906|netral|1|netral|ekonomi
868|positif| rakit kompi programmer gaji digit main game gaptek dimnanya keluarga sibuk bilangin ponakan main game stop presiden ngasih alasan main game presiden|-0.0047142085478179855|negatif|2|positif|ekonomi
870|positif| debat penutupan komitemen ambil gaji serupiah amanah|0.027474845641425664|positif|2|positif|ekonomi
871|positif| bangga membangkitkan usaha ekonomi kerakyatan dialog wirausaha ketum penggerak pepes okoce kampung islam kepaon titik|-0.0047521905158539645|negatif|2|positif|ekonomi
872|positif| pilihlah pemimpin berkorban wakafkan hartanya bangsa indonesia gajinya infakkan kaum duafa miskin cari jual beli jabatan cari hobby serangan fajar|-0.03406456250694815|negatif|2|positif|ekonomi
874|netral| menang pilpres prabowo sandi janji ambil gaji|0.00553198203783535|netral|1|netral|ekonomi
875|netral| capres jokowi tegaskan pancasila harga mati|0.029307639186030607|positif|1|netral|ekonomi
892|negatif| sontoloyo aplud jainudin eps biar ngaciro jainudin ngaciro raja bohong yaa pilih mobil bayar pajak pakai jalan bayar mahal bilang infrastruktur rakyat kerja kerja kerja ngerjain rakyat|0.0006085273156525003|netral|0|negatif|ekonomi
897|negatif| menurunkan harga aqua cgv rb hmmmmmmmmm|0.0010836426299045618|netral|0|negatif|ekonomi
900|negatif| pilihan usaha peningkatan ekonomi sia pondasi ekonomi bangsa carut marut arah kebijakan rakyat pbh menguntungkan kapitalis|0.008739626855094208|netral|0|negatif|ekonomi
902|positif| ragu kebijakan infrastruktur ekonomi pendidikan lainya ragu memilih mohon adakan program perjodohan pernikahan trans dimensi|0.0329497822159322|positif|2|positif|ekonomi
904|netral| prabowosandi ambil gaji sepeser teilih bismillah|0.004403743953817064|netral|1|netral|ekonomi
906|positif| singapore ci pas yurop asalnya kite from indonesia responnya langsung oohhh jokowi jokowi jokowi dikenal dihargai ln|-0.016643922629945657|negatif|2|positif|ekonomi
907|netral| bpn prabowosandi bangun juta rumah pulihkan ekonomi|0.0009069088690493114|netral|1|netral|ekonomi
908|positif| era presiden jokowi ekonomi indonesia maju|0.011055604251075296|netral|2|positif|ekonomi
910|netral| langsung kubu oposisi tau presiden jokowi dalm pemerintahanya kebijakan ambil beihak rakyat bbm harga|0.003897662443978368|netral|1|netral|ekonomi
912|netral| membangun merevitalisasi pasar rakyat menjaga stabilitas harga ketersediaan stok bahan pokok menyerap produksi negeri meningkatkan ekspor mandat presiden jokowi|0.017482369137350188|netral|1|netral|ekonomi
913|positif| pencapaian perekonomian indonesia dibandingkan negara berkembang pasalnya pertumbuhan ekonomi indonesia era pemerintahan jokowijusuf kalla dinilai|0.018091787008770385|netral|1|netral|ekonomi
915|positif| jokowi fokus bangun infrastruktur kunci pemerataan ekonomi|0.009464150118358187|netral|2|positif|ekonomi
916|negatif| gagal naekin ekonomi bilang gagal maaf alesan ngalor ngidul contoh prabowo salah bikin gaduh maaf susahnya nyebut huruf maaf ekonomi dibawah zaman sby|-0.03465635612249236|negatif|0|negatif|ekonomi
918|netral| komitmen ambil gaji teilih dikemanakan gaji prabowosandi|0.010737304164221051|netral|1|netral|ekonomi
919|netral| prabowo sandiaga janji ambil gaji presiden wapres|0.005875478010834796|netral|1|netral|ekonomi
920|positif| suuzon mba hehe hargai hasil kerja jokowi membangun negri benci emang susah hargai kerja keras orang|-0.049195739911073656|negatif|2|positif|ekonomi
921|negatif| penasaran angkat isu esport jokowi orang kejam banget isu coba pikir dampaknya ekonomi emak kesejahteraan zero let said those whistleblower youre fakiiingggg idiot bruh|-0.02422328887636877|negatif|0|negatif|ekonomi
922|negatif| urusin esprot jkw biar prabowo ngurusin ketahanan pangan rakyat indonesia sejarah mencatat presiden ri penduduk juta mikirin mobile legend ketimbang harga sembako mahal bahan pangan import dinegara kaya maritim|0.013511311664197063|netral|0|negatif|ekonomi
2|netral| era jokowi ekonomi indonesia|0.002087043315259371|netral|1|netral|lapangan kerja
4|negatif| negara ngutang bngun infrastruktur dipake masyarakat masyarakatnya ngeluh negara ngutang negara ngutang utang dibayar negara dapet penghasilan penghasilan negara pajak|-0.0015367766906094382|netral|0|negatif|lapangan kerja
5|netral| bisikin jokowi mikirin peutaran duit golongan esports sekian penentu pertumbuhan perekonomian indonesia fundamental prabowo bhs sederhana mkan aspek fundamental ekonomi|0.025547446344014672|positif|0|negatif|lapangan kerja
13|positif| jokowi pemerintah berupaya menjaga keseimbangan harga posisi normal petani produsen senang hasil kerjanya dihargai layak|0.013874532640805915|netral|2|positif|lapangan kerja
14|netral| berat bahas ekonomi angka bahas mobil lejen|0.005064301359759243|netral|1|netral|lapangan kerja
16|positif| sisi industri kreatif inovatif era industri global jokowi tergerak mengubah badan ekonomi kreatif bekraf kementerian coblos kerja|0.05522694328980906|positif|1|netral|lapangan kerja
24|positif| kepercayaan mrk beengalaman memiliki wakil beengalaman dibidang ekonomi coblos|0.010640501754834813|netral|1|netral|lapangan kerja
26|positif| keberhasilan dibidang infrastruktur jokowi berhasil memperbaiki ekonomi indonesia coblos|0.06512990445781824|positif|2|positif|lapangan kerja
28|positif| memilih bersodakoh prabowo sandi menyumbangkan gaji negara fakir miskin yatim piatu masjid jadikan prabowo sandi presiden wakil presiden ri|-0.01769114852955421|negatif|2|positif|lapangan kerja
35|negatif| kelar hidupmu bisanya harga mahal turunkan solusi kubu prabowo bahlull|-0.0031473033288404056|netral|0|negatif|lapangan kerja
42|netral| winter coming pidato jokowi imf bank dunia ekonomi dunia game thrones game throne presiden jokowi kekuatan kalahkan evil winter|-0.01030579726277157|negatif|1|netral|lapangan kerja
44|netral| jokowi raja salman sepakat tingkatkan kerja ekonomi|0.023319173896295144|positif|1|netral|lapangan kerja
50|negatif| bijak antek orba pikirkan letjen pecatan bilang biang kerok ekonomi indonesia presiden jokowi jenderal sby gimana demokrat beralih dukungan jokowi coba|-0.006014458785751492|negatif|0|negatif|lapangan kerja
