id|class|attribute|sentimen|tweet_asli|tweet|clean_tweet|attribute_new
145|ekonomi|gaji|negatif|KPU di bawah pemerintah rezim yg berkuasa skarang.  Kenapa yg salah prabowo??? Memangnya yg gaji KPU presiden prabowo ya???   #2019GantiPresiden  https://www.facebook.com/1742490484/posts/10205609169225534/Â â€¦|kpu perintah rezim kuasa skarang salah prabowo memang gaji kpu presiden prabowo| kpu pemerintah rezim berkuasa skarang salah prabowo memangnya gaji kpu presiden prabowo|kesejahteraan
146|ekonomi|gaji|negatif|Denny ini sementara menghinakan dirinya sendiri dihadapan publik. Merasa hebat tapi sayangnya TOLOL, kelihatan di ILC jadi ayam sayur. Apalagi mau sok nyentil ttg agama sdh pasti otakmu gak bakalan sampai. #Nyampah ðŸ¸  Den, kamu belajar ngaji dulu lah sebelum sok mau nyentil UAH.|deny hina hadap publik hebat sayang tolol ilc ayam sayur nyentil agama otak gak ajar ngaji nyentil uah| denny menghinakan dihadapan publik hebat sayangnya tolol ilc ayam sayur nyentil agama otakmu belajar ngaji nyentil uah|kesejahteraan
148|ekonomi|ekonomi|positif|Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerja Sama Ekonomi  http://dlvr.it/R2pVJCÂ  pic.twitter.com/tMqKvJsMR6|presiden jokowi raja salman sepakat tingkat kerja ekonomi| presiden jokowi raja salman sepakat tingkatkan kerja ekonomi|lapangan kerja
149|ekonomi|ekonomi|negatif|#PopulerB1 9: Jokowi: Naikkan Tax Ratio Drastis Bisa Guncang Ekonomi  http://brt.st/6b4KÂ |9 jokowi naik tax ratio drastis guncang ekonomi| jokowi naikkan tax ratio drastis guncang ekonomi|ekonomi
151|ekonomi|pajak|netral|'Saya pilih jokowi karena saya pingin indonesia maju.  'Saya tidak pilih prabowo krna saya tdk ikhlas uang pajak tiap thn yg saya bayar untuk para koruptor diksh pensiunan.|pilih jokowi pingin indonesia maju pilih prabowo ikhlas uang pajak bayar koruptor diksh pensiun| pilih jokowi pingin indonesia maju pilih prabowo ikhlas uang pajak bayar koruptor diksh pensiunan|lapangan kerja
152|ekonomi|harga|netral|Fyi gaes...Menterinya aja berprestasi, apalagi pemimpinnya. Bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan.Â  https://bit.ly/2IpbIDdÂ Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih|fyi menteri prestasi mimpi era mana menteri raih penghargan| fyi menterinya berestasi pemimpinnya era dimana menterinya meraih penghargaan|ekonomi
153|ekonomi|ekonomi|negatif|Yg dikritik infrastruktur karena pembiayaan ke China tapi mencontoh kemandirian china yg berhasil, pasti tdk nyambung juga ya pak seperti koalisi dgn Demokrat tapi mengkritik kegagalan ekonomi karena kesalahan pemimpin sebelumnya|kritik infrastruktur pembiayan china contoh mandiri china hasil nyambung koalisi dgn demokrat kritik gagal ekonomi salah pimpin| dikritik infrastruktur pembiayaan china mencontoh kemandirian china berhasil nyambung koalisi demokrat mengkritik kegagalan ekonomi kesalahan pemimpin|ekonomi
155|ekonomi|gaji|positif|Dengan mencoblos prabowo sandi anda telah beramal selama 5 tahun karena gaji prabowo sandi disumbang untuk dhuafa, anak yatim, dll #UASdifitnahKejiBalasDiTPS pic.twitter.com/aoZydw6bu0|coblos prabowo sandi amal 5 gaji prabowo sandi sumbang dhuafa anak yatim| mencoblos prabowo sandi beramal gaji prabowo sandi disumbang dhuafa anak yatim|ekonomi
156|ekonomi|ekonomi|positif|Presiden Jokowi dan Raja Salman bin Abdulaziz al-Saud melakukan pertemuan bilateral. Keduanya sepakat akan meningkatkan kerja sama di bidang ekonomi.  https://news.detik.com/berita/d-4510595/menlu-retno-ri-saudi-tingatkan-kerjasama-di-sektor-energi-dan-pariwisata?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1555270554Â â€¦|presiden jokowi raja salman bin abdulaziz saud temu bilateral sepakat tingkat kerja bidang ekonomi| presiden jokowi raja salman bin abdulaziz alsaud pertemuan bilateral sepakat meningkatkan kerja bidang ekonomi|ekonomi
158|ekonomi|harga|positif|Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.   http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦  Tanggal 17 April #PilihOrangBaik terus #PilihJelasIslamnya dan menggandeng ulama dan pasti|jokowi bangun spbu setelag 71 kabupaten puncak jaya papua harga ribu liter 650 liter tangal 17 april mengandeng ulama| jokowi bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter tanggal april menggandeng ulama|lapangan kerja
161|ekonomi|harga|positif|Fyi gaes...Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.Â  http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦Â #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih|fyi jokowi bangun spbu setelag 71 kabupaten puncak jaya papua harga ribu liter 650 liter| fyi jokowi bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter|ekonomi
162|ekonomi|gaji|negatif|Kalau yg difitnah ulama oposisi @DivHumas_Polri @CCICPolri diam walau mereka digaji uang negara, coba pro @jokowi langsung gaspol. Tolong pak @prabowo setelah terpilih buang semua petinggi polri era tito ke pedalaman, ganti yg baik  https://twitter.com/rmol_id/status/1117457492995231745Â â€¦|fitnah ulama oposisi diam gaji uang negara coba pro langsung gaspol tolong pilih buang tingi polri era tito dalam ganti| difitnah ulama oposisi polri diam digaji uang negara coba pro langsung gaspol tolong teilih buang petinggi polri era tito pedalaman ganti|ekonomi
163|ekonomi|gaji|netral|Pada debat kemarin, katanya anda berdua @prabowo @sandiuno tidak akan ambil gaji bila kelak terpilih menjadi presiden wakil presiden, atas dasar apa kiranya tidak mengambil hak anda itu? Terimakasih.|debat kemarin dua ambil gaji kelak pilih presiden wakil presiden dasar ambil hak terimakasih| debat kemarin berdua ambil gaji kelak teilih presiden wakil presiden dasar mengambil hak terimakasih|ekonomi
164|ekonomi|ekonomi|netral|Pemerintah @jokowi juga menyebut masa depan ekonomi Indonesia Di tangan anak-anak muda kreatif.  https://bit.ly/2UAuzkRÂ  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih|perintah sebut ekonomi indonesia tangan anak anak muda kreatif| pemerintah menyebut ekonomi indonesia tangan anakanak muda kreatif|ekonomi
166|ekonomi|ekonomi|negatif|Ga laku semuan pernyataan mu mas, masyarakat sudah cerdas, kami sudah muak atas ketidak adilan, ketidak pastian hukum, ketidakpastian ekonomi orang kecil. anti kritik dan pembatasan kebebasan berpendapat ! Semoga allah memberikan hidayah kepada kita semua. Kami ingin perubahan.|ga laku semu pernyatan masyarakat cerdas muak tidak adil tidak pasti hukum ketidakpastian ekonomi orang anti kritik batas bebas dapat moga alah hidayah ubah| laku semuan pernyataan masyarakat cerdas muak ketidak adilan ketidak pastian hukum ketidakpastian ekonomi orang anti kritik pembatasan kebebasan beendapat semoga allah hidayah perubahan|ekonomi
168|ekonomi|harga|positif|Yang terpenting itu prabowo dan sandi berkomitmen untuk menurunkan harga listrik 900 w udah gitu aja... Kok kalian pendukung si jae yang ga setuju.. Kami pendukung prabowo sandi setuju aja kok.. Dan semoga pak prabowo adalah pemimpin yang tepati janji kampanye.. Ga kayak si jae|penting prabowo sandi komitmen turun harga listrik 90 udah gitu dukung jae ga tuju dukung prabowo sandi tuju moga prabowo pimpin tepat janji kampanye ga kayak jae| teenting prabowo sandi berkomitmen menurunkan harga listrik pendukung jae setuju pendukung prabowo sandi setuju semoga prabowo pemimpin tepati janji kampanye kayak jae|lapangan kerja
174|ekonomi|harga|netral|Menurut Jokowi warga di Papua juga berhak merasakan harga BBM yang sama seperti di pulau jawa. #JkwAminHAMTerjamin #01ndonesiaMaju|jokowi warga papua hak rasa harga pulau jawa| jokowi warga papua berhak merasakan harga bbm pulau jawa|ekonomi
175|ekonomi|harga|netral|Ingin skill anak bangsa dihargai di negara sendiri?   17 April : âˆš Tusuk Prabowo Sandi !   #UASdifitnahKejiBalasDiTPS https://twitter.com/tuanmarajo/status/1117499727497424896Â â€¦|skil anak bangsa harga negara 17 april tusuk prabowo sandi| skill anak bangsa dihargai negara april tusuk prabowo sandi|kesejahteraan
176|ekonomi|ekonomi|netral|Jalan tol trans Sumatera bukan Melanjutkan tapi pak Jokowi yg mulai duluan.  Ekonomi kita berkembang 5% dalam setahun, disaat ekonomi negara lain tidak berkembang bahkan minus.  Rupiah sekarang 14.300, stabil sejak zaman SBY.  Inflasi di setiap negara pasti ada. Apa lagi?|jalan tol trans sumatera lanjut jokowi duluan ekonomi kembang 5 tahun sat ekonomi negara kembang minus rupiah 14 30 stabil zaman sby inflasi negara| jalan tol trans sumatera melanjutkan jokowi duluan ekonomi berkembang setahun disaat ekonomi negara berkembang minus rupiah stabil zaman sby inflasi negara|ekonomi
177|ekonomi|ekonomi|netral|mau tanya impact buat negara kek gimana? kalo gamers ini difasilitasi, bisa bikin negara lain mandang gamers indo hebat. bisa tuh diadain penyelenggaraan game internasional di indo, impact apa? sponsor banyak, kunjungan wisatawan meningkat. ekonomi sekitar bisa maju.|impact negara gimana gamers fasilitas bikin negara mandang gamers indo hebat diadain lengar game internasional indo impact sponsor kunjung wisatawan tingkat ekonomi maju| impact negara gimana gamers difasilitasi bikin negara mandang gamers indo hebat diadain penyelenggaraan game internasional indo impact sponsor kunjungan wisatawan meningkat ekonomi maju|ekonomi
178|ekonomi|ekonomi|netral|Subsidi yg tepat sasaran itu baik semua pasti setuju. Tapi kalau bicara daya beli masyarakat melemah sesaui dgn topik ekonomi yg kita bahas apa pd tdk setuju?|subsidi sasar tuju bicara daya beli masyarakat lemah sau dgn topik ekonomi bahas tuju| subsidi sasaran setuju bicara daya beli masyarakat melemah sesaui topik ekonomi bahas setuju|ekonomi
179|ekonomi|ekonomi|netral|bisa, psimis amat si jd orang. dr pecinta game lu bisa jadi developer game, nyerap tenage kerja? iyalah. dr game lu bisa jualan printilan2 yg dibutuhin misal diamond mobilegend. apa2 tuh dibangun pelan2 dr bawah. bukan langsung tanya bisa ngubah ekonomi makro ato gak.|psimis orang cinta game developer game nyerap tenage kerja iya game jual printilan dibutuhin diamond mobilegend bangun pelan langsung ngubah ekonomi makro gak| psimis orang pecinta game developer game nyerap tenage kerja iyalah game jualan printilan dibutuhin diamond mobilegend dibangun pelan langsung ngubah ekonomi makro|ekonomi
180|ekonomi|harga|netral|Kalo dari Lampung ke Aceh makan waktu 4 hari 4 Malam pake jalan umum. Kalau pake tol 1 hari. Bensin irit, barang cepat sampai, transport Bahan pangan jadi murah. Harga bahan pokok murah. Terus yang bikin harga bahan pokok naik dimana?|lampung aceh makan 4 4 malam pake jalan pake tol 1 bensin irit barang cepat transport bahan pangan murah harga bahan pokok murah bikin harga bahan pokok mana| lampung aceh makan malam pake jalan pake tol bensin irit barang cepat transport bahan pangan murah harga bahan pokok murah bikin harga bahan pokok dimana|ekonomi
182|ekonomi|ekonomi|negatif|Dolar udh lama turun tong, kalo ga ngerti ekonomi jgn sok bicara ekonomi. Belajar ekonomi dulu sana.|dolar turun tong ga ngerti ekonomi bicara ekonomi ajar ekonomi| dolar turun tong ngerti ekonomi bicara ekonomi belajar ekonomi|ekonomi
183|ekonomi|gaji|netral|Setelah melihat dirut PAM dan JAkpro diisi dgn org2 Pak Sandi, pemenang tender penyedia susu dr perusahaan Pak Prabowo,  belum lagi yang lain2 yang belum terungkap. Apalah arti uang recehan gaji pokok jadi pejabat publik, mending buat pencitraan aja tidak usah diambil.|dirut pam jakpro disi dgn sandi menang tender sedia susu usah prabowo ungkap apa arti uang receh gaji pokok jabat publik mending pencitran ambil| dirut pam jakpro diisi sandi pemenang tender penyedia susu perusahaan prabowo terungkap apalah arti uang recehan gaji pokok pejabat publik mending pencitraan diambil|kesejahteraan
185|ekonomi|pajak|negatif|Kalo masalahnya bayar, jalan biasa pun tetep bayar lho walau secara nda langsung lewat pajak. Kalo gabayar darimana duit perawatannya?|bayar jalan tetep bayar nda langsung pajak gabayar darimana duit perawatanya| bayar jalan tetep bayar nda langsung pajak gabayar darimana duit perawatannya|ekonomi
186|ekonomi|gaji|netral|emang terbukti sandi jadi gubernur gak di ambil gajinya|emang bukti sandi gubernur gak ambil gaji| emang terbukti sandi gubernur ambil gajinya|ekonomi
189|ekonomi|harga|netral|Pertemuan Jokowi dengan Menlu Thailand mendorong keterlibatan ASEAN untuk membantu Myanmar dalam penyelesaian konflik Rohingya. Selain itu, secara khusus Jokowi menyampaikan satu isu terkait dengan harga karet dunia #2019JokowiKyaiMaruf  https://twitter.com/Tagar_Nusantara/status/1106141449890889728/video/1Â â€¦|temu jokowi menlu thailand dorong libat asean bantu myanmar selesai konflik rohingya khusus jokowi isu kait harga karet dunia| pertemuan jokowi menlu thailand mendorong keterlibatan asean membantu myanmar penyelesaian konflik rohingya khusus jokowi isu terkait harga karet dunia|lapangan kerja
190|ekonomi|ekonomi|netral|Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerja Sama Ekonomi [News].  https://news.okezone.com/read/2019/04/14/337/2043470/presiden-jokowi-dan-raja-salman-sepakat-tingkatkan-kerja-sama-ekonomi-news-Â â€¦|presiden jokowi raja salman sepakat tingkat kerja ekonomi news| presiden jokowi raja salman sepakat tingkatkan kerja ekonomi news|ekonomi
191|ekonomi|ekonomi|netral|Presiden Jokowi Gelar Pertemuan Dengan Raja Salman Bahas Kerja Sama Ekonomi  https://www.bhayangkaranews.co.id/internasional/presiden-jokowi-gelar-pertemuan-dengan-raja-salman-bahas-kerja-sama-ekonomi-20190415/Â â€¦|presiden jokowi gelar temu raja salman bahas kerja ekonomi| presiden jokowi gelar pertemuan raja salman bahas kerja ekonomi|lapangan kerja
192|ekonomi|pajak|positif|Infrastruktur itu penting untuk perekonomian dan pemerataan,tapi ingat membangun itu semua tidaklah gratis,semua dibangun melalui hutang dan dibayar melalui pajak ke rakyat,.jagalah amanah rakyat jika terpilih kembali dan jangan kamu menghianati demokrasi,.sehat selalu presidenku|infrastruktur ekonomi merat bangun gratis bangun hutang bayar pajak rakyat jaga amanah rakyat pilih menghianati demokrasi sehat presiden| infrastruktur perekonomian pemerataan membangun gratis dibangun hutang dibayar pajak rakyat jagalah amanah rakyat teilih menghianati demokrasi sehat presidenku|ekonomi
193|ekonomi|harga|negatif|Litah tk bertulng,owo bilng mndiri di kaki sndiri,tpi bljr dri cina,,pjk di hpus ,yg gji elit dn exsekutif siapa,,klo cuma omng sembako murh,listrik murh,jokowi juga bisa ,tpi negara ambruk,murah setahun 2 thun negara nombok trus naik lgi harga2|litah tk bertulng owo bilng mndiri kaki sndiri bljr cina pjk hpus gji elit exsekutif omng sembako murh listrik murh jokowi negara ambruk murah tahun 2 thun negara nombok trus harga| litah tk bertulng owo bilng mndiri kaki sndiri bljr cina pjk hpus gji elit exsekutif omng sembako murh listrik murh jokowi negara ambruk murah setahun thun negara nombok trus harga|ekonomi
195|ekonomi|ekonomi|positif|Perubahan segalanya...yg paling utama keadilan sosial bagi seluruh Rakyat indonesia..khususnya HARGA SEMBAKO murah ..|ubah utama adil sosial rakyat indonesia harga sembako murah| perubahan utama keadilan sosial rakyat indonesia harga sembako murah|ekonomi
196|ekonomi|ekonomi|positif|Yusuf Mansur menilai Ma'ruf Amin sebagai sosok yang ideal untuk mendampingi Jokowi maju dalam pemilihan presiden (pilpres) 2019. Pasangan ini diharapkan nantinya mampu mendongkrak ekonomi syariah.   #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih|yusuf mansur nilai ma ruf amin sosok ideal damping jokowi maju pilih presiden pilpres 2019 pasang harap dongkrak ekonomi syariah| yusuf mansur menilai ma ruf amin sosok ideal mendampingi jokowi maju pemilihan presiden pilpres pasangan diharapkan mendongkrak ekonomi syariah|ekonomi
200|ekonomi|harga|negatif|Gw bertanding apa sampe kalah?  Gubernur Indonesia Anies B? Wina ini jauh melompat, pakar ekonomi/kelola keuangan tp harga pada naik, ekonomi masy tak meningkat. Trus ajakannya cuma bisa suruh ikat pinggang yg kencang dan sabar.  Sorry yg terbiasa di jalan tak kenal sensi.|tanding sampe kalah gubernur indonesia anies wina lompat pakar ekonomi kelola uang harga ekonomi masy tingkat trus ajakanya suruh ikat pingang kencang sabar biasa jalan kenal sensi| bertanding sampe kalah gubernur indonesia anies wina melompat pakar ekonomi kelola keuangan harga ekonomi masy meningkat trus ajakannya suruh ikat pinggang kencang sabar sorry terbiasa jalan kenal sensi|ekonomi
202|ekonomi|gaji|positif|Pernyataan penutup yg gemilang... Cukup satu kartu,  tidak akan mengambil gaji,  dan 13 kali ke TPS (Tusuk Prabowo Sandi).. Ditambah lg Pak Prabowo yg mengatakan dana desa adlh atas inisiatif beliau saat menjabat sebgai ketua HKTI tanpa perlu dipolitisasi..|pernyatan tutup gemilang kartu ambil gaji 13 kali tps tusuk prabowo sandi tambah lg prabowo dana desa inisiatif beliau sat jabat sebgai ketua hkti politisasi| pernyataan penutup gemilang kartu mengambil gaji kali tps tusuk prabowo sandi ditambah lg prabowo dana desa inisiatif beliau menjabat sebgai ketua hkti dipolitisasi|kesejahteraan
203|ekonomi|ekonomi|negatif|Sah gundulmu itu jokowi dalam rangka memperkuat hubungan ekonomi dengan arab. Kalo ada kecurangan ya lapor dong ke bawaslu. Anggota bawaslu dipilih dan di seleksi di dpr yang di dpr sendiri terdiri dari berbagai partai termasuk partai pengusung oposisi.|sah gundul jokowi rangka kuat hubung ekonomi arab curang lapor bawaslu angota bawaslu pilih seleksi dpr dpr partai partai usung oposisi| sah gundulmu jokowi rangka memperkuat hubungan ekonomi arab kecurangan lapor bawaslu anggota bawaslu dipilih seleksi dpr dpr partai partai pengusung oposisi|lapangan kerja
205|ekonomi|ekonomi|netral|@jokowi @mohmahfudmd @SBYudhoyono @setkabgoid  Salam kebangsaan NKRI DAN PANCASILA HARGA MATI UTK Sabang sampai Maroke, saya bukan org politik tetapi penonton politik,pendapat sya demokrasi pilih presiden lÃ ngsung oleh rakyat sangat tepat,tetapi dari sis|salam kebangsan nkri pancasila harga mati utk sabang maroke politik tonton politik dapat demokrasi pilih presiden l ngsung rakyat sisi| salam kebangsaan nkri pancasila harga mati sabang maroke politik penonton politik pendapat demokrasi pilih presiden l ngsung rakyat sis|ekonomi
207|ekonomi|harga|positif|Mau harga harga murah pilih prabowo sandi mau hrga listrik murah pilih prabowo sandi mau lowongan kerja pilih prabowo sandi mau hentikan impor saat panen pilih prabowo sandi pokonya @prabowo @sandiuno  yesss yessss|harga harga murah pilih prabowo sandi hrga listrik murah pilih prabowo sandi lowong kerja pilih prabowo sandi henti impor sat panen pilih prabowo sandi poko yes yes| harga harga murah pilih prabowo sandi hrga listrik murah pilih prabowo sandi lowongan kerja pilih prabowo sandi hentikan impor panen pilih prabowo sandi pokonya yesss yessss|lapangan kerja
211|ekonomi|ekonomi|positif|Liat video ini netes juga air mata. Kita doakan semoga @prabowo @sandiuno MENANG agar nasib ekonomi para ojol bisa lebih baik lagi aaminnnn ðŸ™|liat video netes air mata doa moga menang nasib ekonomi ojol amin| liat video netes air mata doakan semoga menang nasib ekonomi ojol aaminnnn|ekonomi
213|ekonomi|harga|negatif|"Digital"" itu penting, tp swasembada pangan, harga pangan murah itu jauh lebih dibutuhkan masyarakat.  Dasar gak tau prioritas. Kayak gtu minta 2 periode."|digital swasembada pangan harga pangan murah butuh masyarakat dasar gak tau prioritas kayak 2 periode| digital swasembada pangan harga pangan murah dibutuhkan masyarakat dasar tau prioritas kayak periode|lapangan kerja
214|ekonomi|gaji|netral|Yah ngapain juga digaji, Kan udahhh kayaaa raya congggg ðŸ¤£ðŸ¤£ðŸ¤£  ,paling ngambil dikit aja, gakpapa katanya kalo cuma dikit. Hehe. Salam Dua Jari. Prabowo Sandi  https://twitter.com/detikcom/status/1117096753759686657Â â€¦|ngapain gaji udah kaya raya cong ngambil dikit gakpapa dikit hehe salam jari prabowo sandi| ngapain digaji udahhh kayaaa raya congggg ngambil dikit gakpapa dikit hehe salam jari prabowo sandi|ekonomi
215|ekonomi|gaji|negatif|Muslim kaffahnya, termasuk gaji karyawannya gak dibayar jg itu to, ngemplang pajak PANAMA papers jgn lupa, Indonesia bubar maju jalanðŸ¤£ðŸ¤£ðŸ¤£ Jd ingat lucinta Luna, suka batangan.. yg homo siapa, ingaaaatðŸ¤£ðŸ¤£ðŸ¤£|muslim kafah gaji karyawanya gak bayar ngemplang pajak panama papers lupa indonesia bubar maju jalan lucinta luna suka batang homo| muslim kaffahnya gaji karyawannya dibayar ngemplang pajak panama papers lupa indonesia bubar maju jalan lucinta luna suka batangan homo ingaaaat|ekonomi
218|ekonomi|kesejahteraan|negatif|kedaulatan negara ditentukan oleh kedaulatan ekonomi dan kesejahteraan. Kita tak berdaulat secara ekonomi,  karena salah kelola di rezim orba.  JOKOWI lagi membenahi dari dasar PONDASI EKONOMI.   Analisanya kok begini?|daulat negara tentu daulat ekonomi kesejahteran daulat ekonomi salah kelola rezim orba jokowi benah dasar pondasi ekonomi analisanya| kedaulatan negara ditentukan kedaulatan ekonomi kesejahteraan berdaulat ekonomi salah kelola rezim orba jokowi membenahi dasar pondasi ekonomi analisanya|ekonomi
219|ekonomi|pertumbuhan|netral|#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan pak @jokowi -JK, sangat jauh meningkat.   https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]|capai hasil capai tumbuh ekonomi era perintah jk tingkat| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat|ekonomi
220|ekonomi|pertumbuhan|netral|#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat. Coblos 01 JUARA   https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]|capai hasil capai tumbuh ekonomi era perintah jk tingkat coblos 01 juara| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat coblos juara|lapangan kerja
221|ekonomi|ekonomi|negatif|Iya isi dompet gue kaya ekonomi Indonesia, kalo kata Pak @prabowo salah jalan.  Makanya sekarang dompet udah gue pasangin kompas. Belum pake gps, masih ngumpulin modalnya dulu.|iya isi dompet kaya ekonomi indonesia salah jalan dompet udah pasangin kompas pake gps ngumpulin modal| iya isi dompet kaya ekonomi indonesia salah jalan dompet pasangin kompas pake gps ngumpulin modalnya|ekonomi
223|ekonomi|harga|positif|Pak Prabowo concern  benahi tata kelola negara..  pertahanan negara  hingga harga diri bangsa  di mata dunia  Bang Sandi fokus  garap kekuatan ekonomi sinergikan pemerintah dan  power rakyatnya  para ulama 212 fokus garap  iman dan akidah juga akhlaq umat  #Ruh212 #MCAHacktivis|prabowo concern benah tata kelola negara tahan negara hinga harga bangsa mata dunia bang sandi fokus garap kuat ekonomi sinergi perintah power rakyat ulama 212 fokus garap iman akidah akhlaq umat| prabowo concern benahi tata kelola negara pertahanan negara harga bangsa mata dunia sandi fokus garap kekuatan ekonomi sinergikan pemerintah power rakyatnya ulama fokus garap iman akidah akhlaq umat|lapangan kerja
224|ekonomi|ekonomi|negatif|Pemahaman tata negara. Pemahaman akan peraturan. Pemahaman akan kebijakan ekonomi. Pemahaman kalau kursi mentri hrs diisi org2 yg kompeten (walau tidak tepat 100%..)  Ketimbang prabowo.. belum apa2 sudah bagi2 jatah kursi menteri untuk parpol2 pendukungnya.|paham tata negara paham atur paham bijak ekonomi paham kursi tri disi kompeten 10 ketimbang prabowo jatah kursi menteri parpol dukung| pemahaman tata negara pemahaman peraturan pemahaman kebijakan ekonomi pemahaman kursi mentri diisi kompeten ketimbang prabowo jatah kursi menteri paol pendukungnya|ekonomi
225|ekonomi|ekonomi|negatif|Yg diserang ekonomi makro woooyyy!!! Lu liat,pengangkut sembako,dulu belum ada tol,dia dijalan mikir jam!! Sekarang,tinggal bayar,waktu terganti. Gw pelakunya!!|serang ekonomi makro liat angkut sembako tol jalan mikir jam tingal bayar ganti laku| diserang ekonomi makro woooyyy liat pengangkut sembako tol dijalan mikir jam tinggal bayar terganti pelakunya|lapangan kerja
226|ekonomi|ekonomi|netral|Gileee... Ratusan juta mata menonton menyaksikan sebuah pengakuan yg cukup berani dan jujur,  bhw kebijakan ekonomi itu bkn salah pak jokowi, tp slh orang satu koalosinya, makanya prabowo dan sandi berpelukan erat,, pertanda mrk tdk akan bersama lg utk bericara didpn umum.|gile ratus juta mata tonton saksi aku berani jujur bijak ekonomi bkn salah jokowi slh orang koalosinya prabowo sandi peluk erat tanda mrk lg utk bericara didpn| gileee ratusan juta mata menonton menyaksikan pengakuan berani jujur kebijakan ekonomi salah jokowi slh orang koalosinya prabowo sandi beelukan erat pertanda mrk lg bericara didpn|lapangan kerja
228|ekonomi|ekonomi|negatif|Udah gagal minta 2 priode. Saat debat bukan fokus ekonomi malah bahas games mobile legend dll. GAK BERFAEDAH.  yai pun menanyakan harta kekayaan prabowo apa urusan dngan negara dan gak fokus soal kebangsaan.  HARUS LENGSER|udah gagal 2 priode sat debat fokus ekonomi bahas games mobile legend gak faedah yai harta kayan prabowo urus dngan negara gak fokus kebangsan lengser| gagal priode debat fokus ekonomi bahas games mobile legend berfaedah yai harta kekayaan prabowo urusan dngan negara fokus kebangsaan lengser|kesejahteraan
231|ekonomi|ekonomi|netral|Gelar pertemuan bilateral, Presiden Jokowi dan Raja Salman sepakat ke depan, kerja sama ekonomi akan terus ditingkatkan terutama di bidang energi dan pariwisata.  pic.twitter.com/Ro2jLYPeeL|gelar temu bilateral presiden jokowi raja salman sepakat kerja ekonomi tingkat bidang energi pariwisata| gelar pertemuan bilateral presiden jokowi raja salman sepakat kerja ekonomi ditingkatkan bidang energi pariwisata|ekonomi
232|ekonomi|harga|negatif|Semua sudah ada NJOP nya,jadi kalau ngeyel harga nya ditinggiin,ya itu salah yg minta lah!!!|njop ngeyel harga ditingin salah| njop ngeyel harga ditinggiin salah|lapangan kerja
234|ekonomi|ekonomi|negatif|Kan katanya pak sandi lulusan amerika ipk nya 4 katanya jd khatam banget makro dan mikro ini.. Tapi kok kalah sama sarjana kehutanan.. Apakah p jokowi jurusan ekonomi kehutanan?|sandi lulus amerika ipk 4 khatam banget makro mikro kalah sarjana hutan jokowi jurus ekonomi hutan| sandi lulusan amerika ipk khatam banget makro mikro kalah sarjana kehutanan jokowi jurusan ekonomi kehutanan|lapangan kerja
235|ekonomi|ekonomi|netral|Pak Prabowo ternyata memiliki jiwa sportif, bhw Kesalahan Kebijakan Ekonomi Indonesia terjadi puluhan tahun sblm Pak Jokowi berkuasa,cuma sayang Partai Koalisinya tdk suka bhk ada yg emosi dg kejujuran Pak Prabowo mengungkap fakta. Aneh...!|prabowo milik jiwa sportif salah bijak ekonomi indonesia puluh sblm jokowi kuasa sayang partai koalisi suka bhk emosi jujur prabowo ungkap fakta aneh| prabowo memiliki jiwa sportif kesalahan kebijakan ekonomi indonesia puluhan sblm jokowi berkuasa sayang partai koalisinya suka bhk emosi kejujuran prabowo mengungkap fakta aneh|lapangan kerja
