id|sentimen|clean_tweet|sentimen_score_lb
620|positif| yaa allah berbagi hati memilih prabowo sandi sbg presiden dimana beliau gajinya anak yatim kaum dhuafa yaa allah berilah amanah beliau berdua|-0.005857439257953002
625|netral| harga bbm papua senilai liter sungguh drastik era jokowi menekan harga premium seharga liter setara harga bbm seantero nusantara|0.037822862681385114
626|positif| takdelah ma aruf amin calon naib presiden jokowi pemimpin majelis ulama indonesia pilih prabowo jokowi ekonomi presiden|0.018133753486306775
633|negatif| ning tengaran mengeluhkan harga kacang slalu terjepit harga susu kian menonjol harga kolor turun|-0.022572744567410024
637|positif| berotak memikirkan mobile legend sisi orang cerdas memikirkan ekonomi kerakyatan|0.04251641736762595
643|negatif| kerjanya jokowi bbm listrik bpjs defisit hutang membengkak harga sawit anjlok harga karet anjolk petani garam menjerit susah ganti presiden|-0.008910413405322984
648|positif| memilih entar kekayaan alam nusantara emas migas tanah uang kas negara habis masuk bank negeri rencana terima gaji presiden kelas kakap ikan teri bawahan|-0.0016080994488924642
651|negatif| pemimpin terbaik ekonominya sesuai goal|0.11104566007854248
653|netral| coba ngmng gini jaman lulung m topik btw fungsi dprd mitra bidang legislatif pengawas gubernur menjalankan anggaran sbg pembayar pajak lbh seneng anggota dprd garang|-0.00693815482952264
654|positif| presiden menghargai istrinya marufamin|0.04980742296918768
655|positif| semoga jokowers membaca hidayah allah swt teilih prabowosandiaga janji ambil gaji|0.017094420485369455
658|netral| beli lalapan abang lalapan presiden jokowi lalapannya presidennya prabowo harganya dalem hati frontal gini gapapa orang berhak pesta demokrasi negeri pengamat|0.019450198977019613
661|netral| nilai ekonomi peningkatan pariwisata peningkatan kesempatan kerja peningkatan kesempatan usaha promosi kota penyelenggaraan penciptaan nilai ekonomi diraih negara sebagi penyelenggara asian games jokowi hebat jokowi|0.026741755444713296
662|positif| paguyuban suamisuami gaji paspasan keberadaannya nuntut beliin tas hermes|0.0024742468701777457
665|netral| dampak ekonomi langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pertumbuhan pdb nilai ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat|0.008255816690495183
672|negatif| topik debat ekonomi kesejahteraan sosial keuangan investasi perdagangan industri pk jokowi membahas e sports game mobile legend dota pubg game anak terlena|0.0015122709244408318
675|negatif| kasihan gini bicara harga|-0.006977853924199192
678|positif| tgb menilai jokowi debat kemarin jokowi kuasai bagaimama membangun ekonomi kreatif byo|0.03551804383796872
680|negatif| debat prabowo belajar ekonomi tiongkok lupa kampret benci china|-0.027939770611661766
682|negatif| gimana main mobile legend paket kebeli ekonomi lemah prabowo cerdas kena jantung jae kasih biar dianggap manusia millenial dungu ketulungan hehhehee|-0.004437712060328758
683|negatif| goblog mempermasalahin moba pubg ngikutin trend milenial lbih dipahamin liat full videonya lg bahas ekonomi digital esport salah satunya pubg moba esport wakkaakaka|-0.012243992193732773
686|positif| senang gembira lihat lautan manusia kemarin tepatnya tgl april pintar cinta damai provokator muda percaya hoax mendukung golput pancasila toleransi nkri harga mati|0.04412328668228553
688|negatif| kebijakan ekonomi nasional dasarkan orang mengeluh harga mahal bawa ekonomi negara|0.025042318292403193
690|netral| liat pari tolong digajih team bikin film dokumenter sekeren bikin nangis ngerasa bersalah banget lupa cabut casan matiin lampu|-0.013956199785447697
691|netral| anak ahli ekonomi fenomena ransel prabowo wajar yunus prabowo sandiuno|0.0577535822416547
692|positif| penutup debat kemaren prabowo sandi sepenuhnya gaji sbg presiden n wakil presiden membantu rakyat miskin debat pendukung padi tau|0.005224899943131824
693|negatif| masak kebijakan ekonomi nasional dasarkan keluhan orang harga mahal dibawa kemana ekonomi negara|0.003170480534692874
694|positif| beneran kocak kemaren ditambah pas uno diajarin ekonomi makro jokowi anjaaay lulusan summa cum laude diajarin tamat dah pasangan|0.008280714143197577
696|netral| ketemuan nomor whatsapp pebayuran bekasi petani pebayuran harga fluktuatif normal kisaran kilo gabah kering|-0.01190514808416992
698|negatif| omm wowo mahir ekonomi sandi pengusaha tw begituan dibawa kemana rakyat diteriakin ilusi|0.01287499720059392
699|negatif| sandi uno bicara ekonomi global contoh sample murji paijem tegal hahahhahaha|-0.009855233065065932
702|netral| prabowo malam memuji menyarankan indo meniru tiongkok perekonomian pemberantasan kemiskinan|-0.0012808295666751513
707|netral| impor mudah imbasnya harga sembako kaing harga mahal produksi harga jual murah rugi petani digenjot link pembeli diperbaiki melek teknologi|0.004827069113313036
709|negatif| janji ngomong bikin rencana ekonomi tumbuh merong merong tercapai kalah malay thailand|-0.02045859575257573
712|positif| beramal salahkan presiden otaknya jenius masaknnya jdi enak n harga jualnya mahal sepi pembeli|0.01748059254341444
714|netral| skrg lesu daya beli berkurang biaya hidup mahal tdl bbm tol mahal pajak mahal berimbas biaya produksi transportasi harga harga konsumen turun pendapatanpun turun|0.0006639015789928639
715|negatif| sesekalia jalan karawang petani menjerit semenjak jokowi harga gabah turun drasti impor panen raya|0.03891339514266735
716|negatif| bego drama hoax kubu wowo partai demokrat lecehkan koar harga|-0.007749893266860391
717|negatif| tolol mengembangkan digital busung lapar emang manusia indonesia pakai pendekatan ekonomi makro pakai duit beutar dihasilkan industri a diputar perbaikan busung lapar paham|0.03187902964718809
718|netral| prabowo hargai jasa presiden|0.01119002662793512
721|netral| pemerintah era jokowi mendukung perkembangan ekonomi digital|0.007252019805241013
722|negatif| wanita cerewat suaminya tau sekarnag dimana cerewet tukang sayur harganya|0.008475436688371921
725|negatif| overheard ehmm jokowi bagus segi pembangunan iyaa ekonomi maju males milih pembangunannya rasain bikin jalan tol kemana motor awas mudik tol|0.01716695874055682
730|positif| merasakan peluh keringat dirasakan pendukungnya berkumpul pagi penghargaan tertinggi rakyat|0.10368516300190199
731|negatif| jokowi paham ekonomi makro mikro romlah|0.11448933715286068
732|netral| dear butuh kartu skincare unlimited kartu potongan harga beli gincu|0.01995460155786243
733|negatif| peluang lapangan kerja hitung warga negara indonesia main esport penghasilan esport seujung kuku sia sia prioritaskan lapangan kerja ekonomi mikro swasembada pangan negara berkembang maju|0.014961783762054537
735|netral| jokowi ekonomi indonesia kuat|0.008030990969741896
738|positif| pembahasan perekonomian digagas prabowo sandi menurunkan tarif harga kian meroket stabil tunggu|-0.014891297500341768
745|netral| arah perekonomian indonesia salah prabowo warta ekonomi|-0.031353350855278725
747|positif| terheran coba lihat video closing statement tusuk prabowo sandi ngomongnya enak bener pgn harga sembako murah tusuk ps pgn impor tusuk ps kayanya sorga dah takut kaya venezuela|-0.0014220933766593137
750|negatif| prabowo bilang contoh cina buruhnya kerja jam sehari libur minggu trus gaji buruhnya dibayar nasib buruhnya gajinya terkatungkatung bertahuntahun|0.0007431350511041143
756|positif| tps tusuk prabowo sandi nkri harga mati|0.0056435253200011175
757|positif| ganti pemimpin butuh perubahan jokowi membangun sdm menurun ekonomi pendapatan perkavita rakyat jelata ganti pemimpin perubahan|0.003719444314515975
758|positif| alhamdulillah sandi semoga memimpin negeri prabowo dukung kebijakan prabowo sandi memperbaiki ekonomi teuruk salam agung anfaunnas surabaya|0.07628940185917235
760|positif| semoga prabowo presiden ekonomi maju dunia perawat|0.03414162803964548
761|netral| pernyataan prabowo subianto debat capres malam penanganan ekonomi kesalahan presiden dijadikan bumerang tkn jokowima ruf|-0.010906197345060261
762|negatif| jokowi rakyat indonesia makmur ekonomi prestasi alias meroket bikin bingung mesti kartu kartu|0.007974051895011354
764|netral| gaji ditransfer hemat ongkos|0.011787895498785382
768|positif| jokowi sederhana mata mata sepatu jokowi harganya juta dimata jokowi sederhana pake baju hugo boss mata jokowi|0.011981751832835725
769|positif| jokowi mengerti tetangga ekonomi negara uno|-0.0012513865874988496
771|negatif| tim jokowi dikasih duit paham betapa gembel hidupnya kampret rela harga ditukar uang beli bensin mobil kagak|0.04726992214447728
782|positif| mandat rakyat ambil gaji jiplak tah|-0.00013696722869647278
786|positif| presiden jokowi kunker keliling indonesia buku sembako sepeda dana taktis presiden senilai m presiden gembar gembor menyumbangkan gaji menyumbang nilai gaji jt|0.011287937995499733
787|negatif| koalisi diserang hhh anehhh ambil gaji pengusaha otak untung|-0.006193423557534591
788|positif| april mencoblos beramal gaji disumbangkan dhuafa yatim inshaa allah|0.023447030693407506
790|positif| rakyat menitipkan harapan prabowo sandiaga perubahan ekonomi keadilan hukum polihkan kerukunan bangsa bernegara bertetangga suku agama|0.017274950247747105
791|negatif| jokowi presiden skrg apapun kerusuhan negara bertanggungjawab presiden dipilih rakyat anggaran pemilu puluhan triliyun digaji rakyat menyelesaikan apapun problem rakyat shame|-0.006502043076906166
793|positif| prabowo ekonomi indonesia salah arah ekonomi makro salah arah berdampak ekonomi mikro merasakan dampak emak masyarakat kls menengah kebawah pandang indonesia didukung pikiranpikiran argumentasi kuat|-0.016533002594357485
794|netral| menang pilpres prabowo subianto sandi uno janji ambil gaji|0.0033494936546998254
797|netral| teilih prabowosandi gajinya fakir miskin|-0.1110457142857143
800|negatif| salah jokowi menurunkan menstabilkan harga toge senggak bikin kebijakan penjual toge eslen ngomel pas dikomplen harga mahal kena sanksi pidana|0.0061939113889491445
801|positif| prabowo sandi komitmen mengambil gaji kepala negara teilih pilpres|0.007698135542454501
802|positif| ngakak guling guling liat jokowi ngajarin ekonomi makro mikro uno|-0.013147374227654836
803|negatif| bilang indonesia bubar pertumbuhan ekonomi ndasmu tanggapannya|0.001250670855181889
804|negatif| hidup susah dijaman harga nail listrik bbm|-0.024595281804810305
807|positif| alhamdulillah ekonomi maju jokowi|0.1419818643041042
809|netral| geram prabowo garagara warta ekonomi|0.0005414655766768437
810|negatif| berita menyalahkan sby salah pembuat kesalahan perekonomian indonesia prabowo muka publik kesalahan konyol|-0.06254629616178357
813|positif| allah swt berterima kasih indonesia berkomitmen ambil gaji serupiah dpt amanah sandiaga buktikan tulus negara bangsa prabowo|0.04170221870330492
818|positif| pekerja makan gaji orang anak muda talenta bakat dunia game apresiasi dukung maksd pernyataan jkw|0.029636522040221103
822|negatif| berharap pemilu jokowi nyalon lumayan bawa orang dapetnya gaji umr jakarta|0.01537410562040078
826|positif| hargai perbedaan rakyat bersatu kebersamaan must dibawah kepemimpinan jokowi aaamiin|-0.00033068783068783067
829|positif| preseden fenomenal ahok keras tajam keluarga miskin jakarta digusuri dicerabut sosial ekonomi tinggalnya pemodal podmoro behave lembut penuh kasih sayang ujungnya dirut pengembangnya masuk bui ahok tumbang|-0.009986576179468581
834|positif| kadang pengin nyumbang kaum dhuafa anggaran bln sllu mepet pilih prabowo sandi mensedekahkan gajinya kaum dhuafa|0.00658382922956439
835|positif| hormat sgt menghargai mengapresiasi pilihan ulil semoga berlabuhnya ulil abshar abdalla kubu jokowi amin insa allah menarik gerbong milenial ragu bimbang menentukan pilihan amin|0.056285449131452385
839|netral| erwin aksa harap prabowo solusi perekonomian|0.011010941830553967
840|netral| jokowi maruf selesai urusan materi prabowosandi ambil gaji sepeser teilih|0.005111986070320942
841|positif| tau heran pdhl pemerintahan sblmnya bbm hrga pangan tbtb skrg stabil kisruh emng susah mb cinta mati didukung wlpn wowo ngelakuin kesalahan kg tetep dibela mati pdhl jokowi harga mati|-0.02920037103939037
842|netral| dukung jokowi dahlan iskan kubu prabowo dukung jokowi miliki harapan pertumbuhan ekonomi terlaksana|0.005924702685915135
845|positif| semalem nyinggung mobile legend akuin anak muda doyan ngegame adek cowok kuliah kesehariannya ngegame profesinya penghasilannya gede ngalahin gaji|-0.013173362077623582
848|positif| dampak ekonomi langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pertumbuhan pdb nilai ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat|0.008255816690495183
852|negatif| ambil gaji perusahaanya menguadai proyek sobat golput tps pilih jokowi selamatkan bangsa|0.009379225846160712
853|positif| sandi memikirkan ekonomi orang mengeluh berkunjung jokowi memikirkan ekonomi nusantara|-0.023104315604303042
854|positif| jokowi kemajuan indonesia inflasi terjaga perbankan sehat perekonomian bersaing dunia|0.04793761245547681
855|netral| jokowi pemerintah kerja keras lakukan dukung ekonomi digital|-0.0023036411363544524
858|negatif| digaji rakyat kerja bener timses|-0.07408241574908242
862|negatif| gaji diambil tunjangan ambil walah walah|0.009068599026280832
866|netral| janji ambil gaji teilih prabowosandi ikuti jejak presiden terkenal via|0.0037841557658025906
868|positif| rakit kompi programmer gaji digit main game gaptek dimnanya keluarga sibuk bilangin ponakan main game stop presiden ngasih alasan main game presiden|-0.004714208547817986
870|positif| debat penutupan komitemen ambil gaji serupiah amanah|0.027474845641425664
871|positif| bangga membangkitkan usaha ekonomi kerakyatan dialog wirausaha ketum penggerak pepes okoce kampung islam kepaon titik|-0.0047521905158539645
872|positif| pilihlah pemimpin berkorban wakafkan hartanya bangsa indonesia gajinya infakkan kaum duafa miskin cari jual beli jabatan cari hobby serangan fajar|-0.03406456250694815
874|netral| menang pilpres prabowo sandi janji ambil gaji|0.00553198203783535
875|netral| capres jokowi tegaskan pancasila harga mati|0.029307639186030604
892|negatif| sontoloyo aplud jainudin eps biar ngaciro jainudin ngaciro raja bohong yaa pilih mobil bayar pajak pakai jalan bayar mahal bilang infrastruktur rakyat kerja kerja kerja ngerjain rakyat|0.0006085273156525002
897|negatif| menurunkan harga aqua cgv rb hmmmmmmmmm|0.0010836426299045618
900|negatif| pilihan usaha peningkatan ekonomi sia pondasi ekonomi bangsa carut marut arah kebijakan rakyat pbh menguntungkan kapitalis|0.008739626855094208
902|positif| ragu kebijakan infrastruktur ekonomi pendidikan lainya ragu memilih mohon adakan program perjodohan pernikahan trans dimensi|0.0329497822159322
904|netral| prabowosandi ambil gaji sepeser teilih bismillah|0.004403743953817064
906|positif| singapore ci pas yurop asalnya kite from indonesia responnya langsung oohhh jokowi jokowi jokowi dikenal dihargai ln|-0.016643922629945657
907|netral| bpn prabowosandi bangun juta rumah pulihkan ekonomi|0.0009069088690493114
908|positif| era presiden jokowi ekonomi indonesia maju|0.011055604251075296
910|netral| langsung kubu oposisi tau presiden jokowi dalm pemerintahanya kebijakan ambil beihak rakyat bbm harga|0.003897662443978368
912|netral| membangun merevitalisasi pasar rakyat menjaga stabilitas harga ketersediaan stok bahan pokok menyerap produksi negeri meningkatkan ekspor mandat presiden jokowi|0.017482369137350188
913|positif| pencapaian perekonomian indonesia dibandingkan negara berkembang pasalnya pertumbuhan ekonomi indonesia era pemerintahan jokowijusuf kalla dinilai|0.01809178700877038
915|positif| jokowi fokus bangun infrastruktur kunci pemerataan ekonomi|0.009464150118358189
916|negatif| gagal naekin ekonomi bilang gagal maaf alesan ngalor ngidul contoh prabowo salah bikin gaduh maaf susahnya nyebut huruf maaf ekonomi dibawah zaman sby|-0.03465635612249236
918|netral| komitmen ambil gaji teilih dikemanakan gaji prabowosandi|0.010737304164221051
919|netral| prabowo sandiaga janji ambil gaji presiden wapres|0.005875478010834795
920|positif| suuzon mba hehe hargai hasil kerja jokowi membangun negri benci emang susah hargai kerja keras orang|-0.049195739911073656
921|negatif| penasaran angkat isu esport jokowi orang kejam banget isu coba pikir dampaknya ekonomi emak kesejahteraan zero let said those whistleblower youre fakiiingggg idiot bruh|-0.024223288876368775
922|negatif| urusin esprot jkw biar prabowo ngurusin ketahanan pangan rakyat indonesia sejarah mencatat presiden ri penduduk juta mikirin mobile legend ketimbang harga sembako mahal bahan pangan import dinegara kaya maritim|0.013511311664197065
2|netral| era jokowi ekonomi indonesia|0.002087043315259371
4|negatif| negara ngutang bngun infrastruktur dipake masyarakat masyarakatnya ngeluh negara ngutang negara ngutang utang dibayar negara dapet penghasilan penghasilan negara pajak|-0.0015367766906094382
5|netral| bisikin jokowi mikirin peutaran duit golongan esports sekian penentu pertumbuhan perekonomian indonesia fundamental prabowo bhs sederhana mkan aspek fundamental ekonomi|0.025547446344014672
13|positif| jokowi pemerintah berupaya menjaga keseimbangan harga posisi normal petani produsen senang hasil kerjanya dihargai layak|0.013874532640805915
14|netral| berat bahas ekonomi angka bahas mobil lejen|0.0050643013597592434
16|positif| sisi industri kreatif inovatif era industri global jokowi tergerak mengubah badan ekonomi kreatif bekraf kementerian coblos kerja|0.05522694328980906
24|positif| kepercayaan mrk beengalaman memiliki wakil beengalaman dibidang ekonomi coblos|0.010640501754834811
26|positif| keberhasilan dibidang infrastruktur jokowi berhasil memperbaiki ekonomi indonesia coblos|0.06512990445781824
28|positif| memilih bersodakoh prabowo sandi menyumbangkan gaji negara fakir miskin yatim piatu masjid jadikan prabowo sandi presiden wakil presiden ri|-0.01769114852955421
35|negatif| kelar hidupmu bisanya harga mahal turunkan solusi kubu prabowo bahlull|-0.0031473033288404056
42|netral| winter coming pidato jokowi imf bank dunia ekonomi dunia game thrones game throne presiden jokowi kekuatan kalahkan evil winter|-0.01030579726277157
44|netral| jokowi raja salman sepakat tingkatkan kerja ekonomi|0.023319173896295144
50|negatif| bijak antek orba pikirkan letjen pecatan bilang biang kerok ekonomi indonesia presiden jokowi jenderal sby gimana demokrat beralih dukungan jokowi coba|-0.006014458785751492
54|positif| penjelasannya cawapres komitmen terkait ekonomi umat disebutnya arus ekonomi indonesia membangun ekonomi|0.008922100742633861
56|negatif| jokowi naikkan tax ratio drastis guncang ekonomi|0.011468039003250271
57|positif| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat|-0.02045828842152296
62|negatif| pikirkan letjen pecatan bilang biang kerok ekonomi presiden jokowi jenderal sby jenderal soeharto bintang sampe dungu|0.0072269123324750694
69|positif| jokowi pembangunan merevitalisasi pasar rakyat dasar utama pembangunan ekonomi berbasis kerakyatan kekuatan ekonomi indonesia stabil|0.01429216881608571
73|negatif| leres salah aspek faktor ekonomi bertumbuh stabilitas politik negeri kepastian keadilan penegakan hukum pripun kabare|0.03054355930859004
74|negatif| pendidikannya tentara ayahnya ekonom legendaris indonesia kali ngerti makro mikro makro mikro pelajaran semester fakultas ekonomi cmiiw ketauan jae belajar ekonomi kacaw|0.017045899391919816
77|netral| jokowi bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter|0.014912601390462438
84|netral| kepercayaan mrk beengalaman memiliki wakil beengalaman dibidang ekonomi|0.011970564474189163
88|positif| pertumbuhan ekonomi pemerataan zaman jokowi pertumbuhan ekonomi pemerataan pembangunan|0.0018665256784450247
92|netral| pilih pemimpin pencapaiannya pencapaian ekonomi pemerintahan jokowi|0.026828128977409882
94|positif| pemerintah jokowi menyebut ekonomi indonesia tangan anakanak muda kreatif|0.03216832941348405
95|positif| keberhasilan dibidang infrastruktur jokowi berhasil memperbaiki ekonomi indonesia|0.07327114251504552
98|netral| jokowi bahas ekonomi makro mikro makanan sehari sandiaga fatal et keluarlah ispot sejenis revolusi futuristik otaknya antik|0.013032975216771988
99|negatif| prabowosandi sepakat ekonomi indonesia salah arah|-0.024830017646519164
100|negatif| prabowosandi sepakat ekonomi indonesia salah arah via|-0.024830017646519164
105|negatif| emang prabowo seenggaknya prepare persona agamis kaya belajar ngaji gtgt menang counter jokowi rekrut ma bikin ketebak alurnya asli dah prabowo islami aslinya biar menang|0.004245946740689912
109|netral| indonesia maju pertumbuhan ekonomi pemerataan zaman jokowi pertumbuhan ekonomi pemerataan pembangunan|0.005461663727134395
110|positif| jokowi mendukung esport indonesia mobile legend pubg free fire prabowo memperdulikan sandang pangan harga harga turun pilihan skarang|0.009193024032702557
111|netral| april pilih jokowikma pilih pemimpin pencapaiannya pencapaian ekonomi pemerintahan jokowi|0.024560037104996168
122|positif| madura prabowo harga mati|0.017403779751769023
123|positif| prabowo harga mati titik|0.018008618461446444
125|netral| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat|-0.02045828842152296
128|positif| pertumbuhan ekonomi pemerataan tau zaman pertumbuhan ekonomi pemerataan pembangunan|0.003029899103416388
133|negatif| ngerti n nyambung ml emng ml nyambung tema debat djawab n dbahas rakyat utama kestabilan harga pangan n ketersediaannya petani sndr negara agraris sembrang import|0.006008201252195258
141|netral| sisi industri kreatif inovatif era industri global jokowi tergerak mengubah badan ekonomi kreatif bekraf kementerian|0.06266936455727909
142|netral| bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter|0.016569557100513818
148|positif| presiden jokowi raja salman sepakat tingkatkan kerja ekonomi|0.0222425124533759
151|netral| pilih jokowi pingin indonesia maju pilih prabowo ikhlas uang pajak bayar koruptor diksh pensiunan|0.03385645396818636
158|positif| jokowi bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter tanggal april menggandeng ulama|0.004277968867418487
168|positif| teenting prabowo sandi berkomitmen menurunkan harga listrik pendukung jae setuju pendukung prabowo sandi setuju semoga prabowo pemimpin tepati janji kampanye kayak jae|0.03613444590081359
189|netral| pertemuan jokowi menlu thailand mendorong keterlibatan asean membantu myanmar penyelesaian konflik rohingya khusus jokowi isu terkait harga karet dunia|-0.004593342955098077
191|netral| presiden jokowi gelar pertemuan raja salman bahas kerja ekonomi|0.010411364398854976
203|negatif| sah gundulmu jokowi rangka memperkuat hubungan ekonomi arab kecurangan lapor bawaslu anggota bawaslu dipilih seleksi dpr dpr partai partai pengusung oposisi|-0.000834769332777772
207|positif| harga harga murah pilih prabowo sandi hrga listrik murah pilih prabowo sandi lowongan kerja pilih prabowo sandi hentikan impor panen pilih prabowo sandi pokonya yesss yessss|0.030803064098437433
213|negatif| digital swasembada pangan harga pangan murah dibutuhkan masyarakat dasar tau prioritas kayak periode|0.004058815085105907
220|netral| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat coblos juara|-0.01379247167148175
223|positif| prabowo concern benahi tata kelola negara pertahanan negara harga bangsa mata dunia sandi fokus garap kekuatan ekonomi sinergikan pemerintah power rakyatnya ulama fokus garap iman akidah akhlaq umat|0.011519270873546195
225|negatif| diserang ekonomi makro woooyyy liat pengangkut sembako tol dijalan mikir jam tinggal bayar terganti pelakunya|-0.007757649539713779
226|netral| gileee ratusan juta mata menonton menyaksikan pengakuan berani jujur kebijakan ekonomi salah jokowi slh orang koalosinya prabowo sandi beelukan erat pertanda mrk lg bericara didpn|0.010835907994343981
232|negatif| njop ngeyel harga ditinggiin salah|-0.02069914782608696
234|negatif| sandi lulusan amerika ipk khatam banget makro mikro kalah sarjana kehutanan jokowi jurusan ekonomi kehutanan|0.01308357143813014
235|netral| prabowo memiliki jiwa sportif kesalahan kebijakan ekonomi indonesia puluhan sblm jokowi berkuasa sayang partai koalisinya suka bhk emosi kejujuran prabowo mengungkap fakta aneh|0.04470911442025425
242|netral| dd mikirin mending mikirin mendasar ekonomi ketagihan game online bikin malas sgl suruh wirid masjid nongkrong warnet bergayalah sesuai isi kantong|0.004167227653524434
247|netral| pngetahuan tata kelola ekonomi negara kelasnya|0.010213771367113175
254|netral| perintah bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter|0.016080825689527862
266|positif| mengembangkan ekonomi syariah sesuai diamanatkan ma ruf amin aliansi kampung madura akma menangkan jokowi|0.024923727000961574
267|netral| ekonomi pakai kg|0.010304548135120476
274|netral| berita berita didesaku pemilik sawah cocok harga sawah dilewatin bangun jlnnya termsk sawah kakakku titik temu disambung jln tolnya sdhlah allah bicara jujur hubnya capres|0.00030839934925905977
276|netral| maaf pake subsidi pake ygkg harga tertera nomor reg wajib tempel dinding toko biar masyarakat tau mangkanya abg knp harganya brubah ubah pk jokowi subsidinya alihkan|0.006578885276356707
278|negatif| bego kampret yankayak gini presidem jokowi sby kampret otak maundi reparasi tetep goublok bbm ngikutin harga pasar naek naek turun turun bbm subsidi naek kampret ilmu cetek belagu|-0.0004081129335818487
279|positif| berdoa hati mjd presiden ri ekonomi buruk ponsel tutup ekonomi masyarakat carut marut presiden tolong perbaiki ekonomi masyarakat wslm dihati|-0.03025544574761404
284|netral| harga rb konsumen pemakai pribadi pedagang jatuhnya rb tabung|0.021262717055444004
287|netral| pengalaman ekonomi malang merintang mendirikan koperasi baitul mal wa tamwil bmt sejenis koperasi syariah|-0.021455372446092223
288|netral| charles honoris jokowi bangun indonesia ekonomi kreatif|0.042772610101503586
289|netral| presiden raja salman menggelar pertemuan bilateral istana pribadi raja alqasr alkhas minggu sore pertemuan selepas jamuan santap siang sepakat meningkatkan kerja bidang ekonomi foto berita bpmi|0.017261226625657884
290|netral| fokus unicorn dunia digital contoh ecomerce memamg harga murah memutus mata rantai distribusi sehinga distributor menjual langsung barg masarakat dpt kebagaian keutungan sbgai pengecer|0.013876107949166641
293|positif| listrik turun harga terjangkau pelayanan bpjs honorer tusuk prabowo sandi tps|0.037291456678643115
297|negatif| pakai uang pajak atw uang pribadi anak bini diajak|0.026289743567757123
298|netral| samping toko pangkalan gas agen kmpung kuota batasin harga tertera nomor registrasi pangkalanya tbg agen sa mainkn harga penjual lg kuota trbatas|-0.0012554339254726697
300|netral| jokowi raja salman sepakati kerja bidang ekonomi|0.006354926635738827
307|netral| tnya sehat harga gas lpg e harga rb beli pangkalan agen spbu menyediakan lpg antri mlh desa makane pgn duitnya kerja keras|0.026447484801362275
321|negatif| katrok tekhnologi digital meraih pendapatan ekonomi diperhatikan prabowo orang kuno taunya elus elus ekor kuda|0.005072312047954167
323|positif| semoga amanah ikhlas ekonomi pro rakyat peduli petani nelayan buruh pedagang masyarakat adil makmur sejahtera aman insyaallah prabowo subianto sandi aga memenangkan pilpres april amin|0.022829924061138727
325|netral| rb bl agen langsung dapet rb gas rb agen konsumen orang jualan cr untung namane peutaran roda ekonomi|0.00023301703188370102
327|positif| permintaan tolong hapus denda telat bayar listrik air tlp pajak bpjs kebutuhan inti rakyat denda jujur wlwpun nilainya berat|0.005000738571516887
331|positif| april marilah subuh berjamaah gaungkan shalawat doa semoga teilih presiden ri semoga beliau amanah rakyat mengembalikan kedaulatan indonesia ekonomi semoga adil makmur|0.03858435761710517
332|positif| ps bilang didebat ekonomi indonesia salah salah pemimpin penggemar salahkan jokowi bosmu bilang salah jokowi mantap pilih|-0.02573863614107661
334|positif| prabowo sandi ambil gaji teilih gajinya diserahkan fakir miskin dhuafa berjanji membersamai orang tua berjuang|-0.03437593792118862
335|netral| jokowi raja salman sepakat tingkatkan kerja ekonomi via|0.023319173896295144
339|netral| jokowi mengimbangi serangan prabosan mikro sengaja menyeret prabosan visi makro dibidang ekonomi digital membahasnya sisi mikro sandi mengalami kesalahan fatal menyebut big data ektp|-0.008988294602193516
343|netral| prabowo ekonomi indonesia salah arah presiden jokowi kader demokrat koalisi|-0.008217141978785605
353|positif| ekonomi salah kebangkitan bangsa teruskan perjuagan prabowo sandi padang lawas sumattra utara rajuddin harahap prabowosandi a dukugan presiden wakil presiden amin|-0.0037423642957432994
355|netral| presiden raja salman menggelar pertemuan bilateral istana pribadi raja alqasr alkhas minggu sore pertemuan presiden raja salman sepakat meningkatkan kerja bidang ekonomi foto berita biro pers setpres|0.014495622138379068
357|netral| harga tiketnya turun|0.01635562840272985
364|negatif| bikin puisi ekonomi persen kayak|0.02394765083361747
368|netral| meningkatkan tax ratio ekonomi terguncang ninu ninu|0.02289832746478873
383|netral| era jokowi harga bbm papua harga jawa|0.02226628746396801
385|negatif| trus bayar pajak dipikirin jokowi|-0.003714458730223621
388|positif| jt penggunaan game online pasar konsumen transaksi puluhan developer game berdiri rubuan lapangan kerjaada pajak masuk pajak subsidi pertalite motor mio kjp kip ngerti|0.006959818191039351
390|positif| masukan harga tolnya disubsidi ramai menikmati|0.03825461551537785
394|positif| pasangan nomor memperjuangkan nilai islam spirit transformasi perdamaian bidang pendidikan dakwah ekonomi kesehatan|0.017847828006350666
396|netral| ciwiciwi harga skincare turun tusuk prabowo sandi|0.0031594072401868803
398|netral| prabowo melanjutkan kerja ekonomi arab saudi|0.006304465948917144
