id|sentimen|attribute_new|clean_tweet
661|netral|ekonomi| nilai ekonomi peningkatan pariwisata peningkatan kesempatan kerja peningkatan kesempatan usaha promosi kota penyelenggaraan penciptaan nilai ekonomi diraih negara sebagi penyelenggara asian games jokowi hebat jokowi
662|positif|ekonomi| paguyuban suamisuami gaji paspasan keberadaannya nuntut beliin tas hermes
665|netral|ekonomi| dampak ekonomi langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pertumbuhan pdb nilai ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat
672|negatif|ekonomi| topik debat ekonomi kesejahteraan sosial keuangan investasi perdagangan industri pk jokowi membahas e sports game mobile legend dota pubg game anak terlena
675|negatif|ekonomi| kasihan gini bicara harga
678|positif|ekonomi| tgb menilai jokowi debat kemarin jokowi kuasai bagaimama membangun ekonomi kreatif byo
680|negatif|ekonomi| debat prabowo belajar ekonomi tiongkok lupa kampret benci china
682|negatif|ekonomi| gimana main mobile legend paket kebeli ekonomi lemah prabowo cerdas kena jantung jae kasih biar dianggap manusia millenial dungu ketulungan hehhehee
683|negatif|ekonomi| goblog mempermasalahin moba pubg ngikutin trend milenial lbih dipahamin liat full videonya lg bahas ekonomi digital esport salah satunya pubg moba esport wakkaakaka
686|positif|ekonomi| senang gembira lihat lautan manusia kemarin tepatnya tgl april pintar cinta damai provokator muda percaya hoax mendukung golput pancasila toleransi nkri harga mati
688|negatif|ekonomi| kebijakan ekonomi nasional dasarkan orang mengeluh harga mahal bawa ekonomi negara
690|netral|ekonomi| liat pari tolong digajih team bikin film dokumenter sekeren bikin nangis ngerasa bersalah banget lupa cabut casan matiin lampu
691|netral|ekonomi| anak ahli ekonomi fenomena ransel prabowo wajar yunus prabowo sandiuno
692|positif|ekonomi| penutup debat kemaren prabowo sandi sepenuhnya gaji sbg presiden n wakil presiden membantu rakyat miskin debat pendukung padi tau
693|negatif|ekonomi| masak kebijakan ekonomi nasional dasarkan keluhan orang harga mahal dibawa kemana ekonomi negara
694|positif|ekonomi| beneran kocak kemaren ditambah pas uno diajarin ekonomi makro jokowi anjaaay lulusan summa cum laude diajarin tamat dah pasangan
696|netral|ekonomi| ketemuan nomor whatsapp pebayuran bekasi petani pebayuran harga fluktuatif normal kisaran kilo gabah kering
698|negatif|ekonomi| omm wowo mahir ekonomi sandi pengusaha tw begituan dibawa kemana rakyat diteriakin ilusi
699|negatif|ekonomi| sandi uno bicara ekonomi global contoh sample murji paijem tegal hahahhahaha
702|netral|ekonomi| prabowo malam memuji menyarankan indo meniru tiongkok perekonomian pemberantasan kemiskinan
707|netral|ekonomi| impor mudah imbasnya harga sembako kaing harga mahal produksi harga jual murah rugi petani digenjot link pembeli diperbaiki melek teknologi
709|negatif|ekonomi| janji ngomong bikin rencana ekonomi tumbuh merong merong tercapai kalah malay thailand
712|positif|ekonomi| beramal salahkan presiden otaknya jenius masaknnya jdi enak n harga jualnya mahal sepi pembeli
714|netral|ekonomi| skrg lesu daya beli berkurang biaya hidup mahal tdl bbm tol mahal pajak mahal berimbas biaya produksi transportasi harga harga konsumen turun pendapatanpun turun
715|negatif|ekonomi| sesekalia jalan karawang petani menjerit semenjak jokowi harga gabah turun drasti impor panen raya
716|negatif|ekonomi| bego drama hoax kubu wowo partai demokrat lecehkan koar harga
717|negatif|ekonomi| tolol mengembangkan digital busung lapar emang manusia indonesia pakai pendekatan ekonomi makro pakai duit beutar dihasilkan industri a diputar perbaikan busung lapar paham
718|netral|ekonomi| prabowo hargai jasa presiden
721|netral|ekonomi| pemerintah era jokowi mendukung perkembangan ekonomi digital
722|negatif|ekonomi| wanita cerewat suaminya tau sekarnag dimana cerewet tukang sayur harganya
725|negatif|ekonomi| overheard ehmm jokowi bagus segi pembangunan iyaa ekonomi maju males milih pembangunannya rasain bikin jalan tol kemana motor awas mudik tol
730|positif|ekonomi| merasakan peluh keringat dirasakan pendukungnya berkumpul pagi penghargaan tertinggi rakyat
731|negatif|ekonomi| jokowi paham ekonomi makro mikro romlah
732|netral|ekonomi| dear butuh kartu skincare unlimited kartu potongan harga beli gincu
733|negatif|ekonomi| peluang lapangan kerja hitung warga negara indonesia main esport penghasilan esport seujung kuku sia sia prioritaskan lapangan kerja ekonomi mikro swasembada pangan negara berkembang maju
735|netral|ekonomi| jokowi ekonomi indonesia kuat
738|positif|ekonomi| pembahasan perekonomian digagas prabowo sandi menurunkan tarif harga kian meroket stabil tunggu
745|netral|ekonomi| arah perekonomian indonesia salah prabowo warta ekonomi
747|positif|ekonomi| terheran coba lihat video closing statement tusuk prabowo sandi ngomongnya enak bener pgn harga sembako murah tusuk ps pgn impor tusuk ps kayanya sorga dah takut kaya venezuela
750|negatif|ekonomi| prabowo bilang contoh cina buruhnya kerja jam sehari libur minggu trus gaji buruhnya dibayar nasib buruhnya gajinya terkatungkatung bertahuntahun
756|positif|ekonomi| tps tusuk prabowo sandi nkri harga mati
757|positif|ekonomi| ganti pemimpin butuh perubahan jokowi membangun sdm menurun ekonomi pendapatan perkavita rakyat jelata ganti pemimpin perubahan
758|positif|ekonomi| alhamdulillah sandi semoga memimpin negeri prabowo dukung kebijakan prabowo sandi memperbaiki ekonomi teuruk salam agung anfaunnas surabaya
760|positif|ekonomi| semoga prabowo presiden ekonomi maju dunia perawat
761|netral|ekonomi| pernyataan prabowo subianto debat capres malam penanganan ekonomi kesalahan presiden dijadikan bumerang tkn jokowima ruf
762|negatif|ekonomi| jokowi rakyat indonesia makmur ekonomi prestasi alias meroket bikin bingung mesti kartu kartu
764|netral|ekonomi| gaji ditransfer hemat ongkos
768|positif|ekonomi| jokowi sederhana mata mata sepatu jokowi harganya juta dimata jokowi sederhana pake baju hugo boss mata jokowi
769|positif|ekonomi| jokowi mengerti tetangga ekonomi negara uno
771|negatif|ekonomi| tim jokowi dikasih duit paham betapa gembel hidupnya kampret rela harga ditukar uang beli bensin mobil kagak
782|positif|ekonomi| mandat rakyat ambil gaji jiplak tah
786|positif|ekonomi| presiden jokowi kunker keliling indonesia buku sembako sepeda dana taktis presiden senilai m presiden gembar gembor menyumbangkan gaji menyumbang nilai gaji jt
787|negatif|ekonomi| koalisi diserang hhh anehhh ambil gaji pengusaha otak untung
788|positif|ekonomi| april mencoblos beramal gaji disumbangkan dhuafa yatim inshaa allah
790|positif|ekonomi| rakyat menitipkan harapan prabowo sandiaga perubahan ekonomi keadilan hukum polihkan kerukunan bangsa bernegara bertetangga suku agama
791|negatif|ekonomi| jokowi presiden skrg apapun kerusuhan negara bertanggungjawab presiden dipilih rakyat anggaran pemilu puluhan triliyun digaji rakyat menyelesaikan apapun problem rakyat shame
793|positif|ekonomi| prabowo ekonomi indonesia salah arah ekonomi makro salah arah berdampak ekonomi mikro merasakan dampak emak masyarakat kls menengah kebawah pandang indonesia didukung pikiranpikiran argumentasi kuat
794|netral|ekonomi| menang pilpres prabowo subianto sandi uno janji ambil gaji
797|netral|ekonomi| teilih prabowosandi gajinya fakir miskin
800|negatif|ekonomi| salah jokowi menurunkan menstabilkan harga toge senggak bikin kebijakan penjual toge eslen ngomel pas dikomplen harga mahal kena sanksi pidana
801|positif|ekonomi| prabowo sandi komitmen mengambil gaji kepala negara teilih pilpres
802|positif|ekonomi| ngakak guling guling liat jokowi ngajarin ekonomi makro mikro uno
803|negatif|ekonomi| bilang indonesia bubar pertumbuhan ekonomi ndasmu tanggapannya
804|negatif|ekonomi| hidup susah dijaman harga nail listrik bbm
807|positif|ekonomi| alhamdulillah ekonomi maju jokowi
809|netral|ekonomi| geram prabowo garagara warta ekonomi
810|negatif|ekonomi| berita menyalahkan sby salah pembuat kesalahan perekonomian indonesia prabowo muka publik kesalahan konyol
813|positif|ekonomi| allah swt berterima kasih indonesia berkomitmen ambil gaji serupiah dpt amanah sandiaga buktikan tulus negara bangsa prabowo
818|positif|ekonomi| pekerja makan gaji orang anak muda talenta bakat dunia game apresiasi dukung maksd pernyataan jkw
822|negatif|ekonomi| berharap pemilu jokowi nyalon lumayan bawa orang dapetnya gaji umr jakarta
826|positif|ekonomi| hargai perbedaan rakyat bersatu kebersamaan must dibawah kepemimpinan jokowi aaamiin
829|positif|ekonomi| preseden fenomenal ahok keras tajam keluarga miskin jakarta digusuri dicerabut sosial ekonomi tinggalnya pemodal podmoro behave lembut penuh kasih sayang ujungnya dirut pengembangnya masuk bui ahok tumbang
834|positif|ekonomi| kadang pengin nyumbang kaum dhuafa anggaran bln sllu mepet pilih prabowo sandi mensedekahkan gajinya kaum dhuafa
835|positif|ekonomi| hormat sgt menghargai mengapresiasi pilihan ulil semoga berlabuhnya ulil abshar abdalla kubu jokowi amin insa allah menarik gerbong milenial ragu bimbang menentukan pilihan amin
839|netral|ekonomi| erwin aksa harap prabowo solusi perekonomian
840|netral|ekonomi| jokowi maruf selesai urusan materi prabowosandi ambil gaji sepeser teilih
841|positif|ekonomi| tau heran pdhl pemerintahan sblmnya bbm hrga pangan tbtb skrg stabil kisruh emng susah mb cinta mati didukung wlpn wowo ngelakuin kesalahan kg tetep dibela mati pdhl jokowi harga mati
842|netral|ekonomi| dukung jokowi dahlan iskan kubu prabowo dukung jokowi miliki harapan pertumbuhan ekonomi terlaksana
845|positif|ekonomi| semalem nyinggung mobile legend akuin anak muda doyan ngegame adek cowok kuliah kesehariannya ngegame profesinya penghasilannya gede ngalahin gaji
848|positif|ekonomi| dampak ekonomi langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pertumbuhan pdb nilai ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat
852|negatif|ekonomi| ambil gaji perusahaanya menguadai proyek sobat golput tps pilih jokowi selamatkan bangsa
853|positif|ekonomi| sandi memikirkan ekonomi orang mengeluh berkunjung jokowi memikirkan ekonomi nusantara
854|positif|ekonomi| jokowi kemajuan indonesia inflasi terjaga perbankan sehat perekonomian bersaing dunia
855|netral|ekonomi| jokowi pemerintah kerja keras lakukan dukung ekonomi digital
858|negatif|ekonomi| digaji rakyat kerja bener timses
862|negatif|ekonomi| gaji diambil tunjangan ambil walah walah
866|netral|ekonomi| janji ambil gaji teilih prabowosandi ikuti jejak presiden terkenal via
868|positif|ekonomi| rakit kompi programmer gaji digit main game gaptek dimnanya keluarga sibuk bilangin ponakan main game stop presiden ngasih alasan main game presiden
870|positif|ekonomi| debat penutupan komitemen ambil gaji serupiah amanah
871|positif|ekonomi| bangga membangkitkan usaha ekonomi kerakyatan dialog wirausaha ketum penggerak pepes okoce kampung islam kepaon titik
872|positif|ekonomi| pilihlah pemimpin berkorban wakafkan hartanya bangsa indonesia gajinya infakkan kaum duafa miskin cari jual beli jabatan cari hobby serangan fajar
874|netral|ekonomi| menang pilpres prabowo sandi janji ambil gaji
875|netral|ekonomi| capres jokowi tegaskan pancasila harga mati
892|negatif|ekonomi| sontoloyo aplud jainudin eps biar ngaciro jainudin ngaciro raja bohong yaa pilih mobil bayar pajak pakai jalan bayar mahal bilang infrastruktur rakyat kerja kerja kerja ngerjain rakyat
897|negatif|ekonomi| menurunkan harga aqua cgv rb hmmmmmmmmm
900|negatif|ekonomi| pilihan usaha peningkatan ekonomi sia pondasi ekonomi bangsa carut marut arah kebijakan rakyat pbh menguntungkan kapitalis
902|positif|ekonomi| ragu kebijakan infrastruktur ekonomi pendidikan lainya ragu memilih mohon adakan program perjodohan pernikahan trans dimensi
904|netral|ekonomi| prabowosandi ambil gaji sepeser teilih bismillah
906|positif|ekonomi| singapore ci pas yurop asalnya kite from indonesia responnya langsung oohhh jokowi jokowi jokowi dikenal dihargai ln
907|netral|ekonomi| bpn prabowosandi bangun juta rumah pulihkan ekonomi
908|positif|ekonomi| era presiden jokowi ekonomi indonesia maju
910|netral|ekonomi| langsung kubu oposisi tau presiden jokowi dalm pemerintahanya kebijakan ambil beihak rakyat bbm harga
912|netral|ekonomi| membangun merevitalisasi pasar rakyat menjaga stabilitas harga ketersediaan stok bahan pokok menyerap produksi negeri meningkatkan ekspor mandat presiden jokowi
913|positif|ekonomi| pencapaian perekonomian indonesia dibandingkan negara berkembang pasalnya pertumbuhan ekonomi indonesia era pemerintahan jokowijusuf kalla dinilai
915|positif|ekonomi| jokowi fokus bangun infrastruktur kunci pemerataan ekonomi
916|negatif|ekonomi| gagal naekin ekonomi bilang gagal maaf alesan ngalor ngidul contoh prabowo salah bikin gaduh maaf susahnya nyebut huruf maaf ekonomi dibawah zaman sby
918|netral|ekonomi| komitmen ambil gaji teilih dikemanakan gaji prabowosandi
919|netral|ekonomi| prabowo sandiaga janji ambil gaji presiden wapres
920|positif|ekonomi| suuzon mba hehe hargai hasil kerja jokowi membangun negri benci emang susah hargai kerja keras orang
921|negatif|ekonomi| penasaran angkat isu esport jokowi orang kejam banget isu coba pikir dampaknya ekonomi emak kesejahteraan zero let said those whistleblower youre fakiiingggg idiot bruh
922|negatif|ekonomi| urusin esprot jkw biar prabowo ngurusin ketahanan pangan rakyat indonesia sejarah mencatat presiden ri penduduk juta mikirin mobile legend ketimbang harga sembako mahal bahan pangan import dinegara kaya maritim
2|netral|lapangan kerja| era jokowi ekonomi indonesia
4|negatif|lapangan kerja| negara ngutang bngun infrastruktur dipake masyarakat masyarakatnya ngeluh negara ngutang negara ngutang utang dibayar negara dapet penghasilan penghasilan negara pajak
5|netral|lapangan kerja| bisikin jokowi mikirin peutaran duit golongan esports sekian penentu pertumbuhan perekonomian indonesia fundamental prabowo bhs sederhana mkan aspek fundamental ekonomi
13|positif|lapangan kerja| jokowi pemerintah berupaya menjaga keseimbangan harga posisi normal petani produsen senang hasil kerjanya dihargai layak
14|netral|lapangan kerja| berat bahas ekonomi angka bahas mobil lejen
16|positif|lapangan kerja| sisi industri kreatif inovatif era industri global jokowi tergerak mengubah badan ekonomi kreatif bekraf kementerian coblos kerja
24|positif|lapangan kerja| kepercayaan mrk beengalaman memiliki wakil beengalaman dibidang ekonomi coblos
26|positif|lapangan kerja| keberhasilan dibidang infrastruktur jokowi berhasil memperbaiki ekonomi indonesia coblos
28|positif|lapangan kerja| memilih bersodakoh prabowo sandi menyumbangkan gaji negara fakir miskin yatim piatu masjid jadikan prabowo sandi presiden wakil presiden ri
35|negatif|lapangan kerja| kelar hidupmu bisanya harga mahal turunkan solusi kubu prabowo bahlull
42|netral|lapangan kerja| winter coming pidato jokowi imf bank dunia ekonomi dunia game thrones game throne presiden jokowi kekuatan kalahkan evil winter
44|netral|lapangan kerja| jokowi raja salman sepakat tingkatkan kerja ekonomi
50|negatif|lapangan kerja| bijak antek orba pikirkan letjen pecatan bilang biang kerok ekonomi indonesia presiden jokowi jenderal sby gimana demokrat beralih dukungan jokowi coba
54|positif|lapangan kerja| penjelasannya cawapres komitmen terkait ekonomi umat disebutnya arus ekonomi indonesia membangun ekonomi
56|negatif|lapangan kerja| jokowi naikkan tax ratio drastis guncang ekonomi
57|positif|lapangan kerja| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat
62|negatif|lapangan kerja| pikirkan letjen pecatan bilang biang kerok ekonomi presiden jokowi jenderal sby jenderal soeharto bintang sampe dungu
69|positif|lapangan kerja| jokowi pembangunan merevitalisasi pasar rakyat dasar utama pembangunan ekonomi berbasis kerakyatan kekuatan ekonomi indonesia stabil
73|negatif|lapangan kerja| leres salah aspek faktor ekonomi bertumbuh stabilitas politik negeri kepastian keadilan penegakan hukum pripun kabare
74|negatif|lapangan kerja| pendidikannya tentara ayahnya ekonom legendaris indonesia kali ngerti makro mikro makro mikro pelajaran semester fakultas ekonomi cmiiw ketauan jae belajar ekonomi kacaw
77|netral|lapangan kerja| jokowi bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter
84|netral|lapangan kerja| kepercayaan mrk beengalaman memiliki wakil beengalaman dibidang ekonomi
88|positif|lapangan kerja| pertumbuhan ekonomi pemerataan zaman jokowi pertumbuhan ekonomi pemerataan pembangunan
92|netral|lapangan kerja| pilih pemimpin pencapaiannya pencapaian ekonomi pemerintahan jokowi
94|positif|lapangan kerja| pemerintah jokowi menyebut ekonomi indonesia tangan anakanak muda kreatif
95|positif|lapangan kerja| keberhasilan dibidang infrastruktur jokowi berhasil memperbaiki ekonomi indonesia
98|netral|lapangan kerja| jokowi bahas ekonomi makro mikro makanan sehari sandiaga fatal et keluarlah ispot sejenis revolusi futuristik otaknya antik
99|negatif|lapangan kerja| prabowosandi sepakat ekonomi indonesia salah arah
100|negatif|lapangan kerja| prabowosandi sepakat ekonomi indonesia salah arah via
105|negatif|lapangan kerja| emang prabowo seenggaknya prepare persona agamis kaya belajar ngaji gtgt menang counter jokowi rekrut ma bikin ketebak alurnya asli dah prabowo islami aslinya biar menang
109|netral|lapangan kerja| indonesia maju pertumbuhan ekonomi pemerataan zaman jokowi pertumbuhan ekonomi pemerataan pembangunan
110|positif|lapangan kerja| jokowi mendukung esport indonesia mobile legend pubg free fire prabowo memperdulikan sandang pangan harga harga turun pilihan skarang
111|netral|lapangan kerja| april pilih jokowikma pilih pemimpin pencapaiannya pencapaian ekonomi pemerintahan jokowi
122|positif|lapangan kerja| madura prabowo harga mati
123|positif|lapangan kerja| prabowo harga mati titik
125|netral|lapangan kerja| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat
128|positif|lapangan kerja| pertumbuhan ekonomi pemerataan tau zaman pertumbuhan ekonomi pemerataan pembangunan
133|negatif|lapangan kerja| ngerti n nyambung ml emng ml nyambung tema debat djawab n dbahas rakyat utama kestabilan harga pangan n ketersediaannya petani sndr negara agraris sembrang import
141|netral|lapangan kerja| sisi industri kreatif inovatif era industri global jokowi tergerak mengubah badan ekonomi kreatif bekraf kementerian
142|netral|lapangan kerja| bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter
148|positif|lapangan kerja| presiden jokowi raja salman sepakat tingkatkan kerja ekonomi
151|netral|lapangan kerja| pilih jokowi pingin indonesia maju pilih prabowo ikhlas uang pajak bayar koruptor diksh pensiunan
158|positif|lapangan kerja| jokowi bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter tanggal april menggandeng ulama
168|positif|lapangan kerja| teenting prabowo sandi berkomitmen menurunkan harga listrik pendukung jae setuju pendukung prabowo sandi setuju semoga prabowo pemimpin tepati janji kampanye kayak jae
189|netral|lapangan kerja| pertemuan jokowi menlu thailand mendorong keterlibatan asean membantu myanmar penyelesaian konflik rohingya khusus jokowi isu terkait harga karet dunia
191|netral|lapangan kerja| presiden jokowi gelar pertemuan raja salman bahas kerja ekonomi
203|negatif|lapangan kerja| sah gundulmu jokowi rangka memperkuat hubungan ekonomi arab kecurangan lapor bawaslu anggota bawaslu dipilih seleksi dpr dpr partai partai pengusung oposisi
207|positif|lapangan kerja| harga harga murah pilih prabowo sandi hrga listrik murah pilih prabowo sandi lowongan kerja pilih prabowo sandi hentikan impor panen pilih prabowo sandi pokonya yesss yessss
213|negatif|lapangan kerja| digital swasembada pangan harga pangan murah dibutuhkan masyarakat dasar tau prioritas kayak periode
220|netral|lapangan kerja| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat coblos juara
223|positif|lapangan kerja| prabowo concern benahi tata kelola negara pertahanan negara harga bangsa mata dunia sandi fokus garap kekuatan ekonomi sinergikan pemerintah power rakyatnya ulama fokus garap iman akidah akhlaq umat
225|negatif|lapangan kerja| diserang ekonomi makro woooyyy liat pengangkut sembako tol dijalan mikir jam tinggal bayar terganti pelakunya
226|netral|lapangan kerja| gileee ratusan juta mata menonton menyaksikan pengakuan berani jujur kebijakan ekonomi salah jokowi slh orang koalosinya prabowo sandi beelukan erat pertanda mrk lg bericara didpn
232|negatif|lapangan kerja| njop ngeyel harga ditinggiin salah
234|negatif|lapangan kerja| sandi lulusan amerika ipk khatam banget makro mikro kalah sarjana kehutanan jokowi jurusan ekonomi kehutanan
235|netral|lapangan kerja| prabowo memiliki jiwa sportif kesalahan kebijakan ekonomi indonesia puluhan sblm jokowi berkuasa sayang partai koalisinya suka bhk emosi kejujuran prabowo mengungkap fakta aneh
242|netral|lapangan kerja| dd mikirin mending mikirin mendasar ekonomi ketagihan game online bikin malas sgl suruh wirid masjid nongkrong warnet bergayalah sesuai isi kantong
247|netral|lapangan kerja| pngetahuan tata kelola ekonomi negara kelasnya
254|netral|lapangan kerja| perintah bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter
266|positif|lapangan kerja| mengembangkan ekonomi syariah sesuai diamanatkan ma ruf amin aliansi kampung madura akma menangkan jokowi
267|netral|lapangan kerja| ekonomi pakai kg
274|netral|lapangan kerja| berita berita didesaku pemilik sawah cocok harga sawah dilewatin bangun jlnnya termsk sawah kakakku titik temu disambung jln tolnya sdhlah allah bicara jujur hubnya capres
276|netral|lapangan kerja| maaf pake subsidi pake ygkg harga tertera nomor reg wajib tempel dinding toko biar masyarakat tau mangkanya abg knp harganya brubah ubah pk jokowi subsidinya alihkan
278|negatif|lapangan kerja| bego kampret yankayak gini presidem jokowi sby kampret otak maundi reparasi tetep goublok bbm ngikutin harga pasar naek naek turun turun bbm subsidi naek kampret ilmu cetek belagu
279|positif|lapangan kerja| berdoa hati mjd presiden ri ekonomi buruk ponsel tutup ekonomi masyarakat carut marut presiden tolong perbaiki ekonomi masyarakat wslm dihati
284|netral|lapangan kerja| harga rb konsumen pemakai pribadi pedagang jatuhnya rb tabung
287|netral|lapangan kerja| pengalaman ekonomi malang merintang mendirikan koperasi baitul mal wa tamwil bmt sejenis koperasi syariah
288|netral|lapangan kerja| charles honoris jokowi bangun indonesia ekonomi kreatif
289|netral|lapangan kerja| presiden raja salman menggelar pertemuan bilateral istana pribadi raja alqasr alkhas minggu sore pertemuan selepas jamuan santap siang sepakat meningkatkan kerja bidang ekonomi foto berita bpmi
290|netral|lapangan kerja| fokus unicorn dunia digital contoh ecomerce memamg harga murah memutus mata rantai distribusi sehinga distributor menjual langsung barg masarakat dpt kebagaian keutungan sbgai pengecer
293|positif|lapangan kerja| listrik turun harga terjangkau pelayanan bpjs honorer tusuk prabowo sandi tps
297|negatif|lapangan kerja| pakai uang pajak atw uang pribadi anak bini diajak
298|netral|lapangan kerja| samping toko pangkalan gas agen kmpung kuota batasin harga tertera nomor registrasi pangkalanya tbg agen sa mainkn harga penjual lg kuota trbatas
300|netral|lapangan kerja| jokowi raja salman sepakati kerja bidang ekonomi
307|netral|lapangan kerja| tnya sehat harga gas lpg e harga rb beli pangkalan agen spbu menyediakan lpg antri mlh desa makane pgn duitnya kerja keras
321|negatif|lapangan kerja| katrok tekhnologi digital meraih pendapatan ekonomi diperhatikan prabowo orang kuno taunya elus elus ekor kuda
323|positif|lapangan kerja| semoga amanah ikhlas ekonomi pro rakyat peduli petani nelayan buruh pedagang masyarakat adil makmur sejahtera aman insyaallah prabowo subianto sandi aga memenangkan pilpres april amin
325|netral|lapangan kerja| rb bl agen langsung dapet rb gas rb agen konsumen orang jualan cr untung namane peutaran roda ekonomi
327|positif|lapangan kerja| permintaan tolong hapus denda telat bayar listrik air tlp pajak bpjs kebutuhan inti rakyat denda jujur wlwpun nilainya berat
331|positif|lapangan kerja| april marilah subuh berjamaah gaungkan shalawat doa semoga teilih presiden ri semoga beliau amanah rakyat mengembalikan kedaulatan indonesia ekonomi semoga adil makmur
332|positif|lapangan kerja| ps bilang didebat ekonomi indonesia salah salah pemimpin penggemar salahkan jokowi bosmu bilang salah jokowi mantap pilih
334|positif|lapangan kerja| prabowo sandi ambil gaji teilih gajinya diserahkan fakir miskin dhuafa berjanji membersamai orang tua berjuang
335|netral|lapangan kerja| jokowi raja salman sepakat tingkatkan kerja ekonomi via
339|netral|lapangan kerja| jokowi mengimbangi serangan prabosan mikro sengaja menyeret prabosan visi makro dibidang ekonomi digital membahasnya sisi mikro sandi mengalami kesalahan fatal menyebut big data ektp
343|netral|lapangan kerja| prabowo ekonomi indonesia salah arah presiden jokowi kader demokrat koalisi
353|positif|lapangan kerja| ekonomi salah kebangkitan bangsa teruskan perjuagan prabowo sandi padang lawas sumattra utara rajuddin harahap prabowosandi a dukugan presiden wakil presiden amin
355|netral|lapangan kerja| presiden raja salman menggelar pertemuan bilateral istana pribadi raja alqasr alkhas minggu sore pertemuan presiden raja salman sepakat meningkatkan kerja bidang ekonomi foto berita biro pers setpres
357|netral|lapangan kerja| harga tiketnya turun
364|negatif|lapangan kerja| bikin puisi ekonomi persen kayak
368|netral|lapangan kerja| meningkatkan tax ratio ekonomi terguncang ninu ninu
383|netral|lapangan kerja| era jokowi harga bbm papua harga jawa
385|negatif|lapangan kerja| trus bayar pajak dipikirin jokowi
388|positif|lapangan kerja| jt penggunaan game online pasar konsumen transaksi puluhan developer game berdiri rubuan lapangan kerjaada pajak masuk pajak subsidi pertalite motor mio kjp kip ngerti
390|positif|lapangan kerja| masukan harga tolnya disubsidi ramai menikmati
394|positif|lapangan kerja| pasangan nomor memperjuangkan nilai islam spirit transformasi perdamaian bidang pendidikan dakwah ekonomi kesehatan
396|netral|lapangan kerja| ciwiciwi harga skincare turun tusuk prabowo sandi
398|netral|lapangan kerja| prabowo melanjutkan kerja ekonomi arab saudi
404|positif|lapangan kerja| terima kasih kekurangan menjabat insya allah disempurnakan kedepan negara fokus perbaiki ekonomi rakyat cicil bayar hutang
405|negatif|lapangan kerja| mobile legend permainan game online jokowi merangkul gamers moba online dibahas kekurangan duit main moba sembako murah harga pangan murah bner sandi debat malam
406|negatif|lapangan kerja| bego tau perusahaan fintech beli coin diamond tau iklan milih masang aplikasi milenial jaring konsumen tau pendapatan negara pajak internet perusahaan berlomba bikin games
409|netral|lapangan kerja| presiden joko widodo jokowi terkendalinya hargaharga komoditas pangan inti tingkat inflasi
412|netral|lapangan kerja| presiden raja salman menggelar pertemuan bilateral istana pribadi raja minggu sore april pertemuan selepas jamuan santap siang presiden jokowi raja salman sepakat meningkatkan kerja bidang ekonomi
416|netral|lapangan kerja| prabowo ekonomi indonesia era jokowi salah arah
420|netral|lapangan kerja| sederet menteri kabinet kerja presiden wakil presiden jusuf kalla bidang ekonomi meraih penghargaan internasional kurun kabinet berjalan
425|netral|lapangan kerja| salah keberhasilan bbm harga titik wilayah target titik wilayah indonesia
427|netral|lapangan kerja| dilantik prabowo sandi menghapus pajak prabowo sandi pelayanan kesehatan pendidikan gratis prabowo sandi menurunkan hargaharga
468|netral|lapangan kerja| jokowi ri masuk kekuatan ekonomi
477|negatif|lapangan kerja| ari narang prabowo sandi horang kayah setor pajak ratusan juta emang junjungan pinternya ngambil duit haji saking kebanyakan utang
486|positif|lapangan kerja| setuju harga partai demokrat memikirkan mega sisi jokowi kehidupan bangsa emosi
488|positif|lapangan kerja| nitijen paham ekonomi makro pengennya instan langsung dirasakan individu betapa beratnya presiden indonesia mbangun mikir dihujat ganti presiden nitijen emang ngehujat
501|netral|lapangan kerja| dewi dedi andalan pemerataan ekonomi jokowi kedepan
510|netral|lapangan kerja| jokowi naikkan tax ratio drastis guncang ekonomi
514|positif|lapangan kerja| jokowi ekonomi digital alhamdullilah prabowo mantap
518|negatif|lapangan kerja| bloon jebakan ekonomi digital mobile legend alhamdullilah prabowo terjebak
521|positif|lapangan kerja| sodaqoh ikhlas memilih gaji dipakai menyantuni anak yatim faqir miskin sodaqoh vote bernilai sodaqoh
524|negatif|lapangan kerja| pecatan ngerti ekonomi ngerti sawer wo
529|negatif|lapangan kerja| sudi pilih jokowi kapok neg pilih berharap janji janjinya sesuai omongannya realitanya bikin kacau balau ekonomi negeri keluarga sepakat pilih prabowo sandi perubahan hilangnya kedholiman ketidakadilan
537|positif|lapangan kerja| titipkan amanah kepadamu tetaplah perjuangkan ekonomi kerakyatan
