id|sentimen|clean_tweet
626|positif| takdelah ma aruf amin calon naib presiden jokowi pemimpin majelis ulama indonesia pilih prabowo jokowi ekonomi presiden
627|netral| teipilh prabowosandi gajinya fakir miskin
628|netral| salah wacana memanfaatkan teknologi esport patut diacungi jempol wadah regulasi angin segar peutaran ekonomi pajak sektor dikawal anak muda kegiatan positif negara mewadahi misi
629|negatif| saham dijual aset berkurang menerima gaji hmmmmm korupsi
632|negatif| penerimaan pajak bahasa kerennya tax ratio tax ratio sumber penerimaan pajak ditambah sumbernya tarifnya contohnya cukong konglomerat bayar pajak dipaksa bayar bilang kontradiksi ketauan paham
633|negatif| ning tengaran mengeluhkan harga kacang slalu terjepit harga susu kian menonjol harga kolor turun
635|positif| hahahaha sumbang gaji om dana operasional presiden wapres berani kagak dana operasional mknya knp beli sabun m sepeda sembako dana operasional rakyat
637|positif| berotak memikirkan mobile legend sisi orang cerdas memikirkan ekonomi kerakyatan
638|negatif| pokonya ekonomi meroket hidup mobile legend
639|negatif| lihat total program kualitas membahas respon wacana peutaran ekonomi dunia game esport menjadikan ekonomi terangkat kenal mia tegal
642|positif| gaji buta mending laporkan prabowo izin allah beliau presiden gantiin
643|negatif| kerjanya jokowi bbm listrik bpjs defisit hutang membengkak harga sawit anjlok harga karet anjolk petani garam menjerit susah ganti presiden
646|positif| data keliatan zaman jokowi infrastruktur nambah dimana dana desa triliunan desa bergerak ekonominya gila keren emang indonesia zaman jokowi keren pastinya periode
648|positif| memilih entar kekayaan alam nusantara emas migas tanah uang kas negara habis masuk bank negeri rencana terima gaji presiden kelas kakap ikan teri bawahan
650|netral| pertumbuhan ekonomi rezim sby jokowi coba diliat trennya sd grafiknya turun dibalikkan jokowi cek inflasi sby vs jokowi
651|negatif| pemimpin terbaik ekonominya sesuai goal
653|netral| coba ngmng gini jaman lulung m topik btw fungsi dprd mitra bidang legislatif pengawas gubernur menjalankan anggaran sbg pembayar pajak lbh seneng anggota dprd garang
654|positif| presiden menghargai istrinya marufamin
655|positif| semoga jokowers membaca hidayah allah swt teilih prabowosandiaga janji ambil gaji
658|netral| beli lalapan abang lalapan presiden jokowi lalapannya presidennya prabowo harganya dalem hati frontal gini gapapa orang berhak pesta demokrasi negeri pengamat
660|netral| total dampak asian games berkontribusi langsung produk domestik bruto pdb negara pertumbuhan ekonomi indonesia jokowi hebat indonesia maju
661|netral| nilai ekonomi peningkatan pariwisata peningkatan kesempatan kerja peningkatan kesempatan usaha promosi kota penyelenggaraan penciptaan nilai ekonomi diraih negara sebagi penyelenggara asian games jokowi hebat jokowi
662|positif| paguyuban suamisuami gaji paspasan keberadaannya nuntut beliin tas hermes
665|netral| dampak ekonomi langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pertumbuhan pdb nilai ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat
668|netral| gaji terima insentif kegiatan klarifikasi kpk sistem pengujian lhkpn lakukan kpk
669|positif| pakdeku juarakkk presiden menghargai driver lahh trus cs rese sapa knp suka meremehkann driver smua cs bgtu
672|negatif| topik debat ekonomi kesejahteraan sosial keuangan investasi perdagangan industri pk jokowi membahas e sports game mobile legend dota pubg game anak terlena
675|negatif| kasihan gini bicara harga
678|positif| tgb menilai jokowi debat kemarin jokowi kuasai bagaimama membangun ekonomi kreatif byo
679|positif| kritik prabowo hargai pemimpin pendahulu
680|negatif| debat prabowo belajar ekonomi tiongkok lupa kampret benci china
681|netral| orang faham ekonomi membantu
682|negatif| gimana main mobile legend paket kebeli ekonomi lemah prabowo cerdas kena jantung jae kasih biar dianggap manusia millenial dungu ketulungan hehhehee
683|negatif| goblog mempermasalahin moba pubg ngikutin trend milenial lbih dipahamin liat full videonya lg bahas ekonomi digital esport salah satunya pubg moba esport wakkaakaka
685|negatif| nyerocos profesor sumitro joyohadikusumo ekonomi benteng orde orde karier militer prabowo beliau menantu harto semacamnya tetangga kamar kaget bilang sumitro keturunan tionghoa nonmuslim
686|positif| senang gembira lihat lautan manusia kemarin tepatnya tgl april pintar cinta damai provokator muda percaya hoax mendukung golput pancasila toleransi nkri harga mati
687|negatif| harga kalia rela nyuri maling rame instruksikan menghalalka
688|negatif| kebijakan ekonomi nasional dasarkan orang mengeluh harga mahal bawa ekonomi negara
689|positif| kadang bingung bersyukur infrastruktur jembatan mempermudah kegiatan perekonomian timur indonesia preaiden menang bangun jawa selesai dpt dukung jokowi menjalan pembangunan keadilan rakyat
690|netral| liat pari tolong digajih team bikin film dokumenter sekeren bikin nangis ngerasa bersalah banget lupa cabut casan matiin lampu
691|netral| anak ahli ekonomi fenomena ransel prabowo wajar yunus prabowo sandiuno
692|positif| penutup debat kemaren prabowo sandi sepenuhnya gaji sbg presiden n wakil presiden membantu rakyat miskin debat pendukung padi tau
693|negatif| masak kebijakan ekonomi nasional dasarkan keluhan orang harga mahal dibawa kemana ekonomi negara
694|positif| beneran kocak kemaren ditambah pas uno diajarin ekonomi makro jokowi anjaaay lulusan summa cum laude diajarin tamat dah pasangan
695|positif| jokowi cepat merespon perubahan tuntutan jaman merangkul kalangan hasil kerjanya nyata sentuhan jokowi mengangkat harga bangsa dimata dunia memilih jokowi melawan khilafah preman brjubah menjual agama takuti rakyat
696|netral| ketemuan nomor whatsapp pebayuran bekasi petani pebayuran harga fluktuatif normal kisaran kilo gabah kering
697|netral| jumlh buku sale brap harganya tolong
698|negatif| omm wowo mahir ekonomi sandi pengusaha tw begituan dibawa kemana rakyat diteriakin ilusi
699|negatif| sandi uno bicara ekonomi global contoh sample murji paijem tegal hahahhahaha
700|netral| dibukuny konsep prabowo impor hutang negeri joran meningkat rasio pajak menutup kran kebocoran apbn industrialisasi meningkatkn gaji pns penegak hukum mengurangi korupsi memperkuat kpk dsb
701|negatif| prabowo bilang presiden ngapain mbak polos banget pertmbuhan ekonomi meroket hebat
702|netral| prabowo malam memuji menyarankan indo meniru tiongkok perekonomian pemberantasan kemiskinan
703|negatif| jokowi ikutan mewakafkan negara heleh wakaf ambil gaji ambil gaji kampanye gaji negara
705|positif| best quote day mencoblos prabowo sandi berinfaq gaji disumbangkan kaum dhuafa anak yatim
706|negatif| m m m hhhhhh gini prestasi sandi membangkitkan ekonomi signifikan solusi prabowo mengentaskan pendidikan orang orang bodoh pemerintahan buruk sistem diubah solusi
707|netral| impor mudah imbasnya harga sembako kaing harga mahal produksi harga jual murah rugi petani digenjot link pembeli diperbaiki melek teknologi
708|negatif| kayak tentara mbak zaman firaun tentara digaji dikasih kekuasaan kelola perang dipakai budak pasukan berani mati profesi pekerjaannya budak dunia berkembang
709|negatif| janji ngomong bikin rencana ekonomi tumbuh merong merong tercapai kalah malay thailand
710|positif| wajar iriana berkat istri pungam soksok beliau fokus memperbaiki ekonomi salah arah beuluh berhasil nyata
712|positif| beramal salahkan presiden otaknya jenius masaknnya jdi enak n harga jualnya mahal sepi pembeli
714|netral| skrg lesu daya beli berkurang biaya hidup mahal tdl bbm tol mahal pajak mahal berimbas biaya produksi transportasi harga harga konsumen turun pendapatanpun turun
715|negatif| sesekalia jalan karawang petani menjerit semenjak jokowi harga gabah turun drasti impor panen raya
716|negatif| bego drama hoax kubu wowo partai demokrat lecehkan koar harga
717|negatif| tolol mengembangkan digital busung lapar emang manusia indonesia pakai pendekatan ekonomi makro pakai duit beutar dihasilkan industri a diputar perbaikan busung lapar paham
718|netral| prabowo hargai jasa presiden
719|negatif| memahami apapun mengelola negara disekitarnya masukan ekonomi cawapres
720|negatif| edunnn sekelas menterinya sekelas pejabatnya pkb bisanya nyebar hoax id digaji rakyat ngapain temen nyebar hoax dibiarkan
721|netral| pemerintah era jokowi mendukung perkembangan ekonomi digital
722|negatif| wanita cerewat suaminya tau sekarnag dimana cerewet tukang sayur harganya
723|positif| prabowo tau ambil gaji anggota info purna beda orang beda dgr prabowo jujur
724|negatif| bilang trans papua mrt karya jokowi heboh indonesia memprotes pernyataan orang bilang pembangunan ekonomi salah arah salah jokowi salah presiden diam indonesia krik krik krik sungguh sakti
725|negatif| overheard ehmm jokowi bagus segi pembangunan iyaa ekonomi maju males milih pembangunannya rasain bikin jalan tol kemana motor awas mudik tol
727|positif| beramal pilih gaji ri disedekahkan allah mahakaya pemilihnya kebagian berkahnya
729|negatif| bicara pajak menaikkan pajak serba pajak pajak bayar sokan naikin pajak sehat prabowo
730|positif| merasakan peluh keringat dirasakan pendukungnya berkumpul pagi penghargaan tertinggi rakyat
731|negatif| jokowi paham ekonomi makro mikro romlah
732|netral| dear butuh kartu skincare unlimited kartu potongan harga beli gincu
733|negatif| peluang lapangan kerja hitung warga negara indonesia main esport penghasilan esport seujung kuku sia sia prioritaskan lapangan kerja ekonomi mikro swasembada pangan negara berkembang maju
734|negatif| milih jokowi bleh tol pas lebaran lupa lwt tol bayar pembangunan tol pajak rakyat hasil ngutang bayar rakyat emang jokowi bayar mikir cma pengen memperjelas maksud klian menyerang
735|netral| jokowi ekonomi indonesia kuat
736|positif| gestur alami pencitraan nyontek menandakan ps menghargai rakyat mengamanahkan kepercayaan mrk sandi mengajak pilihan ragu mencoblos
737|negatif| gaji disumbang kerakyat jaman purba
738|positif| pembahasan perekonomian digagas prabowo sandi menurunkan tarif harga kian meroket stabil tunggu
739|positif| bisnis hardware esport pengekspor hardware dukung user pengaruh ekonomian seujung jari
740|netral| ambil gaji menang pilpres prabowosandi ikuti sederet presiden terkenal
743|negatif| saksi menghalangi ngejelasin menentukan tidaknya panitianya shi pikir panitianya digaji digaji
744|netral| bowo semlm debat salah kelola perekonomian presiden salah jokowi bowo
745|netral| arah perekonomian indonesia salah prabowo warta ekonomi
747|positif| terheran coba lihat video closing statement tusuk prabowo sandi ngomongnya enak bener pgn harga sembako murah tusuk ps pgn impor tusuk ps kayanya sorga dah takut kaya venezuela
748|negatif| bhkan kalah cina ekonomi dgan korut persenjataan arttinya sehebat pemimpin negara orang miskin hilangkan
750|negatif| prabowo bilang contoh cina buruhnya kerja jam sehari libur minggu trus gaji buruhnya dibayar nasib buruhnya gajinya terkatungkatung bertahuntahun
751|negatif| debat jebakannya unicorn jebak prabowo mobile legend please lg seputar ekonomi kerakyatan hobi banget orang main jebak jebakan respect
756|positif| tps tusuk prabowo sandi nkri harga mati
757|positif| ganti pemimpin butuh perubahan jokowi membangun sdm menurun ekonomi pendapatan perkavita rakyat jelata ganti pemimpin perubahan
758|positif| alhamdulillah sandi semoga memimpin negeri prabowo dukung kebijakan prabowo sandi memperbaiki ekonomi teuruk salam agung anfaunnas surabaya
759|positif| jokowi sepakbola indonesia tujuan indonesia dihargai negara
760|positif| semoga prabowo presiden ekonomi maju dunia perawat
761|netral| pernyataan prabowo subianto debat capres malam penanganan ekonomi kesalahan presiden dijadikan bumerang tkn jokowima ruf
762|negatif| jokowi rakyat indonesia makmur ekonomi prestasi alias meroket bikin bingung mesti kartu kartu
764|netral| gaji ditransfer hemat ongkos
765|positif| bahas harga pisang turun
766|negatif| membedakan uang rakyat gaji dimakan anak istrinya syahwat berkuasa
767|negatif| pencabutan subsidi kmana larinya pembangunan infrastruktur hasil ngutang ekonomi ktanya meroket macet dipake korupsi partai pendukung pdip salut subsidi rakyat indonesia setara ekonominya
768|positif| jokowi sederhana mata mata sepatu jokowi harganya juta dimata jokowi sederhana pake baju hugo boss mata jokowi
769|positif| jokowi mengerti tetangga ekonomi negara uno
770|netral| meneropong kondisi makro ekonomi indonesia era jokowi
771|negatif| tim jokowi dikasih duit paham betapa gembel hidupnya kampret rela harga ditukar uang beli bensin mobil kagak
772|negatif| milenial paham potensi bisnis dunia digitalisasi ekonomi kreatif era industri nothing pemerintahan jokowi infrastruktur arah
773|negatif| ngikutin komunis sistem ekonomi komunis
775|negatif| jae pdnya ngajarin prabowosandi ekonomi makro pintar plongaplongonya jaesi jae laut digarami tuman
776|netral| pernyataan prabowo demokrat marah warta ekonomi
778|netral| refolusi mental apaaaa tolong jelasinnnnnnn sekolah penghasilannya
781|positif| gusdur dukung prabowo fatwah gusdur presiden paking ikhlas insya allah terbikti beliau kalah berkali beliau ikhlas melanjutkn perjuangan tdi mlm dengar terima gaji
782|positif| mandat rakyat ambil gaji jiplak tah
783|positif| sepakat kubu mengalihkan menyerang pribadi kepemimpinan jokowi mngkin lupa infra ekonomi meerrka nikmati hasil kerja jokowi mentrinya indonesia timur masi jokowi
785|negatif| akui perekonomian indonesia salah arah prabowo menyalahkan menawarkan solusi uud psl simpati mengadu domba rakyat butuh solusi pencitraan
786|positif| presiden jokowi kunker keliling indonesia buku sembako sepeda dana taktis presiden senilai m presiden gembar gembor menyumbangkan gaji menyumbang nilai gaji jt
787|negatif| koalisi diserang hhh anehhh ambil gaji pengusaha otak untung
788|positif| april mencoblos beramal gaji disumbangkan dhuafa yatim inshaa allah
789|positif| presiden prabowo wakil presiden sandiaga uno mengiklash gajinya negara rakyat best best
790|positif| rakyat menitipkan harapan prabowo sandiaga perubahan ekonomi keadilan hukum polihkan kerukunan bangsa bernegara bertetangga suku agama
791|negatif| jokowi presiden skrg apapun kerusuhan negara bertanggungjawab presiden dipilih rakyat anggaran pemilu puluhan triliyun digaji rakyat menyelesaikan apapun problem rakyat shame
793|positif| prabowo ekonomi indonesia salah arah ekonomi makro salah arah berdampak ekonomi mikro merasakan dampak emak masyarakat kls menengah kebawah pandang indonesia didukung pikiranpikiran argumentasi kuat
794|netral| menang pilpres prabowo subianto sandi uno janji ambil gaji
795|netral| prabowo nilai ekonomi ri salah arah presiden jokowi
796|netral| unk makan gaji tersirat benak makan gaji bos pekerja menggaji orang gaji
797|netral| teilih prabowosandi gajinya fakir miskin
798|negatif| tetanggakuh janji prabowo presiden menurunkan harga pangan petani harga hasil panen murah rugi mending milih jokowi tetanggaku lulus smp mikirnya lumayan
800|negatif| salah jokowi menurunkan menstabilkan harga toge senggak bikin kebijakan penjual toge eslen ngomel pas dikomplen harga mahal kena sanksi pidana
801|positif| prabowo sandi komitmen mengambil gaji kepala negara teilih pilpres
802|positif| ngakak guling guling liat jokowi ngajarin ekonomi makro mikro uno
803|negatif| bilang indonesia bubar pertumbuhan ekonomi ndasmu tanggapannya
804|negatif| hidup susah dijaman harga nail listrik bbm
806|netral| prabowosandi tolak terima gaji teilih besaran gajinya
807|positif| alhamdulillah ekonomi maju jokowi
809|netral| geram prabowo garagara warta ekonomi
810|negatif| berita menyalahkan sby salah pembuat kesalahan perekonomian indonesia prabowo muka publik kesalahan konyol
811|negatif| wowo kesalahan arah ekonomi mengakibatkan deindustrialisasi salah presiden indonesia era jokowi
813|positif| allah swt berterima kasih indonesia berkomitmen ambil gaji serupiah dpt amanah sandiaga buktikan tulus negara bangsa prabowo
814|positif| ekonomi indonesia jokowi baikbaik ngehoaks menyalahkan presiden
815|positif| jokowi mendorong ekonomi kreatif jangka memperbaiki ekonomi segampang penalaran
816|positif| mendorong ekonomi kreatif digital masyarakat booming jokowi ngomong maksud pemikiran sudut pandang kubu sebelah mohon maaf kebuka
817|positif| memilih coblos infaq gajinya prabowosandi infaqkan kaum dhuafa anak yatim indonesia
818|positif| pekerja makan gaji orang anak muda talenta bakat dunia game apresiasi dukung maksd pernyataan jkw
819|positif| memilih prabowo sandi bersodaqoh gaji prabowo sandi disedekahkan fakir miskin mantapkan sebarkan
820|negatif| kampret mah digaji
822|negatif| berharap pemilu jokowi nyalon lumayan bawa orang dapetnya gaji umr jakarta
823|negatif| jalan bagus kmna gampang ekonomi smakin membaik bilang infrastuktur giliran jalanan jelek komen
824|netral| fadli zon prabowo ingatkan ekonomi indonesia beijak pasal uud
825|positif| komentarnya bagus alangkah indshnya bilang jokowi lawan penantang gosipan warung aspirasi masyarakat indahnya menghargai
826|positif| hargai perbedaan rakyat bersatu kebersamaan must dibawah kepemimpinan jokowi aaamiin
827|negatif| beda sebelah prabowo sandi ambil gaji presiden fakir miskin
828|negatif| wkwkwkk uang gaji ln habis indonesia
829|positif| preseden fenomenal ahok keras tajam keluarga miskin jakarta digusuri dicerabut sosial ekonomi tinggalnya pemodal podmoro behave lembut penuh kasih sayang ujungnya dirut pengembangnya masuk bui ahok tumbang
830|netral| diutarakan jokowi kemaren esports berkontribusi perekonomian indonesia gamenya produksi gamedev lokal tingginya antusiasme potensi dibina pemerintah olahraga
831|netral| sby singapur video nyebar video lawas apapun prabowo menyalahkan pemerintahan akam coba perbaiki gaji disumbangkan tunjangan problem niat sapa tunjangannya disumbangkan
832|netral| kampanye akbar gbk pancasila nkri bhinneka tunggal ika uud final harga mati sehingg diganggu gugat
834|positif| kadang pengin nyumbang kaum dhuafa anggaran bln sllu mepet pilih prabowo sandi mensedekahkan gajinya kaum dhuafa
835|positif| hormat sgt menghargai mengapresiasi pilihan ulil semoga berlabuhnya ulil abshar abdalla kubu jokowi amin insa allah menarik gerbong milenial ragu bimbang menentukan pilihan amin
836|negatif| tax amnesty kemarin prabowo sandiaga uno bayar pajak namanya paradise papers
837|positif| prabowosandi ambil gaji sepeser teilih orang dunianya tinggal fokus panggilan pertiwi sbg sikap patriotik nasionalis keren salah alasan
838|positif| malu akui kegagalan mmg janjijanji direalisasi rakyat memilih janji stop impor cabut subsidi buka lapangan kerja ekonomi persen mobil esemka hasilnya nol wajar rakyat pemimpin
839|netral| erwin aksa harap prabowo solusi perekonomian
840|netral| jokowi maruf selesai urusan materi prabowosandi ambil gaji sepeser teilih
841|positif| tau heran pdhl pemerintahan sblmnya bbm hrga pangan tbtb skrg stabil kisruh emng susah mb cinta mati didukung wlpn wowo ngelakuin kesalahan kg tetep dibela mati pdhl jokowi harga mati
842|netral| dukung jokowi dahlan iskan kubu prabowo dukung jokowi miliki harapan pertumbuhan ekonomi terlaksana
843|positif| komitmen prabowosandi gajinya kaum dhuafa alhamdulillah subhanallah sejarah presiden wapres indonesia cc
844|netral| prabowosandi mengambil gaji teilih pilpres
845|positif| semalem nyinggung mobile legend akuin anak muda doyan ngegame adek cowok kuliah kesehariannya ngegame profesinya penghasilannya gede ngalahin gaji
847|negatif| mgkin tipe orang dokrin unk menghasilkan uang pekerja makan gaji akui pola pikir mayoritasnya jdi babu pekerja asing
848|positif| dampak ekonomi langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pertumbuhan pdb nilai ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat
849|negatif| kepres jokowi tgl april libur nasional tolong lindungi hak mencoblos kerja suruh masuk krj april masuk krj potong gaji tindak pengusaha taat kepres jokowi
850|positif| prabowo sandi gaji sumbangkan kaum duafa fakir miskin
851|netral| kaderkader partai demokrat walkout prabowo menyalahkan presidenpresiden jokowi bertanggung kesalahan kebijakan ekonomi
852|negatif| ambil gaji perusahaanya menguadai proyek sobat golput tps pilih jokowi selamatkan bangsa
853|positif| sandi memikirkan ekonomi orang mengeluh berkunjung jokowi memikirkan ekonomi nusantara
854|positif| jokowi kemajuan indonesia inflasi terjaga perbankan sehat perekonomian bersaing dunia
855|netral| jokowi pemerintah kerja keras lakukan dukung ekonomi digital
856|negatif| jokowi terhormat april libur nasional kepres kerja masuk kerja masuk kerja april potong gaji tolonglah tindak pengusaha pengusaha taat kepres tolong lindungi hak
857|negatif| maaf baoak menargetkan tumbahtumbuh pertumbuhan ekonomi janji jokowi terwujud
858|negatif| digaji rakyat kerja bener timses
859|netral| syok ekonomi tax ratio kilat prabowo keliru
860|netral| video janji prabowosandi ambil gaji menang
861|negatif| dermawan tujukin tiganya cina aseng dibanggakan anti aseng pengusaha sukses kredit macet beda prabowo sandi presiden gajinya diderma
862|negatif| gaji diambil tunjangan ambil walah walah
863|netral| tkn wo demokrat prabowo inti orba merusak cnn indonesia tkn menanggapi pernyataan prabowo menyalahkan presiden jokowi perekonomian indonesia pernyataan berujung walk out petinggi demokrat
864|netral| coba ulang debatnya jokowi tau pandangan prabowo pengembangan ekonomi digital esport emang dibilang prioritas engga
866|netral| janji ambil gaji teilih prabowosandi ikuti jejak presiden terkenal via
867|negatif| boss ngomong kuasain sori bahasa bloon bumn data pengangguran ekonomi politik pasal karet ngerti diterapin uu delik aduan uu jalan ehh bilang otoriter dongok
868|positif| rakit kompi programmer gaji digit main game gaptek dimnanya keluarga sibuk bilangin ponakan main game stop presiden ngasih alasan main game presiden
869|netral| tenang pemilu debat terbuka jokowi prabowo dilarang disiarkan warta ekonomi
870|positif| debat penutupan komitemen ambil gaji serupiah amanah
871|positif| bangga membangkitkan usaha ekonomi kerakyatan dialog wirausaha ketum penggerak pepes okoce kampung islam kepaon titik
872|positif| pilihlah pemimpin berkorban wakafkan hartanya bangsa indonesia gajinya infakkan kaum duafa miskin cari jual beli jabatan cari hobby serangan fajar
873|positif| prabowo harta jiwa raga sandiaga gaji sedekahkan kali sejarah nkri
874|netral| menang pilpres prabowo sandi janji ambil gaji
875|netral| capres jokowi tegaskan pancasila harga mati
876|positif| mencoblos prabowo sandi pahala gaji prabowo sandi disumbangkan yatim miskin tusuk pahala mengalir
878|negatif| buka mata beli saham indosat rugi trilliuanan jmn jokowi infrastruktur bbm harga indonesia banggain wowo cerai pecat gaji karyawan sndri dbyr menghina rakyat ujungnya sumbangan raja hoax
879|positif| bangga membangkitkan usaha ekonomi kerakyatan dialog wirausaha ketum penggerak pepes okoce lokasi muding denpasar titik fjakarta
880|negatif| horang kaya mah bebas butuh gaji butuh lahan jabatan gantinya
881|positif| jokowi memerintah harga stabil terjangkau janji prabowosandi taruhan kku janji kenyataan
882|netral| jokowi pancasila harga mati
883|positif| salah jokowi simple umr jakarta kerja jakarta gede cari gede emang gaji jt beresin rumah kagak temen pns golongan gajinya jt
884|positif| senjata dipakai menskak mat apalg urusan pajak jokowi berusaha tetep didlm jalur gemes lihatnya
885|positif| apapun hasilnya april mari hargai keputusan jokowi menjabat prabowo presiden ri jaga kedamaian nkri
886|positif| kayanya negri berjuta budayanya negara iri beragamnya budaya indonesia salah orang menghargai budaya melestarikanya dijadikan destinasi wisata daeraah
887|positif| perbedaan indonesia menghargai lakukan jokowi
888|netral| pancasila nkri harga mati ganggu gugat
889|negatif| ekonomi digital prabowo mengerti
890|netral| pengamat pertumbuhan jokowi laksanakan pemerataan keadilan ekonomi
892|negatif| sontoloyo aplud jainudin eps biar ngaciro jainudin ngaciro raja bohong yaa pilih mobil bayar pajak pakai jalan bayar mahal bilang infrastruktur rakyat kerja kerja kerja ngerjain rakyat
893|positif| teana teesona chemistry lekat babang sandi muda dihargai kma sepuh diuwongke dim ulama siangnya beliau panggung
894|positif| uno prabowo komitmen gaji ambil hak semoga amanah lupa salam jari salam jak mania
896|negatif| ekonomi kehidupan buruh menunggu realisasi janji tgl februari dihadapan perwakilan istana berharap
897|negatif| menurunkan harga aqua cgv rb hmmmmmmmmm
898|negatif| bajingan tengik disembah lengser jokowi dableg fokus ekonomi pertahanan indonesia mobile legend
900|negatif| pilihan usaha peningkatan ekonomi sia pondasi ekonomi bangsa carut marut arah kebijakan rakyat pbh menguntungkan kapitalis
902|positif| ragu kebijakan infrastruktur ekonomi pendidikan lainya ragu memilih mohon adakan program perjodohan pernikahan trans dimensi
903|netral| hak penuh pejabat gajinya boss tunjangan peruntukannya dipakai sembarangan
904|netral| prabowosandi ambil gaji sepeser teilih bismillah
906|positif| singapore ci pas yurop asalnya kite from indonesia responnya langsung oohhh jokowi jokowi jokowi dikenal dihargai ln
907|netral| bpn prabowosandi bangun juta rumah pulihkan ekonomi
908|positif| era presiden jokowi ekonomi indonesia maju
910|netral| langsung kubu oposisi tau presiden jokowi dalm pemerintahanya kebijakan ambil beihak rakyat bbm harga
911|negatif| jam tangan harga rb ganti talinya rb gimana jokowi
912|netral| membangun merevitalisasi pasar rakyat menjaga stabilitas harga ketersediaan stok bahan pokok menyerap produksi negeri meningkatkan ekspor mandat presiden jokowi
913|positif| pencapaian perekonomian indonesia dibandingkan negara berkembang pasalnya pertumbuhan ekonomi indonesia era pemerintahan jokowijusuf kalla dinilai
915|positif| jokowi fokus bangun infrastruktur kunci pemerataan ekonomi
916|negatif| gagal naekin ekonomi bilang gagal maaf alesan ngalor ngidul contoh prabowo salah bikin gaduh maaf susahnya nyebut huruf maaf ekonomi dibawah zaman sby
918|netral| komitmen ambil gaji teilih dikemanakan gaji prabowosandi
919|netral| prabowo sandiaga janji ambil gaji presiden wapres
920|positif| suuzon mba hehe hargai hasil kerja jokowi membangun negri benci emang susah hargai kerja keras orang
921|negatif| penasaran angkat isu esport jokowi orang kejam banget isu coba pikir dampaknya ekonomi emak kesejahteraan zero let said those whistleblower youre fakiiingggg idiot bruh
922|negatif| urusin esprot jkw biar prabowo ngurusin ketahanan pangan rakyat indonesia sejarah mencatat presiden ri penduduk juta mikirin mobile legend ketimbang harga sembako mahal bahan pangan import dinegara kaya maritim
923|negatif| gkgkgkkk prabowo dpt gaji santai ajja dy lahh ambisi hidupkan lg perusahaan kroni
924|positif| orang bilang suara berharga demokrasi bersuara ingatkan janji jokowi bersuara pilpres suara warga negara sedekah suara warga negara kesepakatan politik sekedar nyoblos
926|negatif| gaji tunjangan struktur gaji pejabat indonesia ajaib minim banget tunggangan fasilitas bejibun wan gabener berani melepas tunjangan rakyat
927|positif| prabowo sandi janji ambil gaji hitung gambar dibawah tinggal kali m
928|netral| jokowi diprediksi indonesia negara ekonomi terkuat nomor didunia diprediksi indonesia negara penebar berita hoax nomor didunia
929|positif| coblos prabowo sandi pahala sedekah gaji prabowo sandi biberikan kwpada anak yatim dhuafa
930|negatif| gagal mewujudkan pertumbuhan ekonomi mengaku ceo target pertumbuhan persen tercapai maaf periode
931|negatif| jokowi tolong kondisikan harga pringles original turun sedih
933|positif| teman sejati amal bilang memilih prabowo sandi amal gaji beliau amal
934|positif| prabowo harga pangan murah umr menyesal teilih
935|negatif| kebalik prabowo kasian paham ekonomi
937|netral| menang pilpres prabowosandi janji ambil gaji
938|positif| poin jokowi penghianat bangsa nimbun harta menghindari pajak bicara podium ekonomi makro mikro ngeh gebrak teriak bajingan elit bajingan pasangannya mandi mbulet
939|positif| menghargai perbedaan insyaallah seyakinny memilih urut presiden jokowi dodo ma ruf amin amin robalalamin
940|netral| capres jokowi tegaskan pancasila harga mati
941|netral| arah pembangunan ekonomi salah prabowosandi referendum ekonomi
942|positif| sandi prabowo pembisnis gaji presiden ambil bisnis fanatik memfitnah orang percaya search google harta prabowo sandi
943|positif| when prabowo said ekonomi salah arah salah jokowi salah presiden sebelumnyaa kalimat milih indonesia kedepan
945|positif| prabowo sandi mengambil gajinya sumbangkan yatim duafa niat kesejahteraan rakyat semoga allah mudahkan langkah presiden wakil presiden ri berkahi allah aamiin
946|negatif| sby sdah modern prabowo zaman tritura isu goreng isu turunkan harga
948|negatif| sadar merapat jokowi ceritanya sby pasang harga wapres tawarannya dirasa pas
949|positif| langsung om wowo mengapresiasi perekonomian negara dibawah kepemimpinan jokowi terima kasih om jokowi
950|positif| om wowo kesalahan jokowi kesalahan pemimpinpemimpin mengelola perekonomian negara alhamdulillah
951|positif| gaya khas piyantun solo garis lurus aslinya jokowi sopan santun lembah manah original pemimpin merakyat mnghargai
952|negatif| ehhh buseh anak lulusan ekonomi paham bilang faktanya
953|negatif| gaji tunjangan masuk kantong heheee
954|negatif| cagar alam kamojang turunkan statusnya ekonomi presiden membiarkan mempertahankan hmmm
955|netral| jokowi fokus unicorn mobile legend berdampak buruk generasi muda prabowo fokus ekonomi ecomerece meperburuk ekonomi memutus mata rantai distribusi dpt
956|netral| prabowosandi ambil gaji netizen subhanallah pemimpin sejati via
957|netral| prabowosandi ambil gaji netizen subhanallah pemimpin sejati
959|positif| pertumbuhan ekonomi konsisten alasan pilih jokowi
961|negatif| demokrat digituin menjanjikan pks kursi wagub dki digantung bela wowo daya tarik kedaulatan harga prabowo salah klean digituin
