id|sentimen|clean_tweet
382|netral|Analis Politik Soal Ekonomi Jokowi Kritik Kebijakannya Sendiri pic twitter com oWi8lsofF9
383|netral|Hanya di era Pak Jokowi harga BBM di Papua sama dengan harga di Jawa
384|netral|Kalimat penutup debat terakhir Tidak akan mengambil gaji serupiah pun dan akan diinfaqkan ke kaum du afa serta anak yatim
385|negatif|Trus yang bayar pajak siapa Udah dipikirin ngga sama jokowi
388|positif|DENGAN 40JT LEBIH PENGGUNAAN GAME ONLINE ARTINYA ADA PASAR ADA KONSUMEN ADA TRANSAKSI ADA PULUHAN DEVELOPER GAME YANG BERDIRI RUBUAN LAPANGAN KERJAADA PAJAK YANG MASUK PAJAK YA BUAT APA BUAT SUBSIDI PERTALITE MOTOR MIO LU BUAT KJP LU BUAT KIP LU NGERTI LU
390|positif|Masukan harga tolnya disubsidi dulu Pak yang penting ramai dan banyak yang bisa menikmati
393|negatif|Jl tol hanya utk kalangan menengah keatas menegah kebwh jgnkan lwt tol motor aja gk punya Dan warung2 di pinggir jln yg bkn tol pd tutup krn sbagian pembelinya lewat tol dan mkn belanja di rest area Gmn mau mempercepat pertumbuhan ekonomi
394|positif|Pasangan nomor 01 ini akan terus memperjuangkan nilai Islam sebagai spirit transformasi dan perdamaian di semua bidang terutama pendidikan dakwah ekonomi dan kesehatan
396|netral|Buat yang ciwi ciwi mau harga skincare turun Tusuk Prabowo Sandi
397|positif|MASIH RAGUKAH ANDA DENGAN PAS 02 Prabowo Sandi Kembali Tegaskan Tidak Akan Ambil Gaji Bila Terpilih RMOL Pasangan calon presiden dan calon wakil presiden
398|netral|Pak Prabowo siap melanjutkan kerja sama ekonomi dengan Arab Saudi
399|positif|Ah dasar EGO aja gak menghargai wakilnya Lihat dong Prabowo dan sandi saling melengkapi
400|positif|Pembangunan infrastruktur dibangun secara masiv untuk meningkatkan perekonomian bangsa Terima kasih pakde jokowi
402|netral|Bandara KERTAJATI selesai ditangan JOKOWI sehingga menggerakan ekonomi rakyat
403|positif|Negara China sebentar lagi jadi negara adikuasa ekonomi supaya kita tidak hanya jadi obyek kemajuan ekonomi mereka kita perlu contoh kiat kiat dan strategi yang mereka tempuh
404|positif|Terima kasih pak kekurangan selama bpk menjabat Insya Allah akan disempurnakan pak dan bang di 2019 2024 Krn kedepan negara harus fokus perbaiki ekonomi rakyat dan cicil bayar hutang
405|negatif|mobile legend adalah permainan game online pak pak jokowi ingin merangkul para2 gamers moba online apakah itu penting dibahas pak wong kita kekurangan duit aja masih bisa main moba yang penting itu sembako murah harga pangan murah bner yg disampaikan bg sandi debat td malam
406|negatif|EH BEGO LU TAU GA SEKARANG BANYAK PERUSAHAAN FINTECH BISA BELI COIN DIAMOND DLL LU TAU GA KALAU SEKARANG IKLAN LEBIH MILIH MASANG DI APLIKASI MILENIAL BUAT JARING KONSUMEN LU TAU GA PENDAPATAN NEGARA DARI PAJAK INTERNET LU LU SEKARANG PERUSAHAAN IT BERLOMBA BIKIN GAMES
407|negatif|Dengan memprioritaskan perekonomian agraris bukan berarti pemerintah menghambat yg lain bung tapi ini masalah skala prioritas Duh gw jadi bolak balik ngomong ini susah bener pahamnga anda ya
408|positif|Dengan mencoblos pak prabowo dan bang sandi anda telah membantu beramal karena selama 5tahun beliau akan memberikan gajinnya kepada kaum dhuafa anak yatim dll yg membutuhkan
409|netral|Presiden Joko Widodo Jokowi mengatakan terkendalinya harga harga komoditas pangan inti bisa dilihat dari tingkat inflasi pic twitter com 7oeqsQ40qb
411|positif|Di era pak jokowi kemjuan teknologi mampu dimanfaatkan terutama untuk pengembangan ekonomi kreatif
412|netral|Presiden dan Raja Salman menggelar pertemuan bilateral di Istana Pribadi Raja Minggu sore 14 April 2019 Dalam pertemuan yang berlangsung selepas jamuan santap siang itu Presiden Jokowi dan Raja Salman sepakat akan meningkatkan kerja sama di bidang ekonomi pic twitter com rqEjH07fBZ
413|positif|Siapapun pilihan pak kiai saya ttp menghargai walau kita berbeda pak kiai bimillaahirraohmaanirrohim dengan mengikuti kata hati nurani saya ttp Jokowi yah Hati saya lebih besar ke Jokowi
414|positif|Bersedekah yuk Dengan cara mencoblos dan sama aja anda sudah beramal karena gaji mereka akan diberikan kepada anak yatim dan dhuafa Bersedekah yuk
416|netral|Prabowo Sebut Ekonomi Indonesia Era Jokowi Salah Arah
417|negatif|Artinya Anda Sudah Gagal pak 5 Tahun Ngapain aja kalo stagnan di 5 kenapa pas debat malah bahas mobile legend bukan ekonomi Indonesia
419|netral|Hal ini terlihat sekali dalam langkah pemerintahan Presiden Jokowi melakukan pemberdayaan ekonomi keumatan melalui bank wakaf mikro kata Ketum Arus Baru Muslimah Munifah Syanwani
420|netral|Sederet menteri kabinet kerja Presiden dan Wakil Presiden Jusuf Kalla di bidang ekonomi meraih penghargaan internasional dalam kurun waktu kurang dari empat tahun kabinet berjalan pic twitter com AnAglLw6R8
421|netral|Pak mohon bilang ke Pangeran Muhammad bin Salman tolong segera direalisasikan beli nya Biar nggak kesusahan bayar gaji sama beli2 pemainnya
422|positif|Hahahaha Tema Debat adalah Perekonomian bung elo pikir segi pertanian dan jual beli sembako nggak ada hubungannya sama kondisi perekonomian Negara kita masih disebut negara agraris paham nggak maksudnya Cari tahu dulu maksud dari negara agraris lalu lanjut debat dg saya ya
423|negatif|Kalo prabowo terpilih ya benar ekonomi makin baik Karna infrastruktur udah dibangun besar2an sama jokowi Jadii dia tinggal duduk manis aja
424|positif|Dengan mencoblos anda telah ikut bersodaqoh selama 5 tahun karena gaji beliau diinfaqkan untuk duafa anak yatim dll Insya allah pic twitter com tnvSQENBem
425|netral|Salah satu keberhasilan adalah membuat BBM menjadi satu harga di di 25 titik wilayah dari target 54 titik wilayah di seluruh Indonesia
426|positif|Beberapa penghargaan yg dianugerahkan kepadanya jadi bukti bahwa merupakan sosok pemimpin yg diakui integritasnya
427|netral|Dalam 50 hari setelah dilantik Prabowo Sandi akan menghapus pajak Dalam 60 hari Prabowo Sandi akan memberikan pelayanan kesehatan dan pendidikan gratis Dalam 70 hari Prabowo Sandi akan menurunkan harga harga
428|netral|Disaksikan Sandiwara Dapat Penghargaan Tokoh Pemerataan Pembangunan
429|negatif|sekali2 bahas jg dong masalah ekonomi jgn tiap detik infrastuktur terus jadi BORING nich
431|netral|Jalannya Debat Ini Jawaban Jokowi Kepada Sandiaga Uno Soal Ibu ibu yang mengeluh harga harga naik
432|netral|Jika Terpilih Prabowo Sandi Takkan Ambil Gaji Negara Segini Gaji Presiden dan Wapres lewat Manado
434|negatif|Katanya anti china kok malah mau menggandeng cina padahal devisit neraca perdagangan dipengatuhi dr ekonomi dunia kok judilnya gara2 jokowi dasar kampret
435|positif|Jelas Prabowo Sandi dong Paslon 02 pemaparan visi misi nya lebih jelas dan pro rakyat Hubungan ke 2 nyapun sangat harmonis Dwi Tunggal Dan ke 2 nya akan menyumbangkan gajinya Maklum ke 2 nya sama2 tajir
436|negatif|Kalau pernyataan bahwa dan tdk akan ambil gaji di beritakan juga lah
438|negatif|Ngajarin ekonomi mikro sama makro ke pengusaha top kaya pak prabowo dan bang sandi ibarat ngajarin ikan berenang Padahal udah jago
440|positif|Bukan maksud sy sombong Sy bisa menghidupi keluarga tanpa kartu2 ini Apakah pabowo sandi melanjutkan Bisa ya bisa tidak Mereka hanya janji Sy pilih bukan untuk sy tapi krn sy harus MEMASTIKAN saudara2 sy yg ekonominya kurang beruntung bisa terbantu dg kartu2 ini pic twitter com pfc5zOriur
441|negatif|Yg suka bilang sebentar lagi ekonomi meroket siapa pak Katanya sih capres 2014 itu
443|positif|Aku memang setuju macro ekonominya jokowi jago bgt Meski mungkin itu memang rancangan yg sudah ditulis sm ahli ahli yg merancang pembangunan indonesia ya Tapi jokowi memang memahami dg baik
445|positif|Sesuatu yang benar belum tentu baik Sesuatu yang bagus belum tentu berharga jokowi
446|negatif|Percuma infrastruktur bagus kalo roda perekonomian yg jalan cuman nguntungin asing ama aseng Saya pilih pemimpin yg pro rakyat pribumi aja deh yaaa
447|negatif|Ngakunya ya ngakunya Prabowo perhatian pada rakyat kecil Ini baru HOAX yang sebenarnya Karyawannya di PT Kiani Kertas Nusantara terkatung katung tanpa gaji dan THR Selesaikan dulu masalahmu Bowok sebelum menyelesaian masalah rakyat kecil
449|negatif|Amin Pelajaran berharga Fitnah kejam sepwrti ini telah di berikan kepada HRS tahun lalu Begitu mudah kan rezim ini acak2 Ulama dan umat Islam Siapa pelakunya Pelakunya Tdk jauh wereng coklat dipaksa jagal talangsari
450|positif|Trans Sumatra akan menunjang pertumbuhan ekonomi di Sumatera dan membantu pemerataan sosial di Sumatera Logistik bahan bakar dan keperluan lain akan lebih mudah dikirimkan karena sudah ada jalur yang memadai Jokowi mewujudkan kemajuan bagi Pulau Sumatera lewat Trans Sumatra
453|netral|Di Debat Terakhir Capres Prabowo Sebut Ekonomi RI Salah Arah pic twitter com 6adkV9qpGq
454|positif|Jokowi udahdeh anda jadi pelawak aja Saya peratiin kayaknya cocok Daripada ngurusin negara gaji seorang pelawak bisa lebih gede dari gaji presiden looo
457|positif|Hahahaha sebuah negara memiliki skala prioritas bang mana yg bernilai keekonomian secara makro mana yg nano atau piko Saat ini kita sangat tergantung pada impor baik bahan baku pangan atau elektronik Itu dulu yg dikejar Pertumbujan ekonomi stagnan
460|positif|Debat terakhir ya allah pamungkas bangett ya prabowo sandi bilang klo terpilih menjadi presiden dan wakil presiden dia akan menyumbangkan seluruh gajinya tuk rakyat yg tidak mampu masya allah mulia banget pak prabowo dan bang sandi
461|positif|semoga dengan adanya tol trans sumatra akan membuat perekonomian di indonesia makin lancar dan maju
462|negatif|Katanya Prabowo gak mau terima gaji pasti ini exit plan untuk tidak memberi gaji karyawan PT Kiani Kertas yang sudah 4 tahun tidak menerima gaji Katanya perhatian pada rakyat kecil karyawannya sendiri tidak digaji MUNAFIKUN
463|positif|Saya tidak butuh jl tol yg saya butuhkan hasil pertanian harga jual ditingkatkan
464|netral|Consol games tu hardware bung esport itu pemanfaatannya Lah memang nggak ada dampak keekonomiannya secara masif lah terus kenapa pak sepertinya bangga banget dengan esport ini Neh dampaknya esports pic twitter com IxU0nBrRPU
465|positif|Mau gajinya dibayar Tusuk Prabowo Sandi Mau Verpool juara liga Tusuk Prabowo Sandi
466|negatif|Kenapa ekonominya 7 bukannya target kalau idola elo bicara 2 digit itu gimana Terbukti kan ane bilang tegas ya seperti apa
467|positif|Pak mahal harganya Gabisa diturunin ya Dari Aku si missqueen yang pengen lewat jalan tol pake mobil pribadi Jangan bilang harus kerja dong biar supaya ga missqueen Ibarat nyari kerja itu kaya lagi nyari jodoh Ga gampang tcoy
468|netral|Jokowi RI Akan Masuk 4 Besar Kekuatan Ekonomi pada 2045
469|netral|Prabowo Sandi itu pengusaha mereka tdk digaji tapi biasa menggaji
470|netral|Tolong lihat dampak buruknya bing mana yg banyak manfaat dan mana yg banyak mudharatnya Pahami dulu semuanya Jangan membenarkan segala sesuatu hanya dengan segi keekonomiannya saja pic twitter com rUF9XQBxMx
471|positif|Ucapan Pak dan Bang yang akan menyumbangkan seluruh gajinya jika terpilih semakin memantapkan kami untuk menentukan pilihan kpd
472|netral|Prabowo Sandi Tak Akan Ambil Gaji Sepeser pun Jika Terpilih
473|netral|mkin yg d maksud kiani kertas ga mampu bayar gaji buruhz kali ato kiani kertas g produksi kertas tp produksi utang k karyawabx
474|positif|Capres kaleng2 selalu hoax harga2 melambung Faktanya harga stabil inflasi normal dan grafik menurun Mengelola OkE Oce gagal mau ngomongin ekonomi makro Di libas lu ma Akhirnya sikaleng2 itu bilang pic twitter com 5k5LyrNGwn
476|negatif|Eh bung tolong bedakan startup sebagai monetizing dan hobi yg di monetize startup jelas ada nilai keekonomian yg besar tapi hobi Hanya segelintir orang yg melakukannya dan bukan kebutuhan Ya Allah masa harus saya jelaskan seh bedanya panjang lebar bung
477|negatif|Mas ari narang prabowo sandi itu horang kayah Yang tiap tahun setor pajak hingga ratusan juta Emang junjungan situ Pinternya ngambil duit haji saking kebanyakan utang
478|netral|Ada sebagian kader PD yg gak terima tp disisi lain prabowo bilang ekonomi indo rusak krn presiden sebelumnya tp anda bilang ini ciri koalisi berkelas kayaknya anda lg menghibur diri
479|netral|WALAU BANYAK DIBANGUN JALAN NEGARA JALAN TOL HARUS DISADARI BAHWA INDONESIA MASIH KALAH JAUH DENGAN MALAYSIA UNTUK ITU PEMBANGUNAN SECARA BESAR2AN HARUS TERUS DILANJUTKAN SAMPAI MELEBIHI MALAYSIA POTENSI INDONESIA LUAR BIASA KALO BERHASIL PASTI MENJADI RAKSASA EKONOMI DUNIA
481|negatif|klo ada yg percya gaji dan akn dsumbangkan jika jd presiden bearti FIX orang dungu
482|positif|maju terus Sumatra semoga dgn adanya jalan Tol ini pertumbuhan ekonomi semakin banyakkkkk aamiinn
484|positif|Bentar dulu awalnya narasi elo kan pembangunan terutama tol kok lari sekarang bahas ekonomi dan temennya ayo belajar konsisten tema yg elo singgung wkwkwkwk
485|netral|Bahkan TOL juga cmn melanjutkan jd bukan prestasi Ekonomi gimana Rupiah Devisa Inflasi Itu lebih PENTING dari sebuah proyek tanpa platform Bandara Kertajati Sepi Berapa Uang yang Dibakar
486|positif|Setuju Ga ada harga dirinya lagi partai Demokrat Jangan hanya memikirkan karena ada bu Mega di sisi Jokowi pak Kehidupan dan masa depan bangsa lebih penting daripada emosi seseorang
488|positif|tidak semua nitijen paham ekonomi makro jadi pengennya yg instan yg langsung dirasakan tiap2 individu betapa beratnya jadi presiden indonesia sudah mbangun ini itu mikir ini itu masih saja dihujat entah ganti presiden atau tidak saya rasa nitijen emang cuma bisa ngehujat
490|netral|Bangsa yg besar Bangsa yg menghargai Budayanya Itulah Indonesia Nusantara ku
493|negatif|Dampaknya ekonominya gimana 7 Otak mana otak plonga plongo doang si
494|negatif|Yaa krn memang di mata gak dianggap berharga Ayoo pak tempeleng balik donkk
497|netral|Pertama kalinya di Indonesia baru di era kepemimpinan Jokowi harga BBM merata di seluruh Indonesia
499|positif|Dengan mencoblos PROBOWO SANDI anda ikut beramal Karena selama 5 tahun gaji Prabowo sandi akan di sumbangkan ke fakir miskin kaum duafa dll
500|positif|Kebijakan Jokowi untuk BBM satu harga merupakan bentuk nyata keadilan sosial bagi rakyat Indonesia
501|netral|Dewi Dan Dedi Jadi Andalan Pemerataan Ekonomi Jokowi Kedepan
503|netral|Komitmen Prabowo Sandi Tak Akan Ambil Gaji Serupiah Pun Jika Terpilih
505|positif|Ada yg mencoba menarik simpati dgn cara menjadi korban hacker agar di kasihani dan didukung kami tetap menduking bapak yg hasil kerja nyata nya sdh terbukti bukan hanya janji ini murah itu murah gak ambil gaji lah Ini 2019 bung bukan jaman orba
506|netral|Gara gara ketimpangan ekonomi Prabowo Salahkan Para Presiden Sebelum Jokowi
510|netral|10 Jokowi Naikkan Tax Ratio Drastis Bisa Guncang Ekonomi
513|netral|Ini yg katanya ahli ekonomi klrg itu ya Cc
514|positif|Ini yang ditanyakan jokowi Katanya ekonomi digital Alhamdullilah jawaban pak prabowo mantap betul
515|netral|Soal Ekonomi Prabowo Kita Salah Jalan
518|negatif|Yang tanya yang bloon pertanyaan jebakan Ekonomi digital kok mobile legend Alhamdullilah prabowo nggak terjebak
521|positif|kita ikut sodaqoh dengan ikhlas memilih karena gaji mereka dipakai utk menyantuni anak yatim dan faqir miskin sodaqoh vote bernilai sodaqoh
522|positif|Moga apa yg dicontohkan oleh Ustadz Abdul Shomad yg minta dk diundang ke Istana tdk diberi jabatan apapun jk Prabowo Sandi mjd Presiden Prabowo Sandi tdk akan mengambil gaji nya akan banyak muncul orang2 ikhlas yg berjuang utk Indonesia Adil dan Makmur
523|netral|Uang sebesar itu dapat digunakan untuk membangun sekolah membangun rumah sakit meningkatkan kesejahteraaan rakyat melalui program ekonomi produktif dan perlindungan sosial serta membangun lebih banyak lagi infrastruktur tegas Jokowi
524|negatif|Pecatan gak ngerti ekonomi Ngerti nya di sawer lu wo pic twitter com ztf4KwJTgj
525|negatif|Gak butuh gaji disawer kok diterima Gaji katanya bisa meningkatkan kinerja dan tanggung jawab
528|positif|Saya simpati pd kedua Paslon PS meski blm pernah bcr pjg jk ketemu Namun jujur sj yg sgt sy khawatirkan adlh jk beliau ini melanjutkan Sistem Ekonomi Kolonial yg mengeksploitasi rakyat banyak kekayaan bangsa anak cucu krn blm paham dg EKONOMI BERKEADILANnya PANCASILA
529|negatif|ORA SUDI PILIH JOKOWI LAGI KAPOK DAN NEG 2014 PILIH BERHARAP JANJI JANJINYA SESUAI OMONGANNYA TAPI REALITANYA BIKIN KACAU BALAU EKONOMI NEGERI INI 2019 KELUARGA BESAR KAMI SEPAKAT PILIH 02 PRABOWO SANDI UNTUK PERUBAHAN DAN HILANGNYA KEDHOLIMAN DAN KETIDAKADILAN
536|positif|ASN dr zaman soeharto sampai sekarang jiwanya masih kalau ada uang urusan lancar dr dulu perekrutan ASN salah ini yg mau dibenahi jokowi bkn asal menaikkan gaji dan mengangkat honorer sprti jnji prabowo lalu ektp mbak cepat jadi
537|positif|Kami titipkan amanah kami kepadamu bang tetaplah perjuangkan ekonomi kerakyatan
538|negatif|Apakah jessnolimit itu seorang negarawan Apa urusannya game dgn kesejahteraan rakyat Ini yg jadi tema soal ekonomi jelas berdasarkan ekonomi negara yg mengurus kepentingan umum kepentingan pokok masyarakat bukan games
542|netral|Pasca dilantik menjadi Presiden Joko Widodo Jokowi tidak membuang waktu Dengan agenda utama reformasi ekonomi konektivitas antar wilayah dan produktivitas
543|netral|Capres Nasabah usaha mikro di pesantren hampir 90 persen adalah wanita Kami meyakini program kita bisa memberikan kemandirian bagi ekonomi keluarga pic twitter com f5XAZfXLGR
545|positif|mahal ini kelassss masyaallah BILA TERPILIH PRABOWO SANDI JANJI TAK AMBIL GAJI
548|netral|Apa yang akan bapak Prabowo lakukan dalam rangka pengembangan ekonomi digital dalam hal ini pengembangan E sport Mobile Legend ke depan
549|negatif|Sangat aneh dan membingungkan kalau ada LetJen Pecatan yg seumur2 cuma di Militer tdk pernah jadi Menteri pun Tetapi Berkali2 Mengatakan dari DULU Ekonomi Salah Arah Pertanyaannya Salah ArahNya Dimana Dan Solusinya Apa Betul2 Ngawur
551|netral|Pemerintah Jokowi begitu bersemangat untuk memastikan berjalannya pembangkit listrik demi memasok aliran listrik untuk rumah tangga industri dan ekonomi Indonesia lebih baik pic twitter com qBCVOeHVHG
552|negatif|Tampangnya pengangguran gitu mental pak ogah org dungu kaya gitu paling gampang di bodohin dijanjiin hidup senang jika prabowo menang udh pasti harga mati Emang jika wowo menang hidupnya bakal enak ngimpi
553|netral|3 kartu Jokowi jadi jurus jitu program untuk kesejahteraan dan peningkatan ekonomi Indonesia
554|negatif|Nah kan buanyak beeng yg nyinyirin ttg janji Pak dan Bang gak akan ambil gaji Miris liat kelakuan orang2 yg jempolnya loncer kek gini Gak tau ya nyinyirin orang shodaqoh itu ciri2 munafiqun Lihat At Tawbah 79
556|negatif|Inilah kelakuan para jongos2nya si terus menebar kebencian sehingga akhirnya kini mayoritas rakyat dmn2 menginginkan ganti presiden dan itu harga mati Mo curang silahkan berarti siap2 di gulingkan
558|netral|Rizal Ramli Ekonomi Indonesia Tumbuh 8 Persen Kalau Prabowo Terpilih
559|positif|Insyaallah sudah paham Mbah Maksud saya apakah perlu kita menimbang ulang NKRI yg oleh banyak orang dilabeli harga mati Yg padahal sejatinya sudah diperkosa berkali kali Sedangkan output harga mati tersebut adalah dikebirinya berbagai landasan fundamental negara ini
560|positif|Setuju Tp tweet anda itu ga pantas dgn kata seperti itu Apa perkataan anda itu benar Kalau salah anda bs kena tuntut Saling menghargai sebaiknya anda pakai sopan santun dlm berbicara
561|positif|Pak Ari saya percaya Pak Prabowo dan Pak Sandiaga ga akan ngambil gaji toh gajinya cuman 70 juta rupiah per bulan yang notabene cuman recehan bagi mereka Kalau hanya diiming imingi hal seperti itu aja ga bakalan bikin saya goyah dan berubah haluan ke kubu 02
562|negatif|Karena otakmu Gak bisa nalar dengan sehat Ya omongmu ngawur begini Emang ketimpangan ekonomi cuma akibat yg ditimbulkan 5 tahun
563|negatif|Nah sekarang saya mau tanya apa ASN seperti itu yg mau dinaikin prabowo gaji nya dan Honorer seperti itu yg mau dijadiin ASN serius kamu gak sakit hati ma janji prabowo gitu
564|positif|Apalagi utk ikut pak dan bang tdk mengambil gajinya
567|positif|lanjutkan 2 periode pak or yg gk suka dgn pmbngunan infrastruktur itu gak paham tentang variabel pertumbuhan ekonomi
568|netral|Tapi kan tetep dikoalisi prabowo masa gak punya harga diri
569|netral|Barisan Sakit Hati Jokowi Merapat ke Prabowo hingga Pengamat Tampik Pertumbuhan Ekonomi RI Stagnan
570|netral|CEK FAKTA Jokowi Bangun Ekonomi RI Secara Indonesia sentris
571|positif|Nikmati saja prosesnya mahal murah itu wajar saat waktu tertentu Inflasi terjaga Ga sekarang aja harga Sembako naik dan turun udh dr dulu Anda masih bs bermain medsos itu artinya anda bs beli paket data to Artinya mahal murah msh bs kebeli
572|negatif|klo gak paham ilmu ekonomi tentang variabel pertumbuhan ekonomi mending mingkem cuk
573|negatif|Udah manusia kuper macam lu ga ngerti mobile legend jgn sok sok ngomong gituan ntar tol langit lu sangka jalan yol di atas langit Akum sampah jgn ngomong tinggi yg nga paham atinya Biasa main di goa trus di gaji buat jadi buzer ya mna ngerti bahasa lu
574|negatif|Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak Termasuk presiden presiden sebelum Jokowi Lah ekonomi Indonesia masa Pak Jokowi baik baik aja tuh Malah ngehoaks dengan menyalahkan Presiden terdahulu
575|positif|Luarbiasa pembangunan infrastruktur di era bapak semoga infrastruktur yang dibangun dapat menunjang pertumbuhan ekonomi dan pemerataan sosial di Republik Indonesia semangat
576|negatif|Aduhhhh keadaan ekonomi dulu diposting tuan nilai tukar rupiah neraca perdagangan Indonesia di forum internasional
577|netral|Di jaman SBY harga pupuk murah di jaman bpk pupuk mahal dan langka bisa di jelas kn kenapa pk
578|negatif|Nonton debat g smalm Pak prabowo dgn tegas mengatakan trpuruknya ekonomi indonesia itu bkn slh presiden sblm y
580|positif|Semoga president yang terpilih nanti bisa menurunkan harga tiket pesawat
581|netral|Sedangkan Prabowo lebih fokus pada swasembada pangan harga sembako murah menciptakan lapangan kerja Target market yang disasar cenderung kaum emak emak dan mereka yg sulit mendapat kerja Keyword kekayaan negara kebocoran negara
583|positif|Dengan memilih prabowo sandi anda akan beramal selama 5 th Karena gaji mereka akan disumbangkan untuk kaum dhuafa dan anak yatim Aamiin
584|negatif|Ohh prabowo ikuti 1400 karyawannya Yg tidak mengambil gajinya
585|positif|Bapak Jokowi 2 Periode HARGA MATI pic twitter com fKpeg7NHX2
587|negatif|Hadeh susah sih kalo otaknya ketinggal di jaman batu Itu berarti pak Jokowi melek digital bukan yg jawabnya yang onlen onlen ya Tp lebih penting lagi sih bayar gaji pegawai Ngurus perusahaan aja gak bisa Gmb mau ngurus negara Wkwkwk
591|positif|artinya presiden yg ke 6 tdk menerima gaji prabowo sandi akan dilimpahkan ke yatim piatu dan dhuafa subhanallah
593|positif|Logistik lancar arus barang lancar aman ga ada preman jalan bagus bikin kendaraan awet Akhirnya harga murah dan penduduk Sumatra yang menang
595|positif|Klo ini terlaksana saya yakin pak Prabowo dgn kebesaran hatinya akan mengatakan sys belum bisa ngaji Klu satunya barangkali akan meng iyakan demi sandiwara Hiks hiks hiks
596|netral|Paguyuban Suami Suami Gaji Paspasan mengucapkan karena ga pernah nuntut buat beliin tas Hermes
599|positif|mantap semoga roda ekonomi papua berjalan lebih efektif dan efisien terimakasih pak
600|negatif|kalau sampai nanti kalian ambil gaji itu apa yg kalian makan dari hasil gaji itu akan memakan tubuh anda dari dalam
601|positif|Siap ketuaku ini bukan saja harga diri partai tapi kinerja jokowi lebih jelas dan lebih dinikmati hasilnya untuk kemaslahatan ummat bukankah garis perjuangan ketua lebih berpihak ke masyarakat yg lemah dan jokowi sudah sangat banyak membantu masyarakat sampai di desa2
602|negatif|Sedih ya bro mudah2an di akhir periode ke 2 pemerintahan Pak Jokowi nanti harga diri kampret bisa naik minimal jadi 250 ribu lah
605|positif|Mamfaat yang dapat diperoleh dari pelaksanaan Asian Games 2018 tidak hanya sebatas di bidang pembinaan olahraga nasional tetapi juga dari sisi pembangunan infrastruktur pariwisata dan perekonomian secara lebih luas Indonesia maju Jokowi hebat
606|negatif|Mestinya dia liat dan datang Bahwa yg datang kesana org2 mukanya cling fasionable happy gak ada kelihatan org yg susah Kalo pun mrk ekonominya sederhana mrk dtg dgn rasa bahagia dan bangga Jd gak ada yg bayar krn cebong adalah org yg makmur lahir bathin
607|positif|Oohh baiklah pemirsah Beda judul aja ya diambil cash di transfer Judulnyaaaaa saya tetap Gajian
608|negatif|MASALAHNYA DULU KAMU JANJI PERTUMBUHAN EKONOMI 7 MEROKET KATAMU JANJI STOP IMPORT JANJI STOP UTANG JANJI INI ITU KALO NGGAK MAMPU YA LAMBAIKAN TANGAN BIAR SAJA JANGAN KEBANYAKAN NGELES
609|netral|Di Korsel banyak yg main game Starcraft sampe bener2 pro bener mainnya Negaranya maju militernya kuat ekonominya sangat kuat
611|netral|Demi kelangsungan peningkatan perekonomian kesehatan pendidikan serta kesejahteraan Sosial di Indonesia Jokowi terus menerapkan beberapa ide ide baru dngan harapan banyak faktor di Indonesia yang meningkat seiring dengan berjalannya waktu dimasa pmerintahannya
612|positif|Kenapa g sandi bahas kalau salah mas Kan bisa jadi poin besar untuk buktikan jokowi g bagus Atau emang prabowo yg g tau ekonomi makro atau ekonomi skala nasional
613|netral|Prabowo Janji Pertumbuhan Ekonomi 8 Rizal Ramli Jelaskan Caranya
614|netral|Prabowo berujar salah arahnya pembangunan ekonomi Indonesia saat ini juga tak terlepas dari andil presiden sebelum Jokowi Anjay
615|netral|Secara khusus Presiden Jokowi ingin melakukan pembangunan manusia Sebab tantangan global menuntut penguatan Sumber Daya Manusia SDM sebagai penopang perekonomian
616|netral|Inilah bukti pemerataan pembangunan yang dimaksud diharapkan koneksi warga papua lebih efisien dan titik ekonomi baru tercipta
617|positif|Pertumbuhan ekonomi harus diimbangi dengan pemerataan Selain untuk mencegah ketimpangan juga demi mewujudkan keadilan bagi seluruh rakyat Indonesia pic twitter com hki07KbqcJ
618|netral|Gimana nih pa di gaji ga
619|positif|Assalammu aalaikum Wr Wb Maaf Bpk Prabowo Sandi Jng Hanya Guru Honor K2 Saja yg Di Perhatikan tetapi Para Guru2 Honor Honorer Di Sekolah2 Swasta lah yg Harus di Fikiran Mereka Hidup tdk Layak dng Gaji Seenak Yayasan Saja Di bawah UMR Sang
620|positif|Yaa Allah banyak dari kami blm mampu berbagi utk sesama namun kami hanya mampu melalui hati dgn memilih Prabowo Sandi sbg Presiden dimana beliau akan memberikan Gajinya utk Anak Yatim dan kaum Dhuafa Yaa Allah berilah Amanah kpd beliau berDUA
621|positif|2004 sy pilih SBY JK tapi 10th tdk dihargai Sy mau jadi CAPRES 2024 sy pilih krn kalo menang pasti mau 2 periode juga demokrat pasti Aman 5 besar pemilu menurut WORLD
622|negatif|Kalau benar codot cuma dihargai 200rb murah benar Harga dirinya cuma 50rb 200rb Gua dibayar 20jt diminta datang ke kampanyenya Prabowo aja ogah
623|positif|Ada pula dampak second round effect pada momen Asian Games 2018 yang terjadi karena adanya efek pengganda terhadap perekonomian sehingga dapat menyebabkan penciptaan lapangan kerja pertumbuhan ekonomi dan penambahan pendapatan masyarakat Jokowi hebat
624|netral|Jika Prabowo Sandi Menang saya berjanji tidak akan mengambil Gajinya
